model,var_num,train_subset_size,test_auc_score,test_f1_score,test_pr_auc,test_pr_no_skill,test_efron_r2,test_ffc_r2,test_briern_r2,test_imv_r2
sl,1,17075,0.514322174450988,0.0,0.6055683186095735,0.22733661278988054,0.0024895142921309565,0.03115365969450079,0.17521738244554846,0.0015520428302872747
sl,2,17075,0.6207387973254045,0.0,0.32087271719721994,0.22733661278988054,0.029618768323706357,0.057503336074151035,0.17045200208391775,0.012107089943327445
sl,3,17075,0.632090137141787,0.03225006201935004,0.3258433164192722,0.22733661278988054,0.03098689606535332,0.058832149730304595,0.17021168404698764,0.01270071845932707
sl,4,17075,0.6323524806406233,0.05270793036750483,0.3268902186359321,0.22733661278988054,0.033871672698685185,0.06163403033591963,0.16970495953844897,0.014726477263311468
sl,5,17075,0.6587794441871186,0.05064523983442903,0.3499561224699361,0.22733661278988054,0.049688621178837544,0.0769964679938272,0.16692663855769085,0.022910295304139783
sl,6,17075,0.6504432876886493,0.0005142710208279763,0.3360206956181168,0.22733661278988054,0.0402611256998302,0.06783987803918512,0.16858262223356837,0.019258232761055327
sl,7,17075,0.6555527675335542,0.0,0.353989702854564,0.22733661278988054,0.04860799674540506,0.07594689604187643,0.16711645529380104,0.022235449951435744
sl,8,17075,0.6554039265970817,0.06044615015591269,0.35110622722406837,0.22733661278988054,0.04662521302050893,0.07402108896214465,0.16746474052910398,0.02215976413471596
sl,9,17075,0.6507256334881896,0.16194158075601375,0.34940560456315595,0.22733661278988054,0.043961421036160075,0.07143384286062604,0.1679326480504428,0.020857481057364197
sl,10,17075,0.6587898016498062,0.09227220299884659,0.35392443365723625,0.22733661278988054,0.0520439490547524,0.07928411391384005,0.16651291419976996,0.025077752504086913
sl,11,17075,0.6582801285801385,0.05463414634146341,0.35907804584435565,0.22733661278988054,0.05154551196211232,0.07879999975163743,0.1666004670064196,0.0244735725106161
sl,12,17075,0.6560007351162773,0.016231295967537408,0.3557033479355437,0.22733661278988054,0.04850501914658012,0.07584687757471786,0.1671345437906892,0.02277560480285683
sl,13,17075,0.6675192195850033,0.12685560053981107,0.360859234114941,0.22733661278988054,0.05572441457780464,0.0828588187452376,0.1658664232160961,0.02685032436888005
sl,14,17075,0.6763276900487997,0.12128094481035658,0.37576382364896055,0.22733661278988054,0.06282757973992303,0.08975786960285381,0.1646187190319124,0.029907215937499815
sl,15,17075,0.7065623438815061,0.18869475847893113,0.4148062832528301,0.22733661278988054,0.09610227080383726,0.12207638968256218,0.15877386391165174,0.044728696564137985
sl,16,17075,0.7073353073622446,0.06013199706673184,0.4063155012522962,0.22733661278988054,0.09270589913114535,0.11877761507061424,0.15937045248172477,0.04360443337258043
sl,17,17075,0.7355750318806802,0.28012398295234403,0.4747517311756459,0.22733661278988054,0.13772216525770997,0.16250030803056914,0.15146313478313284,0.06108601479576188
sl,18,17075,0.734345373605491,0.1944915254237288,0.4719982386857622,0.22733661278988054,0.1368465885533081,0.16164989162104693,0.15161693392657413,0.060936407761784245
sl,19,17075,0.8332154671651056,0.45724319578577705,0.6370053112556902,0.22733661278988054,0.29744703129398464,0.3176353709018287,0.12340671498672169,0.11913399856649458
sl,20,17075,0.8371066419196523,0.49462721110927427,0.6441717570272236,0.22733661278988054,0.3024921635751049,0.3225355278595289,0.12252051390407133,0.12230623085113795
sl,21,17075,0.8359206880369725,0.5353148460242071,0.6432842995782798,0.22733661278988054,0.30101745080670794,0.3211031919701982,0.12277955409947755,0.12217366772145104
sl,22,17075,0.8347799809399259,0.5368453105968332,0.638562982842015,0.22733661278988054,0.2967547939964147,0.31696302551600763,0.12352830970582415,0.12031800693520825
sl,23,17075,0.8427616408313866,0.49670253384241586,0.6577540656822601,0.22733661278988054,0.3144374378094147,0.33413754647655025,0.120422270613481,0.12656838519178945
sl,24,17075,0.8392434225914283,0.5263854425144748,0.6542178277268319,0.22733661278988054,0.3101682839783866,0.3299910696979552,0.12117216745190802,0.12449550494570497
sl,25,17075,0.8392694382729197,0.5578947368421053,0.6548495245225576,0.22733661278988054,0.31110858814397024,0.33090435358083414,0.12100699862716198,0.12445111984048657
sl,26,17075,0.8423410458456245,0.5461172741679873,0.6629608839348691,0.22733661278988054,0.31931927959744666,0.33887910520505715,0.11956475226969612,0.12698101735077
sl,1,19920,0.514322174450988,0.0,0.6055683186095735,0.22733661278988054,0.002582056873808747,0.014709611522942923,0.17520112690822964,0.0016346333784686444
sl,2,19920,0.6011854404024373,0.0,0.31155606197199126,0.22733661278988054,0.016306486204870296,0.028267166207435523,0.17279036670329706,0.003178305030168906
sl,3,19920,0.6332458776908024,0.0010248526774276198,0.3315668049435103,0.22733661278988054,0.035063215638192036,0.04679583351012362,0.16949565944795048,0.015366158059678512
sl,4,19920,0.629048137659875,0.00051440329218107,0.32846447860912725,0.22733661278988054,0.03274712368078492,0.04450790279844041,0.16990249183326828,0.015152087067211268
sl,5,19920,0.6514555856771266,0.02351175587793897,0.3475160669900096,0.22733661278988054,0.04356338747979438,0.0551926521894468,0.1680025645063309,0.020582627853579425
sl,6,19920,0.654175947382762,0.05187878787878787,0.3513753395856039,0.22733661278988054,0.05017984997873437,0.061728665453346654,0.16684035192137675,0.023254571249928767
sl,7,19920,0.6606954478785535,0.0020549704597996403,0.3590691068545586,0.22733661278988054,0.056284414017523154,0.06775900440474869,0.1657680566952381,0.026634858446588517
sl,8,19920,0.6571579399625624,0.13648293963254593,0.3529538764986221,0.22733661278988054,0.049588586445874494,0.06114459106407122,0.16694421012642577,0.024783220455907164
sl,9,19920,0.6608609037080458,0.07076703870814532,0.3565472545748679,0.22733661278988054,0.05263826557295603,0.0641571892958962,0.16640851972356566,0.026178658597503436
