,model,seed,roc_auc,pr_auc,f1,efron_r2,ffc_r2,imv,brier
36,LGBMClassifier(),36,0.8140854193834326,0.6994040161258704,0.5853131749460043,0.26648288726167646,0.5644479440469248,0.19396145701294068,0.16028221270179976
37,LGBMClassifier(),37,0.8342936354869818,0.7095450475272076,0.5985643290999447,0.303633527288358,0.5987288543402061,0.21238212075575477,0.15063009338744082
38,LGBMClassifier(),38,0.8200363266305117,0.70709550125168,0.5963597430406852,0.28173605056372164,0.582969229994307,0.1981669149796422,0.15576735048660464
39,LGBMClassifier(),39,0.8260967737708929,0.7150598121126626,0.6042841037204059,0.3000869649180473,0.6130918973421007,0.1949302766122744,0.14923273313220722
40,LGBMClassifier(),40,0.8292682926829268,0.7161903696363308,0.6027554535017221,0.29774896868730005,0.6292178321189521,0.18847610325178432,0.14729241876799146
41,LGBMClassifier(),41,0.8206000401364639,0.7083414042527202,0.5937677053824364,0.28536388666874624,0.6037199743238608,0.18802556262797518,0.15253896492365465
42,LGBMClassifier(),42,0.828093686497092,0.7156865321280919,0.6048834628190899,0.2915831414076461,0.6114411891240389,0.19135827557792517,0.1506296246264746
43,LGBMClassifier(),43,0.8177435347531186,0.7011933791472696,0.5865070729053319,0.27555991447039496,0.5800175686480711,0.19525034168588312,0.1570261993318957
44,LGBMClassifier(),44,0.8171382771419065,0.7081446243319031,0.5959318306761956,0.2700516176115213,0.5838353916123833,0.18772649953074427,0.15731841595813797
45,LGBMClassifier(),45,0.8244665761149891,0.7143687029331867,0.6067538126361656,0.2996114166290792,0.5945739756325439,0.20526040016243127,0.15173490563369088
46,LGBMClassifier(),46,0.8285780965887962,0.7213719787683489,0.619072988811934,0.3009881146106477,0.5886275455379566,0.2136010093250698,0.15228585060461158
47,LGBMClassifier(),47,0.8323506225254229,0.7135938236317433,0.6001167542323409,0.309846161457316,0.6273767185039125,0.19720900352773799,0.14592568676019596
48,LGBMClassifier(),48,0.8228903885809162,0.7205605098952894,0.6080178173719377,0.2870607829203403,0.6290005483081257,0.17665933866611133,0.1487430959751656
49,LGBMClassifier(),49,0.8307520297684821,0.710599562382352,0.5973003374578177,0.30010469467116674,0.6131016982527799,0.19806331059866258,0.14922895286325502
50,LGBMClassifier(),50,0.841973545068531,0.730198980477242,0.6324786324786325,0.3287509605079849,0.6049661376253825,0.2287964441712046,0.14623747189882488
51,LGBMClassifier(),51,0.8223636363636364,0.7107382520860782,0.5963718820861678,0.28334953740309987,0.6100023150798592,0.18441616326036162,0.15195588819991093
52,LGBMClassifier(),52,0.8253362413667759,0.7124222207967156,0.6045751633986929,0.29238934361776303,0.5841889768476494,0.20705614001804665,0.15408167748263352
53,LGBMClassifier(),53,0.8224176009050402,0.7088296362929397,0.5980176211453745,0.291544620961414,0.588043644324816,0.2030987974856759,0.1537188392959173
54,LGBMClassifier(),54,0.8177397956240655,0.712563839747259,0.5972144846796658,0.27743281825706845,0.6178781545942883,0.17570448226559293,0.15164200826952867
55,LGBMClassifier(),55,0.8173469477382521,0.7105289855072464,0.5963353692393115,0.26903513818447244,0.6022124888707783,0.17823676869479282,0.15499105996193369
56,LGBMClassifier(),56,0.8282782010836354,0.7209782962498482,0.6104783599088839,0.29937217868940913,0.628885859666157,0.18736089129731778,0.14712328975906042
57,LGBMClassifier(),57,0.8218608413112447,0.7151193465367912,0.6055344546934347,0.281395687914617,0.599035753850689,0.18859643947869226,0.15372029401422196
58,LGBMClassifier(),58,0.8215098251954785,0.7183213910745053,0.6088864509051014,0.2823497209794834,0.6069937350213755,0.18598811758245468,0.15250817490137691
59,LGBMClassifier(),59,0.8238187078109932,0.7024198408871747,0.5872576177285319,0.28252450529602824,0.5865650845859902,0.19690958270217163,0.15519615749107385
60,LGBMClassifier(),60,0.830183901553216,0.7233227206203302,0.6142697881828316,0.30109401803937075,0.6280160477077585,0.18999973881690635,0.1470171092134271
61,LGBMClassifier(),61,0.8355983469807016,0.717103320756779,0.6057142857142858,0.31578439149053794,0.6311677700600964,0.20056124947761017,0.14458804657625116
62,LGBMClassifier(),62,0.8279125943832009,0.7082703822563056,0.5948660714285715,0.2913335224992637,0.6015119615887872,0.19623389838814076,0.15200358965011
63,LGBMClassifier(),63,0.8182384361065131,0.713280953150454,0.6018671059857222,0.2789593257387264,0.6014126538092888,0.18258091186045897,0.15373748612483004
64,LGBMClassifier(),64,0.8163198566029498,0.701023204808099,0.5875338753387533,0.2793214685131856,0.5727061401037484,0.2002519649561395,0.15739871370852346
65,LGBMClassifier(),65,0.8231083503491234,0.7206438113731611,0.6120641947980077,0.28764506105600807,0.6117288546931524,0.18678431530827222,0.1511297250240287
66,LGBMClassifier(),66,0.8226429472356527,0.7120318302851938,0.5991041433370661,0.2897501447690113,0.6104358107432042,0.18499796613345512,0.15101937197970358
67,LGBMClassifier(),67,0.8277621704494474,0.7179866110900595,0.6096079514080619,0.3058862686202666,0.6133011691968369,0.19998853181230908,0.1484008525856897
68,LGBMClassifier(),68,0.8221553205996178,0.7119599236291352,0.5996649916247906,0.2923245607317786,0.6081905068600374,0.19198612659306755,0.15097057234436115
69,LGBMClassifier(),69,0.8201280519278498,0.7130829862756051,0.5988764044943821,0.2786778227855271,0.6142429833444655,0.1779527636875108,0.15199479425456963
70,LGBMClassifier(),70,0.825001406469761,0.7064775505788163,0.592509782001118,0.29328746516609583,0.5989281105245663,0.19751657366702235,0.1520697644821323
71,LGBMClassifier(),71,0.8308753878675382,0.7341220263488737,0.6347971095052807,0.32000041249226596,0.6205762790434179,0.2032484853348315,0.14546216153072364
72,LGBMClassifier(),72,0.8314340001354116,0.7028309163507778,0.5881696428571429,0.29665450464333576,0.5891652209675409,0.21077564382410224,0.15284353808976758
73,LGBMClassifier(),73,0.8126321158540757,0.7029758487239373,0.5872576177285319,0.27113143778297855,0.5869879472936435,0.1809859417635379,0.1567542020124382
74,LGBMClassifier(),74,0.834651623362322,0.7176122137167228,0.6106194690265487,0.3091999687179168,0.6055531782200798,0.21005888755506288,0.14895938925710903
75,LGBMClassifier(),75,0.8320425196959609,0.7161802925959831,0.6078860898138007,0.31112967859816043,0.6108499982891158,0.20699545991082594,0.14799455597931419
76,LGBMClassifier(),76,0.8194821091555338,0.7087290795470162,0.599128540305011,0.2880687460792678,0.5791459698718806,0.20441364191477543,0.15533354357381962
77,LGBMClassifier(),77,0.8235645571747849,0.7179212264939645,0.6084033613445378,0.2927920066198705,0.6114959075605289,0.1896496946487056,0.15045595890203314
78,LGBMClassifier(),78,0.8211826965305224,0.7070289855072464,0.5908584169453736,0.27755521152992224,0.6068490712125163,0.1831022103086973,0.1531844954227234
79,LGBMClassifier(),79,0.8263483949226703,0.7068890525494953,0.5933701657458563,0.29108710799921034,0.5989119167036763,0.19807844779901088,0.15238149958020383
80,LGBMClassifier(),80,0.8281529542513726,0.7163655764270878,0.6053378762067008,0.2988928983479585,0.6178595213437476,0.1938314677111404,0.14874343910935894
81,LGBMClassifier(),81,0.8273471031576097,0.7030429881263184,0.5839499146272055,0.2850615781547967,0.6121595218369482,0.18934001060951652,0.15142257282574575
82,LGBMClassifier(),82,0.8150226609401325,0.7025508827528143,0.5829493087557603,0.2712002766572933,0.604015564851465,0.17559830570326698,0.1544452387247048
83,LGBMClassifier(),83,0.8236586953843987,0.7063640482852065,0.589041095890411,0.2876309769801304,0.614163411301967,0.18692291465232014,0.15079333581915016
84,LGBMClassifier(),84,0.8202228713621118,0.7127337444552634,0.6031402273957769,0.2865253855368146,0.595090510482087,0.19280710694014913,0.1535248226648429
85,LGBMClassifier(),85,0.8221599745342483,0.7086944812350543,0.5960264900662251,0.2846328905251697,0.5965028150356484,0.19163089977108644,0.1536050985592114
86,LGBMClassifier(),86,0.8047389188817442,0.6954964151851725,0.5766463752075264,0.2485969211109218,0.5650437911119824,0.17704536943155838,0.16278688427409455
87,LGBMClassifier(),87,0.8298677492633995,0.7153895029870604,0.6070252469813392,0.30781639581919584,0.606571370830222,0.20715365793035884,0.14902220846853495
88,LGBMClassifier(),88,0.8157464477477944,0.7027524559313548,0.5879781420765027,0.26944325235688016,0.5822153433578252,0.18838047735844865,0.15761484391770067
89,LGBMClassifier(),89,0.8306290315710969,0.709146456476634,0.596100278551532,0.2994363841009752,0.6072826906160265,0.20111108474732084,0.1501041906308743
90,LGBMClassifier(),90,0.8211904317920764,0.7148236039409723,0.6103828002097536,0.2912242257205746,0.5778896051462274,0.20760768473731336,0.15502919225594755
91,LGBMClassifier(),91,0.8277218271204239,0.7110571853806068,0.5993303571428571,0.2963124454678292,0.6037012615893914,0.19927405651548386,0.15101650996597324
92,LGBMClassifier(),92,0.8197914097154603,0.7040874175051389,0.5900755124056095,0.2733805997314678,0.5876306115559425,0.1906566937991166,0.15635330579349857
93,LGBMClassifier(),93,0.8220443616514319,0.7116828401854178,0.6006674082313682,0.2889507097942623,0.5977031872943945,0.1946983471899729,0.15284072040386756
94,LGBMClassifier(),94,0.8310940350460717,0.7162316226591011,0.6097297297297297,0.3047117257423364,0.5981345415894375,0.2108227736877273,0.15055238929508402
95,LGBMClassifier(),95,0.8269018432312362,0.7080630416134323,0.5943502824858757,0.2983481413080301,0.6042387942394267,0.1991677925758282,0.1506601316738703
96,LGBMClassifier(),96,0.8374269865668649,0.717512308137851,0.6039660056657223,0.31198690144928154,0.6402294763602814,0.19530350721716191,0.14379830229835955
97,LGBMClassifier(),97,0.8308946511978565,0.7173113747351485,0.608600979858465,0.3058621261106569,0.6138876785341578,0.2012687801410298,0.14832534508805892
98,LGBMClassifier(),98,0.8189874340967345,0.705003004285883,0.5903614457831325,0.2782664273929537,0.5941642440630336,0.188904040634251,0.15480638253720044
99,LGBMClassifier(),99,0.8237495899587369,0.7107271110650714,0.6005420054200542,0.2883549674811716,0.5930304161570383,0.19905031676281484,0.15353471319938536
100,LGBMClassifier(),100,0.8284583150992284,0.7152405859920394,0.6062906724511931,0.29295341761084936,0.6024228397605955,0.19960946765655385,0.15165613442309533
101,LGBMClassifier(),101,0.8176938486291808,0.7140126692878987,0.5993150684931507,0.2756448480582898,0.6175470571389448,0.17429176816058983,0.15192860902904448
102,LGBMClassifier(),102,0.8175936302744403,0.7065510785616861,0.5929539295392955,0.27195986909151393,0.591249213929579,0.1856708386216645,0.15607529596562705
103,LGBMClassifier(),103,0.8198204218880939,0.715594198489124,0.6039603960396039,0.28374132983439515,0.6114433122666794,0.18211562748330945,0.1517021988625282
104,LGBMClassifier(),104,0.8279019581536831,0.7155575928327593,0.6044444444444445,0.2973255662016008,0.6157987126661486,0.1937498329174454,0.1492425507194504
105,LGBMClassifier(),105,0.8215173936640687,0.7102986109328061,0.5940366972477064,0.2896663428363303,0.6219338107584997,0.1821352631866468,0.14942095725128177
106,LGBMClassifier(),106,0.8227372040235194,0.7180259965773891,0.6106870229007634,0.2920314314049104,0.6006759037592977,0.1934055948906305,0.1520164686292427
107,LGBMClassifier(),107,0.8285527635538195,0.7157056696405005,0.6039215686274509,0.28827951069039826,0.6145146731147908,0.1870181523959816,0.15065605505819302
108,LGBMClassifier(),108,0.816699527882217,0.7060310818156871,0.5905077262693157,0.2698237860901527,0.5969920247027658,0.181091608186187,0.1555997930505427
109,LGBMClassifier(),109,0.824824093273055,0.7000340352170802,0.580936266215454,0.2861365547135494,0.6029153826101472,0.19308704749452263,0.15254036100145588
110,LGBMClassifier(),110,0.8131022830654594,0.6981490707447039,0.5797901711761457,0.26443908641185765,0.5838350235864632,0.18067503383660533,0.15810951713517576
111,LGBMClassifier(),111,0.8288189870995175,0.7115027066159896,0.6001128031584884,0.30617236036552353,0.6068438227076145,0.20459182363903108,0.14921812192620315
112,LGBMClassifier(),112,0.8191804099801943,0.7161897732463497,0.6042128603104212,0.27612253755091665,0.6104061802580114,0.17952516511523162,0.15288241014034998
113,LGBMClassifier(),113,0.8271885256756708,0.715408668558891,0.5998848589522163,0.29012281379153393,0.632985256442075,0.1804433849273731,0.14775072705725018
114,LGBMClassifier(),114,0.8269721501261935,0.7148284143617035,0.6040494938132733,0.29856436057535474,0.6116452160082515,0.1959510064534929,0.14963941670234393
115,LGBMClassifier(),115,0.8275893702079994,0.703357714341897,0.5842044134727061,0.2982299183790207,0.6174981621704168,0.19252173967882233,0.14888409368325792
116,LGBMClassifier(),116,0.8204433157343671,0.7030749181313909,0.5813148788927336,0.28031999483516323,0.6236704608435563,0.17637019488507155,0.15041684985180445
117,LGBMClassifier(),117,0.8153690703547468,0.7063183819877298,0.5904761904761905,0.27280252725470056,0.5992626322417561,0.17833908373264493,0.1548797026337434
118,LGBMClassifier(),118,0.8144182624688955,0.6986777020447907,0.5802124091671326,0.2693307321748428,0.5853322399366496,0.18324232776185076,0.15722475263385285
119,LGBMClassifier(),119,0.8310803414825445,0.7055253892530392,0.5918933925596891,0.30550410415641405,0.6010198845689234,0.2099793295360465,0.15006961172296698
120,LGBMClassifier(),120,0.8181485095874695,0.7103419449166474,0.5968819599109132,0.27825745773291477,0.6022686857046365,0.18331421862380615,0.15371790265228294
121,LGBMClassifier(),121,0.8284249878981846,0.7046569352979484,0.5888888888888888,0.291355193504952,0.6045929229128391,0.19735956973578428,0.15158980564693164
122,LGBMClassifier(),122,0.8254244017787817,0.713718280158114,0.6001147446930579,0.29581617635594415,0.6216066701458197,0.18889521729981648,0.14863840559999736
123,LGBMClassifier(),123,0.8237550822887906,0.7050498831235608,0.5910842047330764,0.2906233638524428,0.595563936979097,0.1976931388954508,0.15288479488273404
124,LGBMClassifier(),124,0.8282526627426249,0.7093241976736038,0.5948372615039282,0.2949559843964761,0.6132911561951433,0.19496239678616917,0.1499124620305124
125,LGBMClassifier(),125,0.8326050828556675,0.7234182790146706,0.6187845303867404,0.3096360936168209,0.6112047976665396,0.20395738527780596,0.14815715735910068
126,LGBMClassifier(),126,0.824758127820879,0.7161745657946555,0.6023424428332405,0.2828801466981915,0.6225827313945524,0.18066904434833778,0.1502351584630655
127,LGBMClassifier(),127,0.8245530113832418,0.7241356020760351,0.6139169472502807,0.2897233956142248,0.6291874974525207,0.17994237600316526,0.1483636543377739
128,LGBMClassifier(),128,0.8183522023132198,0.7103251075418238,0.5972602739726027,0.27593881315931734,0.60036710681457,0.1822678061518397,0.15429668713126665
129,LGBMClassifier(),129,0.8232508905373379,0.7213234775014576,0.6147138964577656,0.294299723991442,0.6074561235190754,0.19366922758243627,0.15079603189091279
130,LGBMClassifier(),130,0.8245714856611674,0.7266821305394111,0.6235985050720768,0.29092759376184174,0.601898451574335,0.19365307760855727,0.1520090458840254
131,LGBMClassifier(),131,0.8326322183967175,0.7285339879803853,0.6243032329988851,0.30890951364499253,0.6233191068408915,0.19819168654271027,0.14661836320582644
132,LGBMClassifier(),132,0.8119553848505761,0.6996602646541368,0.5825027685492801,0.2626849210630108,0.5789930857453198,0.1825850808790758,0.1589895756731122
133,LGBMClassifier(),133,0.821161230268006,0.7163757773209738,0.6094513851167844,0.2883123053753194,0.5911433886771554,0.19786758305085694,0.15378448834547664
134,LGBMClassifier(),134,0.8251740452154425,0.7133489135359279,0.6043243243243244,0.29105624726751556,0.5964280688420802,0.19898786038195793,0.15271109060213375
135,LGBMClassifier(),135,0.8168040420665154,0.7126392004353539,0.5980066445182725,0.2683072976336238,0.6099431618993008,0.17246481332339325,0.15400274992222587
136,LGBMClassifier(),136,0.8248332448679164,0.7081606514541013,0.5938028169014086,0.29359697682715746,0.6070652223030315,0.19390633897561135,0.1509461968935341
137,LGBMClassifier(),137,0.8273806271201583,0.7151799646289727,0.6061606160616061,0.2995993401047199,0.6049445230681756,0.19998993640266813,0.1503914716922508
138,LGBMClassifier(),138,0.8296468863701804,0.7222595956687521,0.6158904109589041,0.304974006402567,0.6145941781412497,0.19802658499276535,0.14835318798008254
139,LGBMClassifier(),139,0.8287138252399973,0.7155529570457572,0.6045197740112995,0.30269660663368325,0.6175368018703543,0.19483999167338387,0.14826658501922463
140,LGBMClassifier(),140,0.8210725379556999,0.7098804600280706,0.5922107674684994,0.28133400577719947,0.6235933478873507,0.1785608226728083,0.15029365596633493
141,LGBMClassifier(),141,0.8249229404876706,0.6970177107728338,0.5775764439411099,0.28461447023993536,0.5877693967697241,0.1992351490076727,0.154744079990198
142,LGBMClassifier(),142,0.8259909166683748,0.7001277183381501,0.584717607973422,0.28871131422214,0.5801516530094493,0.20815580989194657,0.1551158481734634
143,LGBMClassifier(),143,0.8313846882009445,0.7099082494323349,0.5986769570011026,0.3019507604352819,0.6014138802495816,0.20674052409211224,0.1505225589002469
144,LGBMClassifier(),144,0.8201312691669491,0.7109817387300511,0.5994520547945206,0.28194648075328277,0.5968560962889815,0.19003776264375785,0.1539343928688989
145,LGBMClassifier(),145,0.8102564514574025,0.6939593858831609,0.5778975741239892,0.25820285167771784,0.5490443753516466,0.19609633422629208,0.16335919657625952
146,LGBMClassifier(),146,0.8234168590187141,0.7162202074408991,0.6045989904655076,0.28556286115329166,0.6136547300080181,0.18397674129957187,0.15114568858702965
147,LGBMClassifier(),147,0.8184856979310906,0.7090392141071372,0.5971615720524018,0.27867047317530647,0.5912599280652384,0.1921068970994213,0.15513281848990945
148,LGBMClassifier(),148,0.8224613828701185,0.7101156540647625,0.5982339955849889,0.2924195542787672,0.6008948214100358,0.1952364265583184,0.15193313008669265
149,LGBMClassifier(),149,0.8287752675386446,0.7093907050803603,0.5987825124515772,0.300760639437448,0.5927899001823409,0.21009080620030696,0.15179665654940827
150,LGBMClassifier(),150,0.8178136982103242,0.7081018171877123,0.594355285002767,0.27561540833169884,0.5958104942655202,0.18232389808558994,0.15495678294425916
151,LGBMClassifier(),151,0.8188726603916479,0.7029219950232608,0.5872576177285319,0.2777714550554945,0.5901224997769922,0.19088325111800872,0.15540848551355715
152,LGBMClassifier(),152,0.8322950889992498,0.725886644028388,0.6206896551724138,0.30741395019709505,0.6195284594721944,0.20022784792827675,0.1473451929569143
153,LGBMClassifier(),153,0.8379665087355119,0.7128481043859789,0.5990730011587486,0.31391338402414937,0.6289858064840208,0.20041431142291147,0.14514787706783094
154,LGBMClassifier(),154,0.8206995113849245,0.7017854728751037,0.583103257868581,0.27144301404974436,0.6028978815314263,0.18076189948170798,0.15456707173845294
155,LGBMClassifier(),155,0.8251222967147055,0.7101856006616339,0.5949074074074074,0.2947273921309469,0.6180070043349277,0.1886532812774999,0.149291176013811
156,LGBMClassifier(),156,0.8265436713701181,0.7193761367723263,0.6147986942328618,0.30667792611261335,0.5968434381069858,0.21080367402424943,0.1504352533829834
157,LGBMClassifier(),157,0.8291775615755919,0.7132588276414347,0.5988636363636363,0.2966198725224347,0.6250362650611923,0.18836533016145082,0.14804367123228618
158,LGBMClassifier(),158,0.8159263125253857,0.6973266889988514,0.576837416481069,0.2682213972467653,0.595476785592726,0.17963656211959633,0.15602698544362179
159,LGBMClassifier(),159,0.8390575853793063,0.720952139184908,0.6127946127946128,0.316746239063876,0.6264173536123432,0.20484989976677148,0.14511775178662692
160,LGBMClassifier(),160,0.8239029100554234,0.7089622849285679,0.5968819599109132,0.29089605395586426,0.5951016427871376,0.19924146018092675,0.1529063201206025
161,LGBMClassifier(),161,0.8127501205400193,0.7077236017357763,0.5958149779735682,0.27222059185331715,0.5806276029380935,0.18667112502508598,0.1574249831237725
162,LGBMClassifier(),162,0.8142532644587289,0.696921468351604,0.5799782372143635,0.2663305334301864,0.574024642593566,0.1898310095601381,0.15910829024649398
163,LGBMClassifier(),163,0.8222760860886604,0.7174597731309369,0.6102062975027145,0.290439291321003,0.5979287075849602,0.1950331266534787,0.1526017562481155
164,LGBMClassifier(),164,0.8278525246708374,0.7175080054794999,0.6084033613445379,0.29899329095377947,0.6112777517427022,0.19704684828944086,0.14962977074303352
165,LGBMClassifier(),165,0.8272704559760504,0.7234407568377869,0.6152974504249293,0.3026666433091212,0.6258828646444995,0.19030436625739747,0.14710838842425308
166,LGBMClassifier(),166,0.8292383463422699,0.7151917404129793,0.6053511705685619,0.3041191295989222,0.6111128106353934,0.20035068338489395,0.14894001982424976
167,LGBMClassifier(),167,0.8331532718489241,0.7161908212560386,0.6049170954831333,0.3043006335185371,0.6214037993570776,0.19790381612925373,0.14751349600853986
168,LGBMClassifier(),168,0.8309108034137191,0.7195546562929682,0.6121758737316799,0.3054749263411223,0.6112692643804403,0.20137634423297246,0.14873016349891338
169,LGBMClassifier(),169,0.8299297576406011,0.719254538531647,0.6136865342163355,0.30563324665971414,0.6004877563802197,0.2089007269837156,0.1501196860846439
170,LGBMClassifier(),170,0.821838565918931,0.7115696366033842,0.6001103143960287,0.28512845753330274,0.5992620479548898,0.192269030019709,0.15316983618868757
171,LGBMClassifier(),171,0.8192423354091509,0.7042992223167109,0.5858356940509915,0.27299920394176524,0.6068606969524166,0.1796849837499491,0.1538036447838099
172,LGBMClassifier(),172,0.823963053343645,0.7045831827650937,0.589582140812822,0.29539850791687106,0.5902846227580785,0.20465797754789486,0.15288263274417296
173,LGBMClassifier(),173,0.8279425768891338,0.7186482965267773,0.6105377512221619,0.3019702523027302,0.6123258432474669,0.19773516444893152,0.14907572025710353
174,LGBMClassifier(),174,0.8119118799031408,0.7028262366655561,0.5805714285714286,0.2576820547363007,0.6143381861336317,0.16219715670696783,0.15478027348548662
175,LGBMClassifier(),175,0.828526418049456,0.7136099958490157,0.6022598870056498,0.30428294058972805,0.6136102720049104,0.1986802202113017,0.14858180767923454
176,LGBMClassifier(),176,0.8197569185477712,0.7086715923257014,0.5894854586129754,0.2734604735094017,0.6237593718345049,0.1731060858827499,0.15130941260357275
177,LGBMClassifier(),177,0.8211555394416532,0.7137670275029783,0.6049315068493151,0.2909927257328171,0.5945388751905413,0.196956538922825,0.15296562687383022
178,LGBMClassifier(),178,0.8269756187664852,0.714398549259266,0.602998334258745,0.29265601076898085,0.6114211983588229,0.19193011871601953,0.15048489153054387
179,LGBMClassifier(),179,0.8187651617669518,0.7154908860687558,0.6015538290788014,0.2779977294573921,0.6187893571527951,0.17546629451067663,0.15143510802029522
180,LGBMClassifier(),180,0.8101791068686075,0.7131726084549028,0.6024096385542169,0.2650089630396135,0.58989234811841,0.17415679201798648,0.15722566146519878
181,LGBMClassifier(),181,0.818227878568015,0.7148300014999355,0.6045228902371759,0.2856683019941699,0.603272010140581,0.1873381046820772,0.1525572695633633
