model,var_num,train_subset_size,test_auc_score,test_f1_score,test_pr_auc,test_pr_no_skill,test_efron_r2,test_ffc_r2,test_briern_r2,test_imv_r2
sl,1,34150,0.5052018281927128,0.0,0.465009234691104,0.22733661278988054,-3.109741384199616e-05,0.04071622978622069,0.17566013968129698,1.5145699067839262e-05
sl,2,34150,0.5128811887938385,0.0,0.2716456292698031,0.22733661278988054,0.0003841789972703902,0.04111458531972645,0.17558719443732307,0.00023373666477200463
sl,3,34150,0.61433873467691,0.0,0.32848859300063,0.22733661278988054,0.03769278052212033,0.07690300832448715,0.16903376407689008,0.018308681915774894
sl,4,34150,0.6378126108717083,0.0,0.3489284616193113,0.22733661278988054,0.04453398219906568,0.08346545798672711,0.16783207500415234,0.022196447428259655
sl,5,34150,0.6415142762736126,0.005116398055768739,0.3325203922479002,0.22733661278988054,0.04149446247105404,0.08054978671223723,0.16836598086104756,0.020185865519600565
sl,6,34150,0.7332521975978183,0.04594330400782014,0.48733858539448854,0.22733661278988054,0.14829326687514555,0.1829969606131544,0.14960627134007984,0.06397088094262197
sl,7,34150,0.7689627375002313,0.13557779799818015,0.5594586712333856,0.22733661278988054,0.2093169076940612,0.24153412849556055,0.13888718340588133,0.08583846482119716
sl,8,34150,0.7767201841937583,0.2547267816330771,0.5755183763797995,0.22733661278988054,0.22023442440834962,0.2520067994176334,0.13696947053078745,0.0905261591762733
sl,9,34150,0.8818133849578169,0.5913498537786671,0.7408107835717521,0.22733661278988054,0.4175588473908629,0.44129102960151745,0.10230851269329784,0.15813008811138518
sl,10,34150,0.8822437419253768,0.5794183445190156,0.7530125075345624,0.22733661278988054,0.4212195798750711,0.44480260165990326,0.10166548791019377,0.1599993252519839
sl,11,34150,0.8805889883908171,0.5958541382962627,0.7512950557184559,0.22733661278988054,0.4204899312349868,0.44410268332716185,0.101793654106592,0.15895965079358607
sl,12,34150,0.8832648549834176,0.5512236286919832,0.7515114729399043,0.22733661278988054,0.42299852985193276,0.4465090664340875,0.10135300702611959,0.1603463496677169
sl,13,34150,0.8921079414346692,0.48054509592971134,0.7692343142345972,0.22733661278988054,0.4412706313599365,0.46403665179583853,0.09814342693259324,0.16785301565226593
sl,14,34150,0.8891030374835891,0.5892711560410893,0.7713515584635953,0.22733661278988054,0.4422464248804844,0.4649726855749501,0.09797202423665426,0.16707912054161472
sl,15,34150,0.8958672318151264,0.6207003408738766,0.7816662484376806,0.22733661278988054,0.4527889480173696,0.4750856424304628,0.09612018073737938,0.1720683490757708
sl,16,34150,0.8952661963578123,0.5737158105403602,0.7818697865280512,0.22733661278988054,0.4522980292503025,0.4746147266689843,0.09620641291497684,0.1719495825944349
sl,17,34150,0.8938285590604194,0.610218048702849,0.7830882222280685,0.22733661278988054,0.4525415268950932,0.4748483027441055,0.09616364141476387,0.17163507784862547
sl,18,34150,0.8986565423982003,0.6166640012793858,0.78792756170799,0.22733661278988054,0.46023892055756765,0.4822320579417725,0.0948115582151225,0.17520361128380596
sl,19,34150,0.900251503794248,0.6224660874866637,0.7908223743044467,0.22733661278988054,0.4639937281993568,0.48583387196571426,0.09415200869057393,0.17567294739890685
sl,20,34150,0.9003280865414525,0.6269016418135263,0.7903416656287077,0.22733661278988054,0.4628786491978082,0.48476422804018227,0.09434787753272718,0.1761813649488626
sl,21,34150,0.8998936685894647,0.6077560686796922,0.788819560632161,0.22733661278988054,0.46074468287869474,0.4827172124409652,0.094722718697827,0.1760706241456381
sl,22,34150,0.8778699152667788,0.5802524127691165,0.7392173857124877,0.22733661278988054,0.40592986127978337,0.43013587885745663,0.1043511984956762,0.15538040720855745
sl,23,34150,0.8822836781929119,0.6290738214339853,0.7537889443724648,0.22733661278988054,0.4176885582125681,0.4414154552182855,0.10228572838077213,0.1594692452548894
sl,24,34150,0.8852979243605726,0.6272599051160405,0.7630130934446504,0.22733661278988054,0.4306706620903312,0.45386858951118225,0.10000536111377177,0.16306690580130262
sl,25,34150,0.8872462597357221,0.6138186304750153,0.7670456068155285,0.22733661278988054,0.43485581752014824,0.4578832163463157,0.09927021898740111,0.1646410598139701
sl,26,34150,0.8866741685544387,0.6137534972758062,0.7682505586641465,0.22733661278988054,0.43497051926331254,0.45799324444535916,0.0992500710897227,0.164706082601755
sl,1,36996,0.5052018281927128,0.0,0.465009234691104,0.22733661278988054,1.0466392718844197e-05,0.06695495464283718,0.1756528388042692,4.0625672511881475e-05
sl,2,36996,0.5128811887938385,0.0,0.2716456292698031,0.22733661278988054,0.00018976601930542625,0.06712225102204772,0.17562134398622561,0.00013585827532333207
sl,3,36996,0.6151616111705811,0.0,0.32946423976882305,0.22733661278988054,0.03785332458269153,0.1022644155418293,0.16900556376174203,0.018429228307255765
sl,4,36996,0.6418468279455393,0.0,0.3488237190301404,0.22733661278988054,0.03828757585186504,0.10266959577774726,0.16892928549519906,0.0197216715415829
sl,5,36996,0.6414216057804052,0.003587903639159405,0.3371515194728998,0.22733661278988054,0.042155699179117434,0.10627876685807247,0.16824983154049022,0.019765660467916626
sl,6,36996,0.7378625570753791,0.02669352807856963,0.4939125281657941,0.22733661278988054,0.15263032102223506,0.2093576442705115,0.1488444474935482,0.0659357386649352
sl,7,36996,0.7779901204058454,0.3721266968325792,0.5714283447464128,0.22733661278988054,0.22113923918903955,0.27328021996760876,0.1368105355824916,0.0904605845677081
sl,8,36996,0.783219682388846,0.4253592561284869,0.5910653465753508,0.22733661278988054,0.23458484918537725,0.28582571106253296,0.13444875129781797,0.09521888274079825
sl,9,36996,0.8860228198429383,0.5924779445906205,0.7589667542689176,0.22733661278988054,0.4320604788603062,0.4700812974008386,0.0997612332975703,0.16311982618900547
sl,10,36996,0.8892036444679983,0.6212167532864566,0.7608217695382966,0.22733661278988054,0.43802160286140845,0.4756433528294832,0.09871413398495979,0.16492624399297132
sl,11,36996,0.8882057844506,0.6187159297395518,0.7622635344304217,0.22733661278988054,0.4389706665438643,0.4765288812644154,0.0985474265101045,0.16482669709168335
sl,12,36996,0.8893984350527931,0.6145066826850879,0.7616601028345268,0.22733661278988054,0.44168257305302205,0.47905923867997136,0.09807106744743813,0.16578843360434492
sl,13,36996,0.8980755775754625,0.5972999670727691,0.7890142676553766,0.22733661278988054,0.4643102556059703,0.5001721067494831,0.09409640917111649,0.17452486433752815
sl,14,36996,0.8964536828716346,0.5941981747066493,0.7815430600811074,0.22733661278988054,0.457124742017605,0.4934676287258123,0.09535857824153668,0.17212271753819117
sl,15,36996,0.9027830687719122,0.5977049725594545,0.7984419933568154,0.22733661278988054,0.4752829750746196,0.5104102554402853,0.09216899967402065,0.17904866515697127
sl,16,36996,0.9031335824903473,0.6326561784023217,0.7984442463461578,0.22733661278988054,0.47487724718296787,0.5100316890789922,0.09224026767589023,0.17893697763358032
sl,17,36996,0.9045385659586263,0.6141119221411192,0.8012162537931139,0.22733661278988054,0.47949799283026706,0.5143430980359596,0.09142861209044356,0.1806529181157116
sl,18,36996,0.9066876564894493,0.65010667479427,0.8027795432267733,0.22733661278988054,0.4810221488701899,0.515765219161839,0.09116088695313401,0.18117311183632728
sl,19,36996,0.9075257323887795,0.6448942042318307,0.8057048194778037,0.22733661278988054,0.4846810305263535,0.5191791562942775,0.09051818727663279,0.18249536966458865
sl,20,36996,0.9071048445435637,0.6431117309778398,0.8048642761482424,0.22733661278988054,0.4832872374733599,0.5178786709805385,0.09076301354554468,0.18190589033729626
sl,21,36996,0.9069865683721006,0.6393315797617206,0.8044986902329578,0.22733661278988054,0.4832662066387706,0.5178590480591441,0.09076670771000728,0.18192394778555485
sl,22,36996,0.8858701326856375,0.6061643835616438,0.7578763230010455,0.22733661278988054,0.42893147928169395,0.46716176929016207,0.10031085670874536,0.1620449585337091
sl,23,36996,0.8867070566711158,0.636269122233774,0.7637484507198993,0.22733661278988054,0.43523417613468407,0.4730425309115932,0.09920375852707058,0.16379250022269928
sl,24,36996,0.8900906571820814,0.6500291885580852,0.7764968553940743,0.22733661278988054,0.4489030140099013,0.48579630585287215,0.09680276322137357,0.16790099081798132
sl,25,36996,0.8951785142373038,0.6274633454201481,0.7850691559847272,0.22733661278988054,0.4576872613832371,0.49399249012623836,0.09525976908390557,0.17176302713939362
sl,26,36996,0.8939525655151979,0.6255714961374744,0.7808697923689525,0.22733661278988054,0.4537554567903924,0.4903239009346768,0.09595040895077049,0.1704546453026563
