model,pr_auc,roc_auc,f1,efron,ffc,ip,imv,seed
Gaussian,0.4014211079892249,0.7212053751502271,0.40787921679641426,-0.4118482434157882,0.05968662666301383,0.22464295574910267,-0.3528734531906021,674034996396
KNeighbors,0.5940814571667827,0.8124066998589666,0.5232506314069232,0.22653241052147954,0.48485829010222814,0.22464295574910267,-0.3528734531906021,674034996396
Bagging,0.7994351867819182,0.9105266241653408,0.7135531135531136,0.4937021183578597,0.6627975625422184,0.22464295574910267,-0.3528734531906021,674034996396
RandomForest,0.8075723341988477,0.9127497105181918,0.7008495145631068,0.4958491577010674,0.6642275248748657,0.22464295574910267,-0.3528734531906021,674034996396
ExtraTrees,0.8419450767037204,0.9267512917249554,0.7233532934131738,0.5441308716270499,0.6963839138521913,0.22464295574910267,-0.3528734531906021,674034996396
sl,0.8830783332994385,0.9475808618143057,0.6505477153853745,0.611039285573935,0.7409459811398259,0.22464295574910267,0.21733904555274403,674034996396
XGB,0.6745139739180229,0.8635750646028432,0.5726735138499844,0.3428623008788909,0.5623358462999483,0.22464295574910267,0.13903259088097247,940177685049
LGB,0.6300338029722714,0.840904257840648,0.5224476753474996,0.2926662876776549,0.5289045035749484,0.22464295574910267,0.12219807409196094,940177685049
SGD,0.5280891120144573,0.7651543248273671,0.47222222222222227,-0.06278299405432874,0.29216963159821663,0.22464295574910267,-0.35287345985909885,940177685049
DecisionTree,0.737333395465077,0.8099512002434717,0.7043189368770765,0.2285327577356483,0.4861905531450673,0.22464295574910267,-0.3528734531906021,940177685049
AdaBoost,0.581371866341897,0.8163074023077481,0.4802855752068798,-0.381784288796688,0.07970969834622932,0.22464295574910267,-0.24258155621609132,940177685049
LogisticRegression,0.5833213373898634,0.8142911821111762,0.4669677203545743,0.24650525683835678,0.4981605232444577,0.22464295574910267,0.10518778890196195,940177685049
SVC,0.5615123228927625,0.7757259653955706,0.3362273086029992,0.19155704503393056,0.46156414070716056,0.22464295574910267,0.07710647726678452,940177685049
Gaussian,0.4014211079892249,0.7212053751502271,0.40787921679641426,-0.4118482434157882,0.05968662666301383,0.22464295574910267,-0.3528734531906021,940177685049
KNeighbors,0.5940814571667827,0.8124066998589666,0.5232506314069232,0.22653241052147954,0.48485829010222814,0.22464295574910267,-0.3528734531906021,940177685049
Bagging,0.8083770153974783,0.9103442020114837,0.7191800878477307,0.5006499910150719,0.6674249561776795,0.22464295574910267,-0.3528734531906021,940177685049
RandomForest,0.8040040046534769,0.9109869992269293,0.6975903614457831,0.4901748394368758,0.6604483387100122,0.22464295574910267,-0.3528734531906021,940177685049
ExtraTrees,0.8404288330830358,0.9229225253200426,0.7261012885825593,0.5389099653980698,0.6929067073103814,0.22464295574910267,-0.3528734531906021,940177685049
sl,0.8828137541488814,0.9465411033710309,0.7477439955574066,0.6112577797322738,0.7410915017225372,0.22464295574910267,0.2169485227546036,940177685049
XGB,0.6745139739180229,0.8635750646028432,0.5726735138499844,0.3428623008788909,0.5623358462999483,0.22464295574910267,0.13903259088097247,688797124185
LGB,0.6300338029722714,0.840904257840648,0.5224476753474996,0.2926662876776549,0.5289045035749484,0.22464295574910267,0.12219807409196094,688797124185
SGD,0.5329475215109489,0.7699351968409915,0.5353627832455939,-0.24205119532286523,0.1727741598447925,0.22464295574910267,-0.3528734531906021,688797124185
DecisionTree,0.738820219023816,0.8109362623027327,0.7059575556123753,0.2332002345687083,0.48929916691169173,0.22464295574910267,-0.3528734531906021,688797124185
AdaBoost,0.581371866341897,0.8163074023077481,0.4802855752068798,-0.381784288796688,0.07970969834622932,0.22464295574910267,-0.24258155621609132,688797124185
LogisticRegression,0.5833213373898634,0.8142911821111762,0.4669677203545743,0.24650525683835678,0.4981605232444577,0.22464295574910267,0.10518778890196195,688797124185
SVC,0.5615201678226042,0.775727253977168,0.3362273086029992,0.19165887193481224,0.46163195904182297,0.22464295574910267,0.07711458940718778,688797124185
Gaussian,0.4014211079892249,0.7212053751502271,0.40787921679641426,-0.4118482434157882,0.05968662666301383,0.22464295574910267,-0.3528734531906021,688797124185
KNeighbors,0.5940814571667827,0.8124066998589666,0.5232506314069232,0.22653241052147954,0.48485829010222814,0.22464295574910267,-0.3528734531906021,688797124185
Bagging,0.8043834500074778,0.9101031396329666,0.7203166226912928,0.4988930193786272,0.6662547851383858,0.22464295574910267,-0.3528734531906021,688797124185
RandomForest,0.8045770273203541,0.9101846619429608,0.704038577456299,0.49351541928453735,0.6626732179915535,0.22464295574910267,-0.3528734531906021,688797124185
ExtraTrees,0.8448644722404361,0.9268110057676131,0.7301161751563896,0.5454944416447081,0.6972920731597265,0.22464295574910267,-0.3528734531906021,688797124185
sl,0.8844315988056652,0.9479206764006901,0.6503116830886788,0.6145598854859812,0.7432907566459077,0.22464295574910267,0.21780377145156607,688797124185
XGB,0.6745139739180229,0.8635750646028432,0.5726735138499844,0.3428623008788909,0.5623358462999483,0.22464295574910267,0.13903259088097247,779269409664
LGB,0.6300338029722714,0.840904257840648,0.5224476753474996,0.2926662876776549,0.5289045035749484,0.22464295574910267,0.12219807409196094,779269409664
SGD,0.5301873639847102,0.7675029209801936,0.49546044098573283,-0.11180941529639976,0.2595172557102543,0.22464295574910267,-0.3528734531906021,779269409664
DecisionTree,0.7398226247755892,0.8117848518564595,0.7071300792231026,0.2358673641875998,0.4910755176354772,0.22464295574910267,-0.3528734531906021,779269409664
AdaBoost,0.581371866341897,0.8163074023077481,0.4802855752068798,-0.381784288796688,0.07970969834622932,0.22464295574910267,-0.24258155621609132,779269409664
LogisticRegression,0.5833213373898634,0.8142911821111762,0.4669677203545743,0.24650525683835678,0.4981605232444577,0.22464295574910267,0.10518778890196195,779269409664
SVC,0.5615174532944238,0.7757265413524967,0.3362273086029992,0.19149727795743532,0.4615243348841368,0.22464295574910267,0.07710310298543435,779269409664
Gaussian,0.4014211079892249,0.7212053751502271,0.40787921679641426,-0.4118482434157882,0.05968662666301383,0.22464295574910267,-0.3528734531906021,779269409664
KNeighbors,0.5940814571667827,0.8124066998589666,0.5232506314069232,0.22653241052147954,0.48485829010222814,0.22464295574910267,-0.3528734531906021,779269409664
Bagging,0.8079529217847018,0.9140946773223775,0.7177230046948359,0.5026270008450753,0.6687416761516853,0.22464295574910267,-0.3528734531906021,779269409664
RandomForest,0.80561753495656,0.909723584018683,0.6964856230031948,0.49048489325507194,0.6606548394816523,0.22464295574910267,-0.3528734531906021,779269409664
ExtraTrees,0.8436710870980187,0.9240017514557263,0.7351543942992874,0.544017518618247,0.6963084189464304,0.22464295574910267,-0.3528734531906021,779269409664
sl,0.883113787302514,0.9463154161138456,0.7560631697687534,0.6129577004391664,0.7422236759358483,0.22464295574910267,0.21696288728794227,779269409664
XGB,0.6745139739180229,0.8635750646028432,0.5726735138499844,0.3428623008788909,0.5623358462999483,0.22464295574910267,0.13903259088097247,206243973551
LGB,0.6300338029722714,0.840904257840648,0.5224476753474996,0.2926662876776549,0.5289045035749484,0.22464295574910267,0.12219807409196094,206243973551
SGD,0.5275328036554299,0.765409405411746,0.45761369038187294,-0.06762424886710683,0.28894527893466593,0.22464295574910267,-0.35287345985909885,206243973551
DecisionTree,0.7425652892332373,0.8133004581024722,0.7100409836065574,0.24520231785371982,0.4972927451687261,0.22464295574910267,-0.3528734531906021,206243973551
AdaBoost,0.581371866341897,0.8163074023077481,0.4802855752068798,-0.38178428879668735,0.07970969834622976,0.22464295574910267,-0.24258155621608743,206243973551
LogisticRegression,0.5833213373898634,0.8142911821111762,0.4669677203545743,0.24650525683835678,0.4981605232444577,0.22464295574910267,0.10518778890196195,206243973551
SVC,0.5615195988908609,0.7757270587375321,0.3362273086029992,0.19161082108076855,0.46159995640919704,0.22464295574910267,0.07711138682028479,206243973551
Gaussian,0.4014211079892249,0.7212053751502271,0.40787921679641426,-0.4118482434157882,0.05968662666301383,0.22464295574910267,-0.3528734531906021,206243973551
KNeighbors,0.5940814571667827,0.8124066998589666,0.5232506314069232,0.22653241052147954,0.48485829010222814,0.22464295574910267,-0.3528734531906021,206243973551
Bagging,0.8107435244456876,0.9130883634287423,0.7152941176470589,0.5022736061705722,0.6685063096807838,0.22464295574910267,-0.3528734531906021,206243973551
RandomForest,0.8008139452873978,0.9105252184399619,0.6992709599027946,0.48724766468014247,0.6584987937906577,0.22464295574910267,-0.3528734531906021,206243973551
ExtraTrees,0.8453271333655668,0.9239362680818259,0.739791356184799,0.5486616580671417,0.6994014896442218,0.22464295574910267,-0.3528734531906021,206243973551
sl,0.8844450683246264,0.9483976858792621,0.7409852717115287,0.6151036054233505,0.7436528827673536,0.22464295574910267,0.21802740180967864,206243973551
