model,var_num,train_subset_size,test_auc_score,test_f1_score,test_pr_auc,test_pr_no_skill,test_efron_r2,test_ffc_r2,test_briern_r2,test_imv_r2
sl,1,17075,0.6175619848748636,0.08436363636363636,0.3499080375825099,0.22464295574910267,0.04492124669417463,0.36390236804013076,0.04492124669417463,0.020670821440239587
sl,2,17075,0.637612275481252,0.11929824561403508,0.3699217968016783,0.22464295574910267,0.060721523846465675,0.37442560379016077,0.060721523846465675,0.02887502021599091
sl,3,17075,0.6411128635820835,0.16702726092600606,0.3768348758457204,0.22464295574910267,0.06314433671801212,0.376039235676472,0.06314433671801212,0.031223968882645434
sl,4,17075,0.6432732389638648,0.17162719965240059,0.37835440045656427,0.22464295574910267,0.06420169084034366,0.3767434503300071,0.06420169084034366,0.03140516553179737
sl,5,17075,0.6395162914590391,0.09077946768060836,0.3665403975915166,0.22464295574910267,0.05502194639664193,0.37062959460614764,0.05502194639664193,0.02635991193477598
sl,6,17075,0.6788291197886539,0.05518269947800149,0.39968358373602986,0.22464295574910267,0.08137944572438771,0.3881841081462414,0.08137944572438771,0.03837322044731965
sl,7,17075,0.6736573194519514,0.09254375449532487,0.3965916492244451,0.22464295574910267,0.07597737917578606,0.38458624595177704,0.07597737917578606,0.03615466480654605
sl,8,17075,0.7044511884119498,0.14828209764918626,0.446959750135963,0.22464295574910267,0.10958230236854472,0.4069676589934954,0.10958230236854472,0.049596739513581754
sl,9,17075,0.712614870216014,0.024716267339218157,0.4601467316640074,0.22464295574910267,0.11977003168475309,0.41375284866571627,0.11977003168475309,0.05370349222620252
sl,10,17075,0.7284922162252415,0.05208333333333333,0.4931359735510563,0.22464295574910267,0.14400048803914278,0.42989071777335297,0.14400048803914278,0.06298347062281472
sl,11,17075,0.7454505162409311,0.04547726136931534,0.5219823761428113,0.22464295574910267,0.169964058340915,0.4471828683201179,0.169964058340915,0.07221778594768856
sl,12,17075,0.8973146603802629,0.46922544951590595,0.7501030524515928,0.22464295574910267,0.44297966460880667,0.6290156020438937,0.44297966460880667,0.16646136497937075
sl,13,17075,0.9004987064593158,0.45657214196540036,0.7672225643095749,0.22464295574910267,0.45454444624438994,0.6367179304509124,0.45454444624438994,0.16952039581220205
sl,14,17075,0.895876486173871,0.6092964824120604,0.7643212419366618,0.22464295574910267,0.4516393536044807,0.6347830925723876,0.4516393536044807,0.16694871523682867
sl,15,17075,0.9082463423611361,0.6113242289396961,0.7731871700821992,0.22464295574910267,0.4730538837362087,0.6490455100528063,0.4730538837362087,0.17518746616530342
sl,16,17075,0.9025003520170638,0.594467885607126,0.7722334560983395,0.22464295574910267,0.4742788783612617,0.6498613759460248,0.4742788783612617,0.1727270114907396
sl,17,17075,0.9251977894656033,0.6565955458651301,0.8353947024761859,0.22464295574910267,0.5465058396676594,0.6979656803205407,0.5465058396676594,0.194978150066005
sl,18,17075,0.9288422203682267,0.7001477104874446,0.8383616366155471,0.22464295574910267,0.5548693628677921,0.7035359197212514,0.5548693628677921,0.1977586632353886
sl,19,17075,0.9306179639051895,0.6880747776270165,0.8500210897161582,0.22464295574910267,0.5654820483319948,0.7106041369432847,0.5654820483319948,0.20029912971621258
sl,20,17075,0.9365556307618632,0.6904117823865344,0.8612198536476554,0.22464295574910267,0.5797108175377486,0.7200807234196936,0.5797108175377486,0.20581140282192462
sl,21,17075,0.9397120211464831,0.7160006078103631,0.8688777157009657,0.22464295574910267,0.5896545292287729,0.7267033934745544,0.5896545292287729,0.20896129838495328
sl,22,17075,0.9416280345998997,0.7132530120481929,0.8730248676598327,0.22464295574910267,0.5954347105551416,0.7305530861216533,0.5954347105551416,0.21144498167313233
sl,23,17075,0.9431452027630001,0.713953488372093,0.8740544585928868,0.22464295574910267,0.5958813403095939,0.7308505486378978,0.5958813403095939,0.21199664443562033
sl,24,17075,0.9427336766583284,0.7442389758179232,0.8744469760935687,0.22464295574910267,0.6003528174948476,0.7338286235234057,0.6003528174948476,0.21207795939805002
sl,25,17075,0.9468425631309315,0.7471248441180546,0.8818768011323243,0.22464295574910267,0.6097902242648734,0.7401140864524854,0.6097902242648734,0.21591612856193598
sl,26,17075,0.947089687700145,0.7523121387283238,0.8833343505393864,0.22464295574910267,0.6131932931364548,0.7423805844173043,0.6131932931364548,0.21657839340277885
sl,1,45533,0.6176596339787878,0.02434077079107505,0.3447827393375768,0.22464295574910267,0.045130324940487854,0.3640416174757546,0.045130324940487854,0.02128534418653865
sl,2,45533,0.6367600642322784,0.11695906432748539,0.3678769523125624,0.22464295574910267,0.05999409075369466,0.37394112178685035,0.05999409075369466,0.029509709106946013
sl,3,45533,0.6333037174329549,0.21413522313733005,0.3767976529433624,0.22464295574910267,0.062312260908955364,0.3754850599606788,0.062312260908955364,0.02969301726561746
sl,4,45533,0.6438989624731457,0.18564146134239592,0.37988778035019183,0.22464295574910267,0.06598441440939007,0.377930772565775,0.06598441440939007,0.03225684526344444
sl,5,45533,0.6401872129440441,0.10873605947955389,0.365858110758021,0.22464295574910267,0.055611668538353975,0.37102235892695246,0.055611668538353975,0.02685302772977847
sl,6,45533,0.6744792295094244,0.05190915897179935,0.3926357241460484,0.22464295574910267,0.07719542988208261,0.38539748708472077,0.07719542988208261,0.03696683153571761
sl,7,45533,0.6803976164520475,0.07134190730405242,0.40227250698886075,0.22464295574910267,0.08144878426448932,0.38823028871617815,0.08144878426448932,0.038428139272866466
sl,8,45533,0.7100872002690871,0.11778674899073854,0.4577298471510693,0.22464295574910267,0.1169076368709,0.41184644821808414,0.1169076368709,0.052518141251487155
sl,9,45533,0.7130661568725485,0.11023622047244094,0.4585137219419851,0.22464295574910267,0.11828574563403615,0.41276429056122055,0.11828574563403615,0.053468910431654644
