model,var_num,train_subset_size,test_auc_score,test_f1_score,test_pr_auc,test_pr_no_skill,test_efron_r2,test_ffc_r2,test_briern_r2,test_imv_r2
sl,1,22766,0.5843807061224104,0.0010298661174047373,0.29661196435824605,0.2225778112449799,0.009375410641292437,0.011541199800533142,0.009375410641292437,-0.0002887945810988516
sl,2,22766,0.5855250349147041,0.05075646656905807,0.306014235759729,0.2225778112449799,0.017543992095130467,0.01969192239507256,0.017543992095130467,0.0076597297810944865
sl,3,22766,0.5962322694100803,0.06584955539533767,0.31850283713188543,0.2225778112449799,0.01954421351370228,0.021687770756574132,0.01954421351370228,0.009182568857915178
sl,4,22766,0.6054885415029095,0.131538962448448,0.31753990569987256,0.2225778112449799,0.023241367517965128,0.025376841722975274,0.023241367517965128,0.01130075162976669
sl,5,22766,0.5971362484485282,0.00864260294865277,0.2989304222559045,0.2225778112449799,0.013982377003224578,0.016138094014134907,0.013982377003224578,0.0070072414723801645
sl,6,22766,0.6301429439185079,0.0015424164524421593,0.3200848681043966,0.2225778112449799,0.029650214903731098,0.03177167753226684,0.029650214903731098,0.014667151439211377
sl,7,22766,0.642622729782799,0.017163048965169108,0.33839084914073575,0.2225778112449799,0.0392178753626109,0.041318420344316764,0.0392178753626109,0.017830816144907023
sl,8,22766,0.6484160657385911,0.019627579265223957,0.3416029730935031,0.2225778112449799,0.045147051256338555,0.04723463336087408,0.045147051256338555,0.022294929951936826
sl,9,22766,0.6493500726330493,0.007155635062611807,0.3481719419656736,0.2225778112449799,0.04802731562404905,0.05010860064550149,0.04802731562404905,0.02355063671518079
sl,10,22766,0.6568079143432174,0.02508151492350138,0.35692128460355005,0.2225778112449799,0.053826086833761555,0.05589469408004277,0.053826086833761555,0.026022593741299272
sl,11,22766,0.6588944305707158,0.029970029970029972,0.3584149710641085,0.2225778112449799,0.05371083593533044,0.05577969515309411,0.05371083593533044,0.02554873138651844
sl,12,22766,0.8187006790512635,0.39118457300275483,0.5842129121154761,0.2225778112449799,0.2504086907541393,0.252047512108732,0.2504086907541393,0.10704715673120149
sl,13,22766,0.8210067617733601,0.4504258943781942,0.5933255285770148,0.2225778112449799,0.2612190272203553,0.2628342140823483,0.2612190272203553,0.10946458897240215
sl,14,22766,0.8225916585661741,0.4661228566672216,0.5955893161569994,0.2225778112449799,0.26193303696986237,0.26354666280198424,0.26193303696986237,0.11020286833091761
sl,15,22766,0.8279138227085094,0.5090455396132253,0.6046624769918589,0.2225778112449799,0.26995443311932776,0.27155052188139406,0.26995443311932776,0.11385892454902982
sl,16,22766,0.8289997748496518,0.4793524942186984,0.6020197695593081,0.2225778112449799,0.2691617731556959,0.27075959489953405,0.2691617731556959,0.11405954104750898
sl,17,22766,0.8420738115939076,0.5471045808124461,0.6467763834766435,0.2225778112449799,0.30856807660032093,0.3100797448752033,0.30856807660032093,0.12538581701609308
sl,18,22766,0.8372843978462101,0.47421228656926595,0.6380401872683685,0.2225778112449799,0.3001650518571578,0.3016950915515356,0.3001650518571578,0.12193966358529659
sl,19,22766,0.8441958711971321,0.5028192371475954,0.6469059540180605,0.2225778112449799,0.3130092137160585,0.31451117239285165,0.3130092137160585,0.12653026709520376
sl,20,22766,0.8495669721542204,0.5371035775660052,0.672157445213905,0.2225778112449799,0.3294915459598542,0.33095746953629146,0.3294915459598542,0.13183383193014747
sl,21,22766,0.8511793977357045,0.5290885585003233,0.6802004810268111,0.2225778112449799,0.3390439202085477,0.3404889595581899,0.3390439202085477,0.13377652372304055
sl,22,22766,0.8545284896410146,0.5519563822963439,0.6910699271637313,0.2225778112449799,0.3471198587920197,0.34854724182621943,0.3471198587920197,0.1367965678176145
sl,23,22766,0.8561934346845713,0.5405191724864935,0.6986267524127161,0.2225778112449799,0.35418242848831416,0.3555943707217818,0.35418242848831416,0.13912881882964487
sl,24,22766,0.8539067978302162,0.5978217022993143,0.6870159365370259,0.2225778112449799,0.343436906243917,0.34487234126752664,0.343436906243917,0.13579103216561475
sl,25,22766,0.8572295909565625,0.5788914198936977,0.7017770891075289,0.2225778112449799,0.3561730261767777,0.3575806163934063,0.3561730261767777,0.13955194751245387
sl,26,22766,0.8572946838511909,0.576416539050536,0.7031492917977951,0.2225778112449799,0.35755374677668383,0.35895831834251446,0.35755374677668383,0.13985924996885363
sl,1,25612,0.5925800582079641,0.056949806949806954,0.3047232034969985,0.22400713966979027,0.01727849685928251,0.017622891052329615,0.01727849685928251,0.006045123826946407
sl,2,25612,0.5896237689262375,0.06878306878306878,0.31535300312310366,0.22400713966979027,0.01717390347015979,0.01751833431790073,0.01717390347015979,0.005819896347396246
sl,3,25612,0.5984609200925561,0.20393029291805712,0.31512932542208283,0.22400713966979027,0.01786238649399441,0.01820657606325038,0.01786238649399441,0.008852543522286666
sl,4,25612,0.6127943208226116,0.09913202375513934,0.32368029131790477,0.22400713966979027,0.026629306768666816,0.02697042397568805,0.026629306768666816,0.012623909683987064
sl,5,25612,0.5977270143009908,0.0020554984583761563,0.3024992455373827,0.22400713966979027,0.017404404640890103,0.017748754709626557,0.017404404640890103,0.008803839181955764
sl,6,25612,0.6371821723252189,0.010708822029576745,0.32887498436978085,0.22400713966979027,0.03729044846137097,0.03762782947733656,0.03729044846137097,0.018111647983349716
sl,7,25612,0.6437022390159547,0.010183299389002037,0.3408966070371722,0.22400713966979027,0.043864144470067146,0.044199221737997285,0.043864144470067146,0.021137797398188492
sl,8,25612,0.6585806609517681,0.05647517039922103,0.35822631491966195,0.22400713966979027,0.055752279093484125,0.056083190171382524,0.055752279093484125,0.02686908769293155
sl,9,25612,0.6559284769270095,0.013688212927756653,0.35259223630431147,0.22400713966979027,0.052333711624736656,0.05266582073766424,0.052333711624736656,0.02477940090069859
sl,10,25612,0.6630441904611069,0.02,0.3701904700593141,0.22400713966979027,0.06191046037248438,0.06223921331924842,0.06191046037248438,0.028674220570662507
sl,11,25612,0.6719195890721096,0.00815494393476045,0.3708464880220709,0.22400713966979027,0.06625002578311245,0.06657725793164126,0.06625002578311245,0.031026963627809483
sl,12,25612,0.8226948134278325,0.32613814756671905,0.6018303750176248,0.22400713966979027,0.2661910706075271,0.2664482335303707,0.2661910706075271,0.11082880467531314
sl,13,25612,0.8276968919489969,0.4325088339222614,0.6061890145672852,0.22400713966979027,0.27187889939063237,0.2721340690171069,0.27187889939063237,0.11386572300077757
sl,14,25612,0.8292040247948089,0.4814569536423841,0.6110670956839358,0.22400713966979027,0.27820668416016847,0.2784596362180618,0.27820668416016847,0.11552922900755568
sl,15,25612,0.8328272136250401,0.524903071875932,0.6125145068670595,0.22400713966979027,0.27974899670093634,0.28000140825627506,0.27974899670093634,0.11683384832785279
sl,16,25612,0.8337492230438687,0.5210656753407683,0.6179485069349326,0.22400713966979027,0.2853551278604247,0.28560557475028026,0.2853551278604247,0.1179381459806528
sl,17,25612,0.8484667870436166,0.5597770280181897,0.657509367286206,0.22400713966979027,0.3230152061390399,0.3232524550758361,0.3230152061390399,0.12995751835280142
sl,18,25612,0.846209055417365,0.496165388462821,0.6550684628760024,0.22400713966979027,0.32039721514884845,0.32063538155910143,0.32039721514884845,0.12862339350722882
sl,19,25612,0.8517669421341739,0.5558349356604052,0.6734704533732193,0.22400713966979027,0.33682618518356267,0.3370585940705909,0.33682618518356267,0.13349210135101056
sl,20,25612,0.8583976413646252,0.5729679802955666,0.6924179342482825,0.22400713966979027,0.35364563136247473,0.3538721458841352,0.35364563136247473,0.1391089028933431
sl,21,25612,0.8611218590530707,0.5511734028683181,0.7045217967348727,0.22400713966979027,0.3642208154831249,0.36444362393751206,0.3642208154831249,0.14205754544877683
sl,22,25612,0.8616328109423538,0.5842931937172775,0.7120809178058009,0.22400713966979027,0.3687408751114677,0.36896209951352343,0.3687408751114677,0.14344910576830516
sl,23,25612,0.8646967260734021,0.570889063729347,0.7173275509712813,0.22400713966979027,0.3746319923749758,0.37485115223833,0.3746319923749758,0.14541152316257572
sl,24,25612,0.8638220525043114,0.5958564341990079,0.7148298453186148,0.22400713966979027,0.37285159606029106,0.37307137986252326,0.37285159606029106,0.1449788024435622
sl,25,25612,0.8653480650229208,0.5882536707278976,0.7215091611945363,0.22400713966979027,0.37694214535801773,0.3771604956295701,0.37694214535801773,0.14702849583463717
sl,26,25612,0.8674804332789239,0.5857970131057605,0.7246629157189745,0.22400713966979027,0.38096320670371864,0.3811801477966045,0.38096320670371864,0.14833851864816597
