model,var_num,train_subset_size,test_auc_score,test_f1_score,test_pr_auc,test_pr_no_skill,test_efron_r2,test_ffc_r2,test_briern_r2,test_imv_r2
sl,1,28458,0.6843191802559311,0.09073634204275534,0.37547286526171,0.22733661278988054,0.06969165560125112,0.0765331460569193,0.16341301200169897,0.03652491451918295
sl,2,28458,0.7295736388068297,0.4031298904538342,0.4666389003979965,0.22733661278988054,0.13735692058227678,0.1437008004690027,0.15152729171872248,0.06082755957268013
sl,3,28458,0.7378638261330127,0.4182967198314776,0.46760093221989824,0.22733661278988054,0.13787457879533627,0.1442146518219547,0.15143636263236873,0.06090399308164238
sl,4,28458,0.7626558627299797,0.3622103386809269,0.5220969806349687,0.22733661278988054,0.18166598152602098,0.18768401244087496,0.14374419791828616,0.07812487333329253
sl,5,28458,0.779593545440112,0.37945640663607483,0.5773794709678663,0.22733661278988054,0.22423253569073343,0.22993753203398326,0.13626718358377035,0.09146409429387374
sl,6,28458,0.8135064456803893,0.39500094679038067,0.6508474580712498,0.22733661278988054,0.2933880167668922,0.2985844434874053,0.1241196998735331,0.11988926201140135
sl,7,28458,0.8158992343248148,0.47361299052774025,0.6513055424173183,0.22733661278988054,0.29623127511396685,0.3014067925037601,0.12362026824616794,0.1212185368691247
sl,8,28458,0.8166692008771415,0.467280163599182,0.6498013860035718,0.22733661278988054,0.29378082509884407,0.2989743631056634,0.12405070125275312,0.1204446158549236
sl,9,28458,0.8236739402021604,0.19734174363595403,0.659757405880912,0.22733661278988054,0.3057524965596241,0.3108579948573186,0.12194782116586621,0.1262055556326324
sl,10,28458,0.8239365472745055,0.25714890912942173,0.6612821877738311,0.22733661278988054,0.30652268587054654,0.3116225201936551,0.1218125338110154,0.12682919981386048
sl,11,28458,0.8284079254172094,0.42805550275613,0.6665285968284799,0.22733661278988054,0.3118899220204677,0.3169502856722509,0.12086975367724172,0.12927521467368336
sl,12,28458,0.8813502472553798,0.556764106050306,0.7542352623554266,0.22733661278988054,0.4151572594652434,0.41945819479655155,0.10273036284532033,0.16097192954621237
sl,13,28458,0.8839312761948139,0.5717990275526743,0.7582768125496512,0.22733661278988054,0.4194871608931642,0.423756254115916,0.1019697954073659,0.16308005902567455
sl,14,28458,0.8864537527674242,0.5750122169734485,0.7592935133658221,0.22733661278988054,0.42148364027433105,0.4257380513815098,0.10161910446598063,0.1641709164438725
sl,15,28458,0.885561380725334,0.585486259667599,0.7594948012270467,0.22733661278988054,0.4214460095450133,0.4257006973886923,0.10162571447959456,0.16402822410496085
sl,16,28458,0.8685926061031755,0.5578809679529103,0.7304014102421712,0.22733661278988054,0.38881370863333475,0.3933083745193241,0.10735773076497955,0.14981698415620112
sl,17,28458,0.8650924572915248,0.5855090375405531,0.7232301391679445,0.22733661278988054,0.38113622727886287,0.385687353386591,0.10870631627458495,0.14735436562850066
sl,18,28458,0.8696469489472561,0.5722150259067357,0.7297175768967076,0.22733661278988054,0.3876152126170157,0.39211869224643336,0.10756825219594159,0.14996843902036505
sl,19,28458,0.8681984270401585,0.5653605531774778,0.7251802677608532,0.22733661278988054,0.3823419775120326,0.386884236528799,0.10849452060650315,0.14828748796822933
sl,20,28458,0.8646087218074943,0.5265145014587266,0.7244091936624315,0.22733661278988054,0.38124817827446533,0.38579848109422377,0.10868665155858179,0.147162898291625
