,HHID,PN,var1,zero_counts,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12
5308,053493,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5309,053495,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5310,053523,010,9.0,0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0
5311,053523,020,9.0,1,9.0,9.0,0.0,10.0,9.0,9.0,10.0,8.0,9.0,9.0,8.0
5312,053525,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5313,053536,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5314,053546,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5315,053648,010,9.0,0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0
5316,053648,040,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0
5317,053674,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5318,053674,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5319,053683,010,8.0,0,8.0,10.0,9.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
5320,053700,010,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5321,053725,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5322,053725,031,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5323,053730,010,8.0,0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5324,053730,020,8.0,0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0
5325,053764,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5326,053764,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5327,053776,010,9.0,0,11.0,12.0,12.0,12.0,12.0,9.0,12.0,12.0,12.0,12.0,12.0
5328,053776,040,8.0,0,12.0,10.0,9.0,12.0,8.0,9.0,12.0,10.0,12.0,11.0,8.0
5329,053780,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330,053782,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5331,053782,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5332,053788,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5333,053788,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5334,053813,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5335,053820,020,8.0,0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0
5336,053828,020,8.0,0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0
5337,053828,030,8.0,0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,10.0,8.0,9.0,8.0
5338,053833,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5339,053833,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5340,053839,010,8.0,0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,11.0,8.0,8.0,8.0
5341,053846,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5342,053853,020,8.0,0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5343,053853,030,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5344,053856,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5345,053856,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5346,053871,010,8.0,0,9.0,8.0,9.0,9.0,8.0,9.0,10.0,9.0,8.0,9.0,8.0
5347,053871,011,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0
5348,053871,020,8.0,0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
5349,053871,021,9.0,0,10.0,8.0,9.0,9.0,9.0,8.0,10.0,9.0,8.0,8.0,8.0
5350,053874,010,8.0,0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0
5351,053876,010,9.0,0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0
5352,053876,040,8.0,0,9.0,10.0,10.0,10.0,8.0,8.0,10.0,9.0,8.0,10.0,8.0
5353,053879,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5354,053879,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5355,053881,010,9.0,0,10.0,8.0,10.0,10.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0
5356,053882,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5357,053882,011,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5358,053889,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5359,053889,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5360,053892,010,9.0,0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0
5361,053898,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5362,053901,020,8.0,0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0
5363,053901,030,10.0,0,9.0,9.0,9.0,10.0,9.0,8.0,11.0,10.0,8.0,9.0,8.0
5364,053910,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5365,053926,010,11.0,0,10.0,10.0,9.0,10.0,12.0,11.0,11.0,9.0,9.0,9.0,11.0
5366,053940,010,9.0,0,9.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0
5367,053949,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5368,053969,020,9.0,0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
5369,054000,010,8.0,0,8.0,10.0,10.0,11.0,8.0,8.0,12.0,9.0,11.0,8.0,8.0
5370,054000,011,8.0,0,9.0,9.0,9.0,9.0,8.0,9.0,10.0,9.0,10.0,8.0,8.0
5371,054008,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5372,054017,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5373,054017,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5374,054053,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5375,054053,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5376,054071,031,11.0,0,8.0,12.0,12.0,9.0,12.0,11.0,9.0,12.0,9.0,9.0,8.0
5377,054078,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5378,054082,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5379,054082,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5380,054092,010,9.0,0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0
5381,054098,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5382,054098,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5383,054111,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5384,054111,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5385,054113,010,9.0,0,8.0,10.0,9.0,10.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0
5386,054113,020,8.0,0,9.0,10.0,9.0,10.0,8.0,9.0,10.0,8.0,9.0,8.0,8.0
5387,054114,020,8.0,0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0
5388,054124,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5389,054124,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5390,054129,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5391,054129,011,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5392,054137,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5393,054154,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5394,054154,020,10.0,0,8.0,12.0,8.0,8.0,8.0,11.0,8.0,10.0,8.0,8.0,8.0
5395,054168,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5396,054168,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5397,054169,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5398,054185,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5399,054185,021,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5400,054188,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5401,054191,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5402,054191,011,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5403,054201,040,10.0,0,9.0,11.0,9.0,10.0,8.0,9.0,11.0,11.0,8.0,9.0,8.0
5404,054212,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5405,054212,041,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5406,054247,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5407,054257,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5408,054271,010,9.0,0,10.0,11.0,12.0,11.0,8.0,8.0,11.0,9.0,11.0,10.0,8.0
5409,054271,020,9.0,0,9.0,10.0,10.0,11.0,8.0,12.0,11.0,8.0,8.0,9.0,8.0
5410,054272,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5411,054272,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5412,054284,020,9.0,0,9.0,8.0,9.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0
5413,054289,020,9.0,0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0
5414,054289,030,8.0,0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
5415,054290,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5416,054290,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5417,054298,010,8.0,0,9.0,8.0,8.0,8.0,8.0,11.0,9.0,8.0,8.0,8.0,8.0
5418,054312,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5419,054312,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5420,054317,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5421,054317,020,8.0,0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0
5422,054336,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5423,054336,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5424,054362,010,9.0,0,10.0,11.0,11.0,10.0,9.0,10.0,10.0,9.0,8.0,11.0,9.0
5425,054362,040,8.0,0,8.0,9.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
5426,054384,010,9.0,0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0
5427,054384,040,9.0,0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,10.0,9.0
5428,054387,010,9.0,0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0
5429,054387,020,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5430,054390,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5431,054390,021,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5432,054395,010,8.0,0,10.0,9.0,8.0,10.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0
5433,054406,010,8.0,0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0
5434,054406,020,8.0,0,8.0,9.0,9.0,9.0,9.0,8.0,11.0,9.0,8.0,9.0,8.0
5435,054441,021,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5436,054441,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5437,054479,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5438,054479,011,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5439,054479,012,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5440,054486,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5441,054486,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5442,054509,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5443,054509,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5444,054509,031,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5445,054514,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5446,054514,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5447,054524,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5448,054534,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5449,054534,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5450,054540,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5451,054540,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5452,054542,020,9.0,1,9.0,0.0,9.0,10.0,8.0,9.0,9.0,11.0,11.0,11.0,9.0
5453,054542,021,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5454,054542,022,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5455,054580,010,8.0,0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0
5456,054580,011,8.0,0,8.0,9.0,10.0,9.0,9.0,8.0,10.0,9.0,9.0,8.0,9.0
5457,054580,012,8.0,0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5458,054586,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5459,054586,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5460,054594,010,9.0,0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0
5461,054594,020,8.0,0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0
5462,054597,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5463,054602,010,9.0,0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,8.0
5464,054616,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5465,054616,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5466,054617,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5467,054617,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5468,054620,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5469,054620,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5470,054629,020,9.0,0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
5471,054629,030,9.0,0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0
5472,054641,010,8.0,0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
5473,054641,020,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0
5474,054650,010,8.0,0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0
5475,054669,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5476,054669,030,8.0,0,8.0,8.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0
5477,054673,010,8.0,0,9.0,8.0,12.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0
5478,054673,011,9.0,0,9.0,8.0,10.0,12.0,8.0,9.0,10.0,8.0,9.0,9.0,9.0
5479,054735,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5480,054741,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5481,054741,041,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5482,054756,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5483,054763,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5484,054763,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5485,054769,010,8.0,0,9.0,8.0,8.0,9.0,8.0,9.0,10.0,9.0,8.0,9.0,8.0
5486,054769,040,8.0,0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0
5487,054772,010,8.0,0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
5488,054772,020,8.0,0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5489,054773,010,8.0,0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0
5490,054773,020,9.0,0,9.0,9.0,9.0,9.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0
5491,054795,010,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5492,054795,011,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5493,054796,010,9.0,0,10.0,8.0,10.0,8.0,8.0,10.0,9.0,11.0,10.0,11.0,10.0
5494,054798,020,9.0,0,12.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0
5495,054798,030,8.0,0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
5496,054818,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5497,054829,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5498,054829,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5499,054831,010,9.0,0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0
5500,054831,020,8.0,0,9.0,10.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0
5501,054859,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5502,054932,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5503,054932,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5504,054963,010,12.0,0,12.0,10.0,12.0,12.0,8.0,12.0,12.0,12.0,8.0,12.0,8.0
5505,054991,040,8.0,0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,8.0,8.0,8.0
5506,054991,041,9.0,0,9.0,11.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,8.0
5507,055000,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5508,055000,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5509,055012,030,8.0,0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0
5510,055012,031,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5511,055032,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5512,055045,010,8.0,1,8.0,9.0,0.0,9.0,10.0,8.0,9.0,9.0,8.0,8.0,10.0
5513,055088,020,9.0,0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
5514,055096,020,9.0,0,10.0,11.0,10.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0,11.0
5515,055120,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5516,055120,011,8.0,0,11.0,9.0,11.0,9.0,11.0,10.0,12.0,8.0,10.0,9.0,8.0
5517,055134,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5518,055134,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5519,055145,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5520,055151,010,10.0,0,9.0,9.0,10.0,10.0,8.0,9.0,10.0,9.0,8.0,9.0,9.0
5521,055151,020,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,8.0,8.0,8.0
5522,055185,010,8.0,1,9.0,8.0,8.0,0.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0
5523,055185,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5524,055185,041,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5525,055197,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5526,055212,010,9.0,0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0
5527,055212,040,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0
5528,055250,010,9.0,0,11.0,12.0,9.0,11.0,9.0,9.0,9.0,11.0,8.0,10.0,9.0
5529,055250,040,9.0,1,9.0,9.0,9.0,12.0,11.0,9.0,9.0,9.0,8.0,9.0,0.0
5530,055266,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5531,055266,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5532,055276,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5533,055292,010,9.0,0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0
5534,055363,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5535,055363,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5536,055369,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5537,055369,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5538,055388,010,8.0,0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0
5539,055394,010,8.0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0
5540,055394,020,8.0,0,12.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
5541,055403,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5542,055403,030,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5543,055439,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5544,055444,010,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5545,055444,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5546,055470,040,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5547,055512,020,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
