,HHID,PN,value
0,000003,010,-0.7014784817785783
1,000003,020,-1.4331236084180567
2,010001,010,0.7618117715003785
3,010003,030,1.4934568981398566
4,010004,010,-1.4331236084180567
5,010004,040,0.03016664486090006
6,010013,010,-0.7014784817785783
7,010013,040,-1.4331236084180567
8,010038,010,-1.4331236084180567
9,010038,040,-0.7014784817785783
10,010050,010,-1.4331236084180567
11,010059,020,-0.33565591845883913
12,010059,030,0.7618117715003785
13,010063,010,0.7618117715003785
14,010075,020,0.7618117715003785
15,010075,030,0.7618117715003785
16,010083,010,0.7618117715003785
17,010083,020,0.7618117715003785
18,010097,040,0.7618117715003785
19,010109,030,-1.4331236084180567
20,010147,010,-1.4331236084180567
21,010196,010,-1.4331236084180567
22,010206,010,0.7618117715003785
23,010210,010,0.7618117715003785
24,010210,020,0.7618117715003785
25,010225,010,-1.4331236084180567
26,010281,010,0.7618117715003785
27,010281,020,0.7618117715003785
28,010299,010,0.7618117715003785
29,010299,012,0.7618117715003785
30,010372,010,0.7618117715003785
31,010394,010,0.7618117715003785
32,010394,040,0.7618117715003785
33,010395,010,0.7618117715003785
34,010395,020,0.7618117715003785
35,010397,010,0.7618117715003785
36,010397,040,0.7618117715003785
37,010404,010,-1.4331236084180567
38,010433,010,0.7618117715003785
39,010451,010,-1.4331236084180567
40,010451,020,0.03016664486090006
41,010453,010,-1.4331236084180567
42,010453,020,-1.4331236084180567
43,010458,020,-0.7014784817785783
44,010458,030,-1.4331236084180567
45,010465,010,0.7618117715003785
46,010475,010,0.7618117715003785
47,010475,011,0.7618117715003785
48,010477,010,0.7618117715003785
49,010477,020,0.7618117715003785
50,010481,010,-1.4331236084180567
51,010481,020,-0.7014784817785783
52,010482,010,0.7618117715003785
53,010533,010,0.7618117715003785
54,010533,011,0.7618117715003785
55,010537,010,-1.4331236084180567
56,010546,010,0.39598920818063926
57,010565,020,0.7618117715003785
58,010568,010,0.7618117715003785
59,010571,010,-1.4331236084180567
60,010577,010,0.7618117715003785
61,010577,011,0.7618117715003785
62,010592,010,0.7618117715003785
63,010600,010,0.7618117715003785
64,010611,010,0.7618117715003785
65,010645,030,0.7618117715003785
66,010645,031,0.7618117715003785
67,010648,010,-0.7014784817785783
68,010648,020,-1.4331236084180567
69,010652,010,-1.4331236084180567
70,010672,030,0.7618117715003785
71,010672,031,0.7618117715003785
72,010707,010,0.7618117715003785
73,010707,020,0.7618117715003785
74,010719,020,0.7618117715003785
75,010719,030,0.7618117715003785
76,010740,010,0.7618117715003785
77,010756,010,0.7618117715003785
78,010756,011,0.7618117715003785
79,010769,010,0.03016664486090006
80,010769,040,-1.4331236084180567
81,010773,020,0.7618117715003785
82,010773,030,0.7618117715003785
83,010775,020,0.7618117715003785
84,010775,030,0.7618117715003785
85,010776,010,0.7618117715003785
86,010818,010,-1.4331236084180567
87,010818,040,-1.4331236084180567
88,010822,010,0.7618117715003785
89,010822,040,0.7618117715003785
90,010893,010,0.7618117715003785
91,010896,010,0.7618117715003785
92,010902,010,-1.4331236084180567
93,010917,010,0.7618117715003785
94,010941,010,-0.7014784817785783
95,010962,010,0.7618117715003785
96,010989,010,-1.4331236084180567
97,010989,020,-1.4331236084180567
98,010994,010,0.7618117715003785
99,011010,010,-1.4331236084180567
100,011067,020,-1.4331236084180567
101,011067,030,-1.4331236084180567
102,011071,010,-1.4331236084180567
103,011071,020,-1.4331236084180567
104,011074,020,0.7618117715003785
105,011141,010,-1.4331236084180567
106,011141,020,-1.4331236084180567
107,011179,010,-1.4331236084180567
108,011179,020,-1.4331236084180567
109,011186,010,-1.0673010450983176
110,011212,010,0.7618117715003785
111,011219,010,0.7618117715003785
112,011230,010,-1.0673010450983176
113,011248,010,-0.7014784817785783
114,011253,010,0.7618117715003785
115,011256,010,0.03016664486090006
116,011256,040,-0.7014784817785783
117,011277,010,-1.0673010450983176
118,011323,010,0.7618117715003785
119,011332,010,0.7618117715003785
120,011332,020,0.7618117715003785
121,011333,020,-1.4331236084180567
122,011333,030,-1.4331236084180567
123,011341,010,-1.4331236084180567
124,011345,010,0.7618117715003785
125,011345,020,0.7618117715003785
126,011347,020,-1.4331236084180567
127,011347,030,-0.7014784817785783
128,011368,010,0.7618117715003785
129,011368,020,0.7618117715003785
130,011377,010,0.7618117715003785
131,011377,040,0.7618117715003785
132,011378,010,-1.4331236084180567
133,011378,020,-1.4331236084180567
134,011379,020,-1.4331236084180567
135,011387,020,-1.4331236084180567
136,011423,010,0.7618117715003785
137,011466,040,0.7618117715003785
138,011467,010,0.7618117715003785
139,011477,010,0.7618117715003785
140,011477,011,0.7618117715003785
141,011479,010,0.7618117715003785
142,011479,040,0.7618117715003785
143,011506,010,0.7618117715003785
144,011563,010,0.7618117715003785
145,011575,010,0.7618117715003785
146,011575,020,-1.4331236084180567
147,011582,020,-1.4331236084180567
148,011590,020,-1.4331236084180567
149,011608,010,-1.4331236084180567
150,011608,040,-1.4331236084180567
151,011611,010,0.7618117715003785
152,011612,010,0.7618117715003785
153,011620,010,-1.4331236084180567
154,011620,040,-1.4331236084180567
155,011626,010,0.7618117715003785
156,011626,011,0.7618117715003785
157,011656,010,0.7618117715003785
158,011667,020,0.7618117715003785
159,011667,030,0.7618117715003785
160,011671,010,0.7618117715003785
161,011671,040,0.7618117715003785
162,011678,010,0.03016664486090006
163,011678,040,0.7618117715003785
164,011678,041,0.7618117715003785
165,011690,010,0.7618117715003785
166,011694,010,0.7618117715003785
167,011694,020,0.7618117715003785
168,011716,010,0.7618117715003785
169,011765,010,-1.4331236084180567
170,011787,010,0.7618117715003785
171,011793,010,-1.4331236084180567
172,011798,010,0.7618117715003785
173,011802,010,-1.4331236084180567
174,011825,010,0.7618117715003785
175,011825,040,0.7618117715003785
176,011841,010,0.03016664486090006
177,011854,010,-1.4331236084180567
178,011854,020,-1.4331236084180567
179,011856,010,-1.4331236084180567
180,011859,010,0.7618117715003785
181,011862,020,-1.4331236084180567
