,hhid,pn,h9atotw
23408,206912,010,
23409,206912,020,
23410,206914,010,
23411,206914,020,
23412,206915,010,
23413,206917,010,-0.21047541919773938
23414,206917,020,-0.21047541919773938
23415,206919,010,
23416,206919,020,
23417,206920,010,
23418,206921,010,
23419,206923,010,
23420,206923,020,
23421,206924,010,
23422,206927,010,
23423,206931,010,
23424,206931,020,
23425,206933,010,
23426,206933,020,
23427,206935,010,
23428,206935,020,
23429,206936,010,
23430,206938,010,
23431,206938,020,
23432,206939,010,
23433,206940,010,
23434,206942,010,
23435,206942,020,1.2947911614967802
23436,206944,010,
23437,206944,020,
23438,206945,010,
23439,206946,010,
23440,206947,010,1.1713022859757212
23441,206948,010,
23442,206950,010,
23443,206950,020,
23444,206952,010,
23445,206952,020,
23446,206954,010,
23447,206954,020,1.960098950008958
23448,206955,010,
23449,206956,010,
23450,206957,010,
23451,206958,010,
23452,206959,010,
23453,206960,010,-0.32078364841850604
23454,206962,010,
23455,206962,020,-0.19039215308050716
23456,206963,010,
23457,206964,010,
23458,206965,010,
23459,206966,010,0.5194704764535598
23460,206968,010,
23461,206968,020,
23462,206969,010,
23463,206970,010,
23464,206971,010,
23465,206973,010,
23466,206973,020,
23467,206974,010,
23468,206976,010,
23469,206976,020,0.8953050057078575
23470,206978,010,
23471,206978,020,-0.025722798980412416
23472,206980,010,
23473,206980,020,
23474,206982,010,
23475,206982,020,
23476,206983,010,
23477,206984,010,
23478,206985,010,
23479,206986,010,
23480,206988,010,
23481,206988,020,
23482,206989,010,
23483,206990,010,
23484,206992,010,
23485,206992,020,
23486,206993,020,
23487,206995,010,
23488,206995,020,
23489,206996,010,
23490,206997,010,
23491,206998,010,
23492,206999,010,
23493,207001,010,
23494,207001,020,
23495,207002,010,
23496,207003,010,
23497,207004,010,
23498,207005,010,
23499,207006,010,
23500,207006,011,0.6599979620977425
23501,207008,010,
23502,207008,020,
23503,207009,010,
23504,207010,010,
23505,207011,010,
23506,207012,010,
23507,207013,010,
23508,207014,010,
23509,207015,010,
23510,207016,010,
23511,207017,010,
23512,207018,010,
23513,207019,010,
23514,207020,010,
23515,207022,010,
23516,207023,010,0.9886641531994116
23517,207024,010,
23518,207026,010,-0.37354208764622154
23519,207026,020,
23520,207028,010,
23521,207028,020,
23522,207030,010,
23523,207030,020,2.315030264775991
23524,207032,010,-0.08564197140038889
23525,207032,020,
23526,207033,010,
23527,207034,010,-0.260238934778999
23528,207035,010,
23529,207036,010,
23530,207037,010,
23531,207039,010,
23532,207039,020,-0.1774279758798955
23533,207040,010,
23534,207041,010,
23535,207042,010,-0.025722798980412416
23536,207043,010,
23537,207045,010,
23538,207045,020,0.7810426437290393
23539,207046,010,0.7479952004111954
23540,207048,010,
23541,207048,020,
23542,207049,010,
23543,207050,010,0.7169518991729518
23544,207052,010,
23545,207052,020,-0.6646809728365758
23546,207054,010,
23547,207054,020,-0.8427357643920733
23548,207056,010,
23549,207056,020,
23550,207057,010,
23551,207059,010,
23552,207059,020,-1.3488118721364986
23553,207060,010,
23554,207061,010,
23555,207063,010,
23556,207063,020,-0.09713540687869941
23557,207064,010,0.5063271104324784
23558,207066,010,1.102926515178229
23559,207066,020,
23560,207067,010,
23561,207067,011,
23562,207068,010,
23563,207070,010,
23564,207070,020,
23565,207071,010,
23566,207073,010,-0.6969038975617395
23567,207073,020,
23568,207074,010,
23569,207075,010,
23570,207077,010,
23571,207077,020,
23572,207079,010,-0.4148039420931552
23573,207079,020,
23574,207081,010,
23575,207081,020,0.022375707725308395
23576,207083,010,
23577,207083,020,
23578,207084,020,0.04619663750091053
23579,207085,010,
23580,207086,010,
23581,207087,010,
23582,207088,010,
23583,207089,010,
23584,207091,010,0.9886641531994116
23585,207091,020,0.9886641531994116
23586,207092,010,
23587,207093,010,
23588,207095,010,
23589,207095,020,
23590,207096,010,
23591,207097,010,
23592,207098,010,
23593,207099,010,
23594,207100,010,
23595,207101,010,
23596,207103,010,
23597,207103,020,
23598,207105,010,
23599,207105,020,
23600,207107,010,
23601,207107,020,0.7709025569780599
23602,207108,010,
23603,207110,010,
23604,207111,010,
23605,207112,010,
23606,207114,010,
23607,207114,020,
23608,207115,010,
23609,207117,010,
23610,207117,020,
23611,207119,010,
23612,207119,020,
23613,207120,010,
23614,207121,010,
23615,207121,011,-0.3344915550856219
23616,207124,010,
23617,207125,010,
23618,207126,010,
23619,207127,010,3.0602212217897065
23620,207129,010,
23621,207129,020,
23622,207130,010,
23623,207132,010,
23624,207132,020,-0.12493409757135372
23625,207134,010,-0.9962739758162976
23626,207134,020,
23627,207136,010,
23628,207136,020,
23629,207138,010,
23630,207138,020,
23631,207139,010,
23632,207141,010,-0.971820954061071
23633,207141,020,-0.971820954061071
23634,207143,010,
23635,207143,020,
23636,207144,010,-0.025722798980412416
23637,207145,010,
23638,207147,010,
23639,207147,020,
23640,207148,010,
23641,207149,010,
23642,207150,010,
23643,207152,010,-0.7664209563079285
23644,207152,020,-0.7664209563079285
23645,207153,010,
23646,207154,010,
23647,207155,010,
23648,207157,010,
23649,207157,020,0.21848981949163443
23650,207158,010,
23651,207159,010,
23652,207160,010,
23653,207161,010,
23654,207162,010,0.08633716111856456
23655,207162,020,
23656,207163,010,1.4578578299452625
23657,207164,010,
23658,207165,010,
23659,207166,010,-0.40982441195080466
23660,207167,010,0.15089695719669902
23661,207168,010,
23662,207170,010,
23663,207170,020,
23664,207171,010,
23665,207172,010,
23666,207174,010,
23667,207174,020,
23668,207175,020,
23669,207177,010,
23670,207177,020,-1.2149191920113105
23671,207179,010,
23672,207179,020,
23673,207180,010,
23674,207180,020,
23675,207181,010,
23676,207182,010,0.306415943625726
23677,207184,010,
23678,207184,020,
23679,207186,010,
23680,207186,020,
23681,207187,010,
23682,207188,010,
23683,207189,010,
23684,207190,010,
23685,207191,010,
23686,207193,010,
23687,207193,020,
23688,207195,010,
23689,207195,020,
23690,207197,010,
23691,207197,020,
23692,207198,010,
23693,207199,010,
23694,207200,010,
23695,207201,010,
23696,207202,010,0.3851248483575094
23697,207203,010,
23698,207205,010,
23699,207205,020,
23700,207206,010,
23701,207207,010,
23702,207209,010,
23703,207209,020,
23704,207210,010,0.5219445616621755
23705,207211,010,
23706,207212,010,
23707,207213,010,
23708,207214,010,
23709,207215,010,
23710,207216,010,
23711,207217,010,
23712,207218,010,
23713,207219,010,
23714,207220,010,
23715,207221,010,
23716,207223,010,0.2871908095110275
23717,207223,011,0.2871908095110275
23718,207223,020,
23719,207224,010,
23720,207226,010,
23721,207226,020,
23722,207227,010,
23723,207228,010,
23724,207230,010,
23725,207230,020,0.7021086092298704
23726,207231,010,
23727,207233,010,
23728,207233,020,
23729,207234,010,
23730,207235,010,
23731,207236,010,
23732,207237,010,
23733,207239,010,
23734,207239,020,
23735,207240,010,
23736,207241,010,
23737,207243,010,
23738,207243,011,
23739,207243,020,
23740,207244,010,
23741,207245,010,
23742,207246,010,
23743,207247,010,0.08401291139289836
23744,207248,010,
23745,207249,010,
23746,207250,010,
23747,207251,010,
23748,207253,010,
23749,207253,020,-0.35716940043019385
23750,207254,010,
23751,207254,020,
23752,207255,010,0.24775822242710097
23753,207256,010,
23754,207258,010,
23755,207258,020,0.39306388564416195
23756,207259,010,
23757,207261,010,-0.04986466743632445
23758,207261,020,
23759,207263,010,
23760,207263,020,0.4218618635142311
23761,207265,010,
23762,207265,020,
23763,207266,010,
23764,207267,010,
23765,207269,010,
23766,207269,020,
23767,207270,010,
23768,207271,010,
23769,207272,010,
23770,207274,010,
23771,207274,020,2.5766024320514704
23772,207275,010,
23773,207276,010,
23774,207277,010,2.8775830890133967
23775,207278,010,
23776,207280,010,
23777,207280,020,-0.21293133588480662
23778,207281,010,-1.4693266713201747
23779,207282,010,-1.2567387959661394
23780,207282,011,
23781,207283,010,
23782,207284,010,
23783,207285,020,1.8811649155097883
23784,207287,010,
23785,207287,020,
23786,207288,010,
23787,207289,010,
23788,207291,010,
23789,207291,020,
23790,207292,010,
23791,207293,010,
23792,207295,010,
23793,207295,020,
23794,207296,010,
23795,207298,010,
23796,207298,020,
23797,207299,010,
23798,207301,010,
23799,207301,020,
23800,207302,010,
23801,207304,010,
23802,207304,020,
23803,207306,010,0.8744017912205934
23804,207306,020,
23805,207307,010,
23806,207308,010,
23807,207309,010,
23808,207310,010,
23809,207311,010,
23810,207312,010,
23811,207313,010,
23812,207314,010,
23813,207316,010,
23814,207316,020,-1.4286209914343286
23815,207317,010,
23816,207318,010,
23817,207319,010,
23818,207320,010,
23819,207321,010,
23820,207322,010,0.8543185251033611
23821,207323,010,
23822,207325,010,
23823,207325,020,
23824,207326,010,
23825,207327,010,
23826,207329,010,
23827,207329,020,
23828,207330,010,
23829,207331,010,
23830,207332,010,
23831,207333,010,
23832,207334,010,
23833,207335,010,-1.0395005212874533
23834,207335,011,-1.0395005212874533
23835,207337,010,
23836,207337,020,
23837,207339,010,
23838,207339,020,
23839,207340,010,2.636914136225181
23840,207341,010,
23841,207342,010,1.6279411380248163
23842,207343,010,
23843,207345,010,-0.6966181776728029
23844,207345,020,-0.6966181776728029
23845,207347,010,
23846,207347,020,-1.1674288298517403
23847,207348,010,
23848,207349,010,
23849,207351,010,
23850,207351,020,
23851,207352,020,-0.3645108544652121
23852,207354,010,
23853,207354,020,
23854,207356,010,-0.22551561652554833
23855,207356,020,
23856,207357,010,
23857,207359,010,-0.15597739880959735
23858,207359,020,
23859,207361,010,
23860,207361,020,
23861,207362,010,-0.7522850476620198
23862,207364,010,
23863,207364,020,
23864,207366,010,0.06862610542117045
23865,207366,020,
23866,207368,010,
23867,207368,020,
23868,207369,010,
23869,207371,010,
23870,207371,020,-0.94432400545878
23871,207372,020,-0.37174853888551407
23872,207374,010,-0.27514508710285296
23873,207374,020,-0.27514508710285296
23874,207376,010,-1.1320462331072785
23875,207376,020,
23876,207377,020,
23877,207378,010,1.2092498398703946
23878,207380,010,
23879,207380,020,0.9886641531994116
23880,207381,010,
23881,207383,010,-0.6386826153390948
23882,207383,011,-0.6386826153390948
23883,207383,020,
23884,207384,010,
23885,207386,010,
23886,207386,020,
23887,207387,010,
23888,207388,010,
23889,207389,010,
23890,207390,010,
23891,207391,010,
23892,207392,010,1.5118084877503706
23893,207394,010,
23894,207394,020,-0.3107626309966689
23895,207395,010,0.03613624223677317
23896,207397,010,
23897,207397,020,
23898,207398,010,
23899,207399,010,
23900,207401,010,
23901,207401,020,
23902,207402,010,
23903,207404,010,-0.49279322051681085
23904,207404,020,
23905,207405,010,
23906,207407,010,-1.0860833160398893
23907,207407,020,-1.0860833160398893
23908,207408,010,
23909,207410,010,
23910,207410,020,
23911,207411,010,
23912,207413,010,4.056639395293314
23913,207413,020,
23914,207415,010,
23915,207415,020,1.5262336007427546
23916,207416,010,
23917,207417,010,
23918,207418,010,
23919,207419,010,
23920,207420,010,
23921,207422,010,
23922,207422,020,0.571150364915729
23923,207423,010,-0.9828333709168392
23924,207424,010,
23925,207425,010,
23926,207427,010,
23927,207427,020,
23928,207428,010,
23929,207430,010,
23930,207430,020,-0.625718438138483
23931,207430,021,-0.625718438138483
23932,207431,010,
23933,207432,010,
23934,207433,010,
23935,207433,011,-1.0609886103644846
23936,207435,010,
23937,207435,020,
23938,207436,010,
23939,207438,010,
23940,207438,020,-0.2729707413827722
23941,207439,010,1.017631434310457
23942,207441,010,
23943,207441,020,2.417065061989849
23944,207443,010,
23945,207443,020,
23946,207445,010,
23947,207445,020,
23948,207447,010,
23949,207447,020,0.4176473734872317
23950,207447,021,0.4176473734872317
23951,207448,010,
23952,207449,010,2.3503585922556396
23953,207450,010,
23954,207452,010,
23955,207452,020,0.36791289846447567
23956,207454,010,
23957,207454,020,
23958,207456,010,
23959,207456,020,
23960,207457,010,
23961,207459,010,
23962,207459,020,1.1713022859757212
23963,207461,010,
23964,207461,020,1.6883866959824982
23965,207463,010,
23966,207463,020,
23967,207463,021,0.33275218147045177
23968,207465,010,
23969,207465,020,
23970,207466,010,
23971,207467,010,
23972,207468,010,
23973,207470,010,
23974,207470,020,-0.33545679127656314
23975,207471,010,
23976,207473,010,
23977,207473,020,
23978,207474,010,
23979,207476,010,
23980,207476,020,0.12655503355179826
23981,207478,010,
23982,207478,020,
23983,207479,010,
23984,207480,010,
23985,207481,010,
23986,207482,010,
23987,207484,010,
23988,207484,020,
23989,207485,010,
23990,207486,010,0.02548852975926151
23991,207487,010,
23992,207488,010,
23993,207488,011,
23994,207490,010,
23995,207490,020,0.10879943116866293
23996,207491,010,
23997,207492,010,
23998,207494,010,
23999,207494,020,
24000,207496,010,
24001,207496,020,
24002,207497,010,
24003,207498,010,
24004,207499,010,2.705289907022673
24005,207500,010,
24006,207501,010,1.1713022859757212
24007,207502,010,
24008,207503,010,-0.12347731807478743
24009,207504,010,
24010,207505,010,
24011,207506,010,-0.13358879905230797
24012,207506,011,-0.13358879905230797
24013,207507,010,
24014,207508,010,
24015,207509,010,
24016,207511,010,
24017,207511,020,-0.42623792125127635
24018,207512,010,
24019,207514,010,
24020,207514,020,-1.1287795065722097
24021,207516,010,-1.5078644804605055
24022,207516,020,
24023,207517,010,
24024,207519,010,
24025,207519,020,
24026,207520,010,-0.5787708000163756
24027,207521,010,0.022375707725308395
24028,207522,010,
24029,207523,010,
24030,207524,010,0.01851110336116782
24031,207526,010,
24032,207526,020,
24033,207527,010,
24034,207528,010,
24035,207530,010,
24036,207530,020,
24037,207531,010,
24038,207532,010,-0.1774279758798955
24039,207534,010,-1.3120383261128759
24040,207534,020,-1.3120383261128759
24041,207535,010,
24042,207536,010,
24043,207538,010,
24044,207538,020,
24045,207539,010,
24046,207540,010,
24047,207541,010,
24048,207542,010,
24049,207544,010,
24050,207544,020,
24051,207545,010,
24052,207546,010,
24053,207547,010,
24054,207548,010,
24055,207550,010,
24056,207550,020,
24057,207551,010,
24058,207552,010,
24059,207553,010,
24060,207555,010,
24061,207555,020,
24062,207556,010,
24063,207557,010,
24064,207559,010,
24065,207559,020,-1.5251015219169402
24066,207562,010,
24067,207562,020,-0.632126408795078
24068,207564,010,
24069,207564,020,
24070,207565,020,-1.3042812630739007
24071,207565,021,-1.3042812630739007
24072,207566,010,
24073,207567,010,
24074,207572,010,-0.07644972716187551
24075,207572,020,
24076,207574,010,-0.5529472957381698
24077,207574,020,-0.5529472957381698
24078,207575,010,
24079,207576,010,3.7017080805262808
24080,207578,010,-0.6375795487610567
24081,207578,020,
24082,207579,010,
24083,207581,010,-0.01139857410729274
24084,207581,020,
24085,207582,010,
24086,207584,010,
24087,207584,020,
24088,207585,010,2.5226517742463628
24089,207587,010,0.2990384301240817
24090,207587,020,0.2990384301240817
24091,207588,010,
24092,207590,010,
24093,207590,020,1.012241304037931
24094,207591,010,
24095,207592,010,
24096,207594,010,-0.9294876247564107
24097,207594,020,-0.9294876247564107
24098,207595,010,
24099,207596,010,
24100,207598,010,
24101,207598,020,0.06524058798001418
24102,207600,010,
24103,207600,020,-1.470881971517978
24104,207601,010,
24105,207603,010,
24106,207603,020,-0.8706097282110982
24107,207605,010,-0.26859415364846895
24108,207605,020,
24109,207606,010,-0.5190583441821762
24110,207608,010,
24111,207608,020,
24112,207609,010,0.33275218147045177
24113,207610,010,
24114,207611,010,-0.48204284006026527
24115,207612,010,
24116,207614,010,
24117,207614,020,
24118,207616,010,
24119,207616,020,
24120,207618,010,
24121,207618,020,
24122,207620,010,
24123,207620,020,2.1677204594793293
24124,207621,020,
24125,207622,010,
24126,207622,020,
24127,207624,010,
24128,207624,020,
24129,207625,010,
24130,207626,010,
24131,207627,010,
24132,207627,011,
24133,207629,010,0.12230726762649576
24134,207629,020,
24135,207631,010,0.224211193512627
24136,207631,020,
24137,207632,010,
24138,207633,010,
24139,207634,010,
24140,207636,010,
24141,207636,020,
24142,207638,010,
24143,207638,020,
24144,207640,010,
24145,207640,020,
24146,207642,010,
24147,207642,020,
24148,207644,010,
24149,207644,020,1.012241304037931
24150,207645,010,
24151,207647,010,
24152,207647,020,-0.34406300474577045
24153,207648,010,
24154,207650,010,0.21848981949163443
24155,207650,020,0.21848981949163443
24156,207652,010,
24157,207652,020,-0.09805609813244066
24158,207654,010,
24159,207654,020,0.3719047063189415
24160,207656,010,1.3435954679664441
24161,207656,020,
24162,207657,010,
24163,207658,010,
24164,207660,010,
24165,207660,020,
24166,207661,010,
24167,207663,010,2.1677204594793293
24168,207663,020,
24169,207665,010,
24170,207665,020,
24171,207667,010,
24172,207667,020,
24173,207668,010,
24174,207669,010,-0.6677138996559823
24175,207671,010,
24176,207671,020,
24177,207673,010,
24178,207673,020,
24179,207675,010,
24180,207675,020,
24181,207677,010,
24182,207677,020,-0.844166093946864
24183,207679,010,
24184,207679,020,
24185,207680,010,
24186,207681,010,
24187,207683,010,
24188,207683,020,
24189,207685,010,2.2819828214581475
24190,207685,020,
24191,207686,010,
24192,207688,010,
24193,207688,020,
24194,207689,010,
24195,207691,010,
24196,207691,020,0.9785240664484322
24197,207692,010,
24198,207693,010,
24199,207695,010,
24200,207695,020,
24201,207697,010,
24202,207697,020,
24203,207699,010,
24204,207699,020,
24205,207701,010,-0.02924210938122788
24206,207701,020,-0.02924210938122788
24207,207702,010,0.5967004905859333
24208,207704,010,
24209,207704,020,-0.5745334045018498
24210,207705,010,-0.4984357861270796
24211,207705,011,
24212,207706,010,
24213,207708,010,-0.261958324527005
24214,207708,020,-0.261958324527005
24215,207710,010,
24216,207710,011,-0.603068461646236
24217,207710,020,
24218,207711,010,-0.3147946018103039
24219,207712,010,
24220,207714,010,
24221,207714,020,
24222,207716,010,1.5262336007427546
24223,207716,020,
24224,207719,010,
24225,207720,020,
24226,207721,010,
24227,207723,010,
24228,207723,020,
24229,207725,010,
24230,207725,020,
24231,207726,010,
24232,207728,010,
24233,207728,020,0.36941573173448256
24234,207729,010,
24235,207729,020,
24236,207730,010,
24237,207731,010,
24238,207733,010,
24239,207733,020,
24240,207734,010,
24241,207736,010,
24242,207736,020,
24243,207737,010,
24244,207739,010,
24245,207739,020,0.17488411247211297
24246,207741,010,
24247,207741,020,
24248,207743,010,
24249,207743,020,
24250,207745,010,
24251,207745,020,
24252,207746,010,
24253,207747,020,
24254,207748,010,-0.03965720024605222
24255,207749,010,
24256,207751,010,
24257,207751,020,
24258,207753,010,
24259,207753,020,
24260,207754,020,
24261,207756,010,
24262,207756,020,
24263,207757,010,
24264,207759,010,
24265,207759,020,0.03578171028508953
24266,207761,010,
24267,207761,020,
24268,207763,010,-0.38766871176529194
24269,207763,020,-0.38766871176529194
24270,207764,010,
24271,207765,010,
24272,207767,010,
24273,207767,020,
24274,207768,010,
24275,207770,010,
24276,207770,020,
24277,207772,010,
24278,207772,020,0.05853597307710538
24279,207773,010,
24280,207774,010,
24281,207775,020,
24282,207777,010,
24283,207777,020,
24284,207779,010,
24285,207779,020,
24286,207780,010,
24287,207782,010,
24288,207782,020,
24289,207784,010,-0.15597739880959735
24290,207784,020,-0.15597739880959735
24291,207786,010,
24292,207786,020,
24293,207787,010,
24294,207788,010,
24295,207790,010,
24296,207790,020,
24297,207792,010,
24298,207792,020,0.5555308378644163
24299,207794,010,
24300,207794,020,
24301,207795,010,
24302,207796,010,
24303,207797,010,
24304,207798,010,-0.20303619419837407
24305,207799,010,
24306,207801,010,
24307,207801,020,
24308,207803,010,
24309,207803,020,
24310,207804,010,
24311,207805,010,
24312,207806,010,
24313,207808,010,
24314,207808,020,
24315,207810,010,-1.1827840300085697
24316,207810,020,
24317,207811,010,
24318,207811,020,
24319,207813,010,
24320,207813,020,
24321,207815,010,
24322,207815,020,
24323,207816,010,
24324,207818,010,
24325,207818,020,
24326,207819,010,
24327,207820,010,
24328,207821,010,
24329,207823,010,
24330,207823,020,
24331,207824,010,
24332,207825,010,0.6136495723151449
24333,207826,010,
24334,207828,010,
24335,207828,020,
24336,207829,010,
24337,207831,010,
24338,207831,020,
24339,207832,010,
24340,207834,010,-0.6168896392940376
24341,207834,020,
24342,207838,010,
24343,207838,020,
24344,207839,010,
24345,207841,010,
24346,207841,020,
24347,207842,010,
24348,207844,010,
24349,207844,020,
24350,207845,010,
24351,207845,011,-0.2880007660198359
24352,207846,010,0.7169518991729518
24353,207847,010,
24354,207848,010,
24355,207850,010,
24356,207850,020,-0.4294584202171107
24357,207851,010,
24358,207852,010,
24359,207853,010,
24360,207854,020,
24361,207855,010,
24362,207856,010,
24363,207857,010,-0.5435281223901803
24364,207859,010,
24365,207860,010,
24366,207862,010,-1.0919994127403632
24367,207862,020,
24368,207864,010,
24369,207864,020,
24370,207866,010,-0.09142093557868602
24371,207866,020,-0.09142093557868602
24372,207867,020,-0.42785070257717595
24373,207869,010,
24374,207869,020,
24375,207870,010,
24376,207871,010,1.0421882739972066
24377,207872,010,
24378,207873,020,
24379,207875,010,
24380,207875,020,
24381,207877,010,
24382,207877,020,
24383,207878,010,
24384,207880,010,-0.839142362644129
24385,207880,020,-0.839142362644129
24386,207881,020,
24387,207883,010,
24388,207883,020,
24389,207884,010,
24390,207886,010,
24391,207886,020,
24392,207887,010,
24393,207889,010,
24394,207889,020,
24395,207890,010,
24396,207892,010,
24397,207892,020,
24398,207893,010,
24399,207894,010,
24400,207895,010,-0.6708956289013385
24401,207897,010,
24402,207897,020,
24403,207899,010,-0.2858804414677759
24404,207899,011,-0.2858804414677759
24405,207899,020,
24406,207901,010,-0.7186704489112071
24407,207901,020,-0.7186704489112071
24408,207903,010,
24409,207903,020,-0.1392783870062072
24410,207903,021,
24411,207905,010,
24412,207905,020,
24413,207907,010,-0.41595889780550965
24414,207907,020,
24415,207909,010,
24416,207909,020,
24417,207910,010,
24418,207911,010,
24419,207912,010,-0.7875901056999857
24420,207913,010,
24421,207914,010,0.09297299024002849
24422,207916,010,
24423,207916,020,
24424,207917,010,-0.13416061111359456
24425,207919,010,
24426,207919,020,
24427,207920,010,
24428,207922,010,
24429,207922,020,
24430,207924,010,
24431,207924,020,
24432,207925,010,
24433,207926,010,
24434,207928,010,
24435,207928,020,0.5143753334433421
24436,207930,010,
24437,207930,020,
24438,207932,010,
24439,207932,020,
24440,207933,010,
24441,207935,010,
24442,207935,020,
24443,207936,010,
24444,207937,010,
24445,207939,010,
24446,207939,020,
24447,207941,010,
24448,207941,020,
24449,207943,010,
24450,207943,020,
24451,207945,010,
24452,207945,020,
24453,207946,010,
24454,207948,010,
24455,207948,020,
24456,207949,010,
24457,207950,010,
24458,207951,010,
24459,207952,010,
24460,207953,010,0.3453517750688549
24461,207954,010,
24462,207955,010,
24463,207957,010,
24464,207957,020,
24465,207958,010,
24466,207958,020,2.0140496078140657
24467,207960,010,
24468,207960,020,
24469,207961,010,
24470,207963,010,
24471,207963,020,
24472,207964,010,
24473,207966,010,
24474,207966,020,
24475,207968,010,
24476,207968,020,
24477,207969,010,
24478,207971,010,
24479,207971,020,
24480,207973,010,0.6729621392983542
24481,207973,020,
24482,207974,010,
24483,207975,010,
24484,207977,010,
24485,207977,020,
24486,207979,010,-0.7680807880616776
24487,207979,020,
24488,207981,010,3.7017080805262808
24489,207981,020,3.7017080805262808
24490,207982,010,
24491,207984,010,-0.6492408790407714
24492,207984,020,
24493,207986,010,
24494,207986,020,
24495,207987,010,
24496,207987,011,
24497,207988,010,
24498,207989,010,
24499,207991,010,-1.3018036774774673
24500,207991,020,-1.3018036774774673
24501,207992,010,
24502,207994,010,
24503,207994,020,
24504,207996,010,0.21848981949163443
24505,207996,020,0.21848981949163443
24506,207997,010,
24507,207998,010,
24508,207999,010,
24509,208000,010,
24510,208002,010,
24511,208002,020,
24512,208003,010,3.7017080805262808
24513,208005,010,
24514,208005,020,-0.39399363286331135
24515,208007,010,-1.1636925576373545
24516,208007,020,
24517,208008,010,
24518,208009,010,
24519,208010,010,
24520,208011,010,
24521,208012,010,
24522,208013,010,
24523,208015,010,0.7810426437290393
24524,208015,020,0.7810426437290393
24525,208016,020,1.960098950008958
24526,208017,010,
24527,208018,010,
24528,208019,010,
24529,208021,010,
24530,208021,020,0.5093303897025805
24531,208022,010,
24532,208024,010,1.960098950008958
24533,208024,020,
24534,208025,010,
24535,208025,012,
24536,208026,010,3.815970442505099
24537,208027,010,-0.043082347783845044
24538,208201,010,
24539,208202,010,-0.32473778117655766
24540,208202,020,-0.32473778117655766
24541,208204,010,2.848713108099219
24542,208212,010,
24543,208213,010,
24544,208215,010,
24545,208222,020,
24546,208223,020,
24547,208224,010,
24548,208224,020,0.7725786882542652
24549,208225,010,
24550,208227,010,
24551,208227,020,
24552,208231,010,
24553,208231,020,
24554,208232,010,
24555,208233,010,-0.9679099655628652
24556,208233,020,-0.9679099655628652
24557,208235,010,
24558,208236,010,
24559,208237,010,
24560,208241,010,
24561,208242,010,
24562,208243,010,
24563,208246,010,-0.47986541233838725
24564,208250,010,
24565,208257,010,
24566,208259,010,
24567,208260,010,
24568,208265,010,
24569,208265,011,
24570,208270,020,
24571,208272,010,0.5194704764535598
24572,208274,010,0.614881961953751
24573,208277,010,
24574,208278,010,
24575,208279,020,0.4261113289620058
24576,208280,010,
24577,208285,010,
24578,208287,010,
24579,208288,010,
24580,208289,010,
24581,208289,020,0.22134251571472555
24582,208291,010,
24583,208294,010,
24584,208295,010,
24585,208296,010,
24586,208297,010,
24587,208298,010,
24588,208298,011,
24589,208299,010,
24590,208302,010,
24591,208304,010,
24592,208305,010,
24593,208307,010,-0.14769596254818676
24594,208307,020,
24595,208308,010,-0.02217913329658174
24596,208308,020,
24597,208311,010,
24598,208320,010,0.45237645262737025
24599,208322,010,
24600,208323,010,
24601,208327,010,-0.3286616137690524
24602,208327,020,
24603,208328,010,
24604,208328,020,0.09744513786033676
24605,208328,021,0.09744513786033676
24606,208331,010,
24607,208341,010,
24608,208343,010,
24609,208344,010,
24610,208345,010,
24611,208345,020,-0.8859759509109065
24612,208346,010,0.13955578499246457
24613,208347,010,
24614,208349,010,
24615,208350,010,
24616,208351,010,0.8744017912205934
24617,208351,020,0.8744017912205934
24618,208354,010,
24619,208355,010,
24620,208355,020,
24621,208356,010,
24622,208357,010,
24623,208359,010,-0.715896234099231
24624,208362,010,
24625,208365,010,
24626,208366,010,
24627,208366,011,
24628,208367,010,
24629,208368,010,
24630,208371,010,
24631,208371,020,-0.5785263163333464
24632,208376,010,
24633,208379,010,
24634,208379,020,2.9918454509922143
24635,208380,010,
24636,208383,010,0.6087494617383163
24637,208384,010,
24638,208388,010,
24639,208389,010,
24640,208391,010,
24641,208394,010,0.34717729446283685
24642,208395,010,0.298372987993172
24643,208395,020,
24644,208396,010,
24645,208401,010,0.3620205844059192
24646,208402,010,
24647,208407,010,
24648,208409,010,
24649,208412,010,
24650,208413,010,
24651,208414,010,
24652,208414,020,
24653,208415,010,
24654,208424,010,
24655,208425,010,
24656,208426,010,
24657,208426,020,
24658,208433,010,
24659,208435,010,
24660,208436,010,
24661,208442,010,
24662,208443,010,
24663,208444,010,
24664,208446,010,
24665,208450,010,
24666,208451,010,
24667,208452,010,
24668,208452,020,
24669,208461,010,
24670,208469,010,3.3467767657592478
24671,208470,010,
24672,208471,010,
24673,208475,010,
24674,208478,010,
24675,208481,010,
24676,208481,020,
24677,208483,010,
24678,208484,010,0.32289106920072375
24679,208487,010,
24680,208487,020,
24681,208491,010,
24682,208492,010,
24683,208498,010,
24684,208503,010,
24685,208504,010,1.9112946435392932
24686,208508,010,
24687,208513,010,
24688,208516,020,
24689,208517,010,
24690,208518,010,
24691,208519,010,
24692,208520,010,
24693,208521,010,
24694,208522,010,
24695,208523,010,
24696,208525,010,
24697,208526,010,
24698,208529,010,
24699,208530,010,
24700,208531,010,
24701,208532,010,
24702,208533,010,
24703,208534,010,
24704,208535,010,0.8073077673944038
24705,208536,010,
24706,208537,010,
24707,208538,010,
24708,208539,010,
24709,208540,010,
24710,208541,010,
