,HHID,value
2592,41166,0.844042581
2593,41170,-0.104432014
2594,41173,0.844042581
2595,41179,-1.052906609
2596,41188,-0.104432014
2597,41189,-1.052906609
2598,41193,0.844042581
2599,41220,-1.052906609
2600,41222,-1.052906609
2601,41227,-1.052906609
2602,41229,-1.052906609
2603,41232,-1.052906609
2604,41238,-1.052906609
2605,41240,-1.052906609
2606,41250,2.740991772
2607,41269,0.844042581
2608,41283,-1.052906609
2609,41306,0.844042581
2610,41309,0.844042581
2611,41313,-1.052906609
2612,41314,-0.104432014
2613,41325,-0.104432014
2614,41326,-0.104432014
2615,41335,-0.104432014
2616,41342,-1.052906609
2617,41350,-0.104432014
2618,41364,-0.104432014
2619,41367,0.844042581
2620,41380,0.844042581
2621,41382,-0.104432014
2622,41403,1.792517177
2623,41417,-0.104432014
2624,41423,-0.104432014
2625,41423,-0.104432014
2626,41423,0.844042581
2627,41423,0.844042581
2628,41425,0.844042581
2629,41436,-0.104432014
2630,41463,0.844042581
2631,41474,-0.104432014
2632,41480,0.844042581
2633,41532,2.740991772
2634,41532,2.740991772
2635,41544,0.844042581
2636,41547,0.844042581
2637,41574,-0.104432014
2638,41590,-1.052906609
2639,41605,-1.052906609
2640,41623,0.844042581
2641,41670,-1.052906609
2642,41686,0.844042581
2643,41687,-0.104432014
2644,41696,-0.104432014
2645,41706,-0.104432014
2646,41711,-0.104432014
2647,41713,0.844042581
2648,41754,-0.104432014
2649,41777,-0.104432014
2650,41780,-0.104432014
2651,41791,-0.104432014
2652,41797,0.844042581
2653,41798,1.792517177
2654,41800,0.844042581
2655,41828,1.792517177
2656,41838,-0.104432014
2657,41844,-1.052906609
2658,41849,0.844042581
2659,41852,2.740991772
2660,41855,-0.104432014
2661,41868,0.844042581
2662,41879,0.844042581
2663,41880,0.844042581
2664,41886,0.844042581
2665,41896,0.844042581
2666,41901,0.844042581
2667,41906,0.844042581
2668,41907,-0.104432014
2669,41926,1.792517177
2670,41942,2.740991772
2671,41953,-1.052906609
2672,41977,-1.052906609
2673,41979,-1.052906609
2674,41994,1.792517177
2675,42001,0.844042581
2676,42005,-0.104432014
2677,42050,-1.052906609
2678,42062,-1.052906609
2679,42071,-1.052906609
2680,42098,0.844042581
2681,42120,-0.104432014
2682,42123,0.844042581
2683,42125,0.844042581
2684,42137,-1.052906609
2685,42145,1.792517177
2686,42151,0.844042581
2687,42155,-1.052906609
2688,42157,-1.052906609
2689,42161,1.792517177
2690,42164,-1.052906609
2691,42165,-0.104432014
2692,42187,1.792517177
2693,42240,-1.052906609
2694,42248,-1.052906609
2695,42263,-0.104432014
2696,42277,-1.052906609
2697,42281,-0.104432014
2698,42285,-0.104432014
2699,42286,0.844042581
2700,42291,-0.104432014
2701,42294,-0.104432014
2702,42304,-0.104432014
2703,42304,-0.104432014
2704,42304,-0.104432014
2705,42304,-0.104432014
2706,42311,-0.104432014
2707,42327,-1.052906609
2708,42336,-1.052906609
2709,42337,0.844042581
2710,42355,0.844042581
2711,42402,-1.052906609
2712,42407,-1.052906609
2713,42491,-0.104432014
2714,42493,-1.052906609
2715,42496,-1.052906609
2716,42503,-0.104432014
2717,42529,-0.104432014
2718,42534,-0.104432014
2719,42539,-1.052906609
2720,42546,-1.052906609
2721,42556,0.844042581
2722,42559,-1.052906609
2723,42565,2.740991772
2724,42568,0.844042581
2725,42583,0.844042581
2726,42603,-1.052906609
2727,42633,0.844042581
2728,42645,0.844042581
2729,42656,-0.104432014
2730,42667,-0.104432014
2731,42683,0.844042581
2732,42686,1.792517177
2733,42704,-1.052906609
2734,42734,-1.052906609
2735,42739,
2736,42753,0.844042581
2737,42758,-0.104432014
2738,42776,-1.052906609
2739,42814,-1.052906609
2740,42824,-1.052906609
2741,42828,-1.052906609
2742,42833,-0.104432014
2743,42840,-1.052906609
2744,42842,-1.052906609
2745,42844,-1.052906609
2746,42846,-1.052906609
2747,42846,-1.052906609
2748,42846,-1.052906609
2749,42846,-1.052906609
2750,42874,-0.104432014
2751,42884,-0.104432014
2752,42887,0.844042581
2753,42913,2.740991772
2754,42938,-0.104432014
2755,42941,-0.104432014
2756,42943,-1.052906609
2757,42946,-0.104432014
2758,42955,0.844042581
2759,42973,0.844042581
2760,43027,-0.104432014
2761,43047,-1.052906609
2762,43052,1.792517177
2763,43075,0.844042581
2764,43113,-1.052906609
2765,43117,-1.052906609
2766,43122,-1.052906609
2767,43131,-0.104432014
2768,43151,-0.104432014
2769,43151,-0.104432014
2770,43179,-0.104432014
2771,43193,0.844042581
2772,43225,-0.104432014
2773,43231,-0.104432014
2774,43257,-1.052906609
2775,43277,1.792517177
2776,43284,-1.052906609
2777,43284,0.844042581
2778,43292,0.844042581
2779,43295,-1.052906609
2780,43295,-1.052906609
2781,43295,0.844042581
2782,43295,0.844042581
2783,43298,-1.052906609
2784,43318,-0.104432014
2785,43342,0.844042581
2786,43347,0.844042581
2787,43350,2.740991772
2788,43354,0.844042581
2789,43362,0.844042581
2790,43372,-0.104432014
2791,43381,0.844042581
2792,43381,0.844042581
2793,43381,-1.052906609
2794,43381,-1.052906609
2795,43381,1.792517177
2796,43381,1.792517177
2797,43387,-0.104432014
2798,43407,-1.052906609
2799,43430,0.844042581
2800,43439,1.792517177
2801,43459,-0.104432014
2802,43460,0.844042581
2803,43468,-1.052906609
2804,43471,-1.052906609
2805,43493,1.792517177
2806,43494,0.844042581
2807,43497,0.844042581
2808,43512,-1.052906609
2809,43513,0.844042581
2810,43520,1.792517177
2811,43525,1.792517177
2812,43532,0.844042581
2813,43544,1.792517177
2814,43560,1.792517177
2815,43564,0.844042581
2816,43586,0.844042581
2817,43586,0.844042581
2818,43586,0.844042581
2819,43586,0.844042581
2820,43587,1.792517177
2821,43601,0.844042581
2822,43603,0.844042581
2823,43606,-0.104432014
2824,43627,-1.052906609
2825,43628,-1.052906609
2826,43652,-1.052906609
2827,43660,-1.052906609
2828,43718,0.844042581
2829,43762,1.792517177
2830,43763,-0.104432014
2831,43764,1.792517177
2832,43767,-0.104432014
2833,43769,-1.052906609
2834,43771,0.844042581
2835,43779,-1.052906609
2836,43785,-0.104432014
2837,43787,0.844042581
2838,43800,-1.052906609
2839,43806,-0.104432014
2840,43809,-1.052906609
2841,43811,-1.052906609
2842,43813,-1.052906609
2843,43837,0.844042581
2844,43849,-0.104432014
2845,43870,-1.052906609
2846,43873,-0.104432014
2847,43890,-1.052906609
2848,43893,-1.052906609
2849,43906,0.844042581
2850,43912,-1.052906609
2851,43926,0.844042581
2852,43943,-0.104432014
2853,43956,-1.052906609
2854,43957,-0.104432014
2855,43958,-1.052906609
2856,43977,0.844042581
2857,43981,0.844042581
2858,43984,1.792517177
2859,44003,0.844042581
2860,44027,0.844042581
2861,44041,-1.052906609
2862,44046,1.792517177
2863,44051,-0.104432014
2864,44056,-0.104432014
2865,44067,1.792517177
2866,44075,2.740991772
2867,44080,1.792517177
2868,44095,-0.104432014
2869,44101,-1.052906609
2870,44104,-0.104432014
2871,44109,0.844042581
2872,44135,-1.052906609
2873,44141,-1.052906609
2874,44144,-0.104432014
2875,44145,-1.052906609
2876,44149,1.792517177
2877,44153,0.844042581
2878,44169,-0.104432014
2879,44169,-0.104432014
2880,44169,-0.104432014
2881,44169,0.844042581
2882,44169,0.844042581
2883,44169,0.844042581
2884,44169,-0.104432014
2885,44169,-0.104432014
2886,44169,-0.104432014
2887,44173,-0.104432014
2888,44176,-1.052906609
2889,44192,-1.052906609
2890,44192,0.844042581
2891,44202,-0.104432014
2892,44204,
2893,44211,-1.052906609
2894,44224,-0.104432014
2895,44260,-1.052906609
2896,44266,-1.052906609
2897,44271,-0.104432014
2898,44271,-0.104432014
2899,44271,-1.052906609
2900,44271,-1.052906609
2901,44279,-1.052906609
2902,44296,-1.052906609
2903,44300,-1.052906609
2904,44303,-1.052906609
2905,44307,-1.052906609
2906,44311,-0.104432014
2907,44319,-0.104432014
2908,44334,-1.052906609
2909,44336,-0.104432014
2910,44350,0.844042581
2911,44354,2.740991772
2912,44363,-1.052906609
2913,44369,-1.052906609
2914,44385,-1.052906609
2915,44390,-0.104432014
2916,44391,0.844042581
2917,44392,-0.104432014
2918,44406,-1.052906609
2919,44417,-0.104432014
2920,44418,0.844042581
2921,44420,-0.104432014
2922,44427,-1.052906609
2923,44438,-1.052906609
2924,44469,0.844042581
2925,44503,0.844042581
2926,44506,-0.104432014
2927,44509,1.792517177
2928,44517,0.844042581
2929,44522,1.792517177
2930,44535,-1.052906609
2931,44580,-1.052906609
2932,44595,-1.052906609
2933,44598,-1.052906609
2934,44600,-1.052906609
2935,44602,-0.104432014
2936,44604,-1.052906609
2937,44604,-1.052906609
2938,44604,0.844042581
2939,44604,0.844042581
2940,44645,-0.104432014
2941,44647,2.740991772
2942,44647,2.740991772
2943,44647,-1.052906609
2944,44647,-1.052906609
2945,44651,-0.104432014
2946,44658,-1.052906609
2947,44666,-0.104432014
2948,44679,1.792517177
2949,44681,0.844042581
2950,44695,0.844042581
2951,44710,-1.052906609
2952,44717,-0.104432014
2953,44734,-0.104432014
2954,44737,1.792517177
2955,44739,-0.104432014
2956,44748,-1.052906609
2957,44751,-1.052906609
2958,44754,-0.104432014
2959,44764,-0.104432014
2960,44764,-0.104432014
2961,44764,-1.052906609
2962,44764,-1.052906609
2963,44766,-0.104432014
2964,44813,-1.052906609
2965,44815,-1.052906609
2966,44817,-0.104432014
2967,44836,-0.104432014
2968,44843,-0.104432014
2969,44854,-0.104432014
2970,44855,-0.104432014
2971,44878,0.844042581
2972,44883,-1.052906609
2973,44895,0.844042581
2974,44896,0.844042581
2975,44902,1.792517177
2976,44910,-1.052906609
2977,44917,0.844042581
2978,44919,0.844042581
2979,44934,0.844042581
2980,44955,0.844042581
2981,44957,0.844042581
2982,44959,-0.104432014
2983,44975,0.844042581
2984,44977,0.844042581
2985,44977,0.844042581
2986,44977,0.844042581
2987,44977,0.844042581
2988,44989,0.844042581
2989,44992,-0.104432014
2990,44994,0.844042581
2991,45000,0.844042581
2992,45027,-0.104432014
2993,45029,-0.104432014
2994,45057,-0.104432014
2995,45060,0.844042581
2996,45081,-0.104432014
2997,45100,0.844042581
2998,45106,-1.052906609
2999,45107,-0.104432014
3000,45109,-1.052906609
3001,45133,-1.052906609
3002,45147,-0.104432014
3003,45156,-0.104432014
3004,45156,-0.104432014
3005,45168,-0.104432014
3006,45172,-1.052906609
3007,45173,0.844042581
3008,45175,-0.104432014
3009,45181,-1.052906609
3010,45182,-0.104432014
3011,45183,0.844042581
3012,45196,-1.052906609
3013,45209,
3014,45213,-1.052906609
3015,45216,-1.052906609
3016,45217,-0.104432014
3017,45225,-0.104432014
3018,45231,-1.052906609
3019,45235,0.844042581
3020,45236,1.792517177
3021,45265,0.844042581
3022,45266,0.844042581
3023,45276,0.844042581
3024,45277,1.792517177
3025,45302,-1.052906609
3026,45326,-1.052906609
3027,45329,-0.104432014
3028,45333,0.844042581
3029,45337,-0.104432014
3030,45354,0.844042581
3031,45356,-0.104432014
3032,45367,-0.104432014
3033,45371,0.844042581
3034,45373,0.844042581
3035,45374,-0.104432014
3036,45376,-1.052906609
3037,45378,-0.104432014
3038,45397,-0.104432014
3039,45397,-0.104432014
3040,45397,-0.104432014
3041,45397,1.792517177
3042,45397,1.792517177
3043,45397,1.792517177
3044,45397,-1.052906609
3045,45397,-1.052906609
3046,45397,-1.052906609
3047,45399,-1.052906609
3048,45400,-0.104432014
3049,45406,0.844042581
3050,45413,-1.052906609
3051,45433,2.740991772
3052,45434,0.844042581
3053,45438,-0.104432014
3054,45439,-1.052906609
3055,45442,-0.104432014
3056,45443,-1.052906609
3057,45443,-1.052906609
3058,45443,-0.104432014
3059,45443,-0.104432014
3060,45445,-1.052906609
3061,45457,0.844042581
3062,45474,-1.052906609
3063,45498,-0.104432014
3064,45500,-0.104432014
3065,45505,0.844042581
3066,45509,-1.052906609
3067,45531,1.792517177
3068,45555,-0.104432014
3069,45565,0.844042581
3070,45570,0.844042581
3071,45585,0.844042581
3072,45589,-0.104432014
3073,45604,-0.104432014
3074,45606,-0.104432014
3075,45612,-1.052906609
3076,45613,-1.052906609
3077,45630,-1.052906609
3078,45630,-1.052906609
3079,45630,-1.052906609
3080,45630,-1.052906609
3081,45630,-1.052906609
3082,45630,-1.052906609
3083,45630,-1.052906609
3084,45630,-1.052906609
3085,45630,-1.052906609
3086,45687,-1.052906609
3087,45695,-0.104432014
3088,45699,-1.052906609
3089,45700,-0.104432014
3090,45709,-0.104432014
3091,45739,-0.104432014
3092,45742,-0.104432014
3093,45746,-1.052906609
3094,45749,-1.052906609
3095,45750,-0.104432014
3096,45781,-1.052906609
3097,45786,-1.052906609
3098,45848,-0.104432014
3099,45867,-1.052906609
3100,45870,-0.104432014
3101,45885,-1.052906609
3102,45895,0.844042581
3103,45922,-0.104432014
3104,45923,-0.104432014
3105,45931,0.844042581
3106,45943,
3107,45944,-0.104432014
3108,45949,-0.104432014
3109,45971,1.792517177
3110,45971,1.792517177
3111,45971,-0.104432014
3112,45971,-0.104432014
3113,45982,-0.104432014
3114,45984,-0.104432014
3115,45992,-0.104432014
3116,45997,-0.104432014
3117,45998,-0.104432014
3118,46012,-1.052906609
3119,46074,0.844042581
3120,46109,-0.104432014
3121,46119,1.792517177
3122,46131,0.844042581
3123,46135,-1.052906609
3124,46138,-1.052906609
3125,46146,-1.052906609
3126,46163,-1.052906609
3127,46165,-0.104432014
3128,46187,-1.052906609
3129,46188,-1.052906609
3130,46188,-1.052906609
3131,46219,-1.052906609
3132,46226,-0.104432014
3133,46252,-0.104432014
3134,46283,-1.052906609
3135,46291,-1.052906609
3136,46316,-1.052906609
3137,46319,-1.052906609
3138,46321,-1.052906609
3139,46322,-1.052906609
3140,46331,-1.052906609
3141,46374,-1.052906609
3142,46379,0.844042581
3143,46384,-0.104432014
3144,46391,-0.104432014
3145,46394,-1.052906609
3146,46423,-0.104432014
3147,46440,0.844042581
3148,46441,-1.052906609
3149,46443,-1.052906609
3150,46485,-1.052906609
3151,46493,-0.104432014
3152,46555,-0.104432014
3153,46558,-1.052906609
3154,46559,-1.052906609
3155,46569,-0.104432014
3156,46571,-1.052906609
3157,46583,-0.104432014
3158,46602,0.844042581
3159,46614,0.844042581
3160,46614,0.844042581
3161,46614,-1.052906609
3162,46614,-1.052906609
3163,46627,-0.104432014
3164,46633,0.844042581
3165,46641,-1.052906609
3166,46668,-0.104432014
3167,46686,-0.104432014
3168,46697,-0.104432014
3169,46750,0.844042581
3170,46754,0.844042581
3171,46760,2.740991772
3172,46769,1.792517177
3173,46777,-1.052906609
3174,46787,-0.104432014
3175,46793,-0.104432014
3176,46796,-0.104432014
3177,46798,-1.052906609
3178,46803,-1.052906609
3179,46806,-0.104432014
3180,46811,-1.052906609
3181,46814,0.844042581
3182,46821,-1.052906609
3183,46830,0.844042581
3184,46933,-0.104432014
3185,46945,-1.052906609
3186,46960,-1.052906609
3187,46972,0.844042581
3188,47009,-1.052906609
3189,47030,2.740991772
3190,47057,-0.104432014
3191,47061,-0.104432014
3192,47071,2.740991772
3193,47074,-1.052906609
3194,47130,-1.052906609
3195,47132,-1.052906609
3196,47136,-1.052906609
3197,47136,-1.052906609
3198,47136,-1.052906609
3199,47136,-1.052906609
3200,47140,-1.052906609
3201,47142,1.792517177
3202,47148,-1.052906609
3203,47163,-0.104432014
3204,47168,-0.104432014
3205,47192,-0.104432014
3206,47193,0.844042581
3207,47199,0.844042581
3208,47230,-0.104432014
3209,47241,-0.104432014
3210,47242,1.792517177
3211,47254,0.844042581
3212,47255,-0.104432014
3213,47295,-1.052906609
3214,47320,-1.052906609
3215,47344,-0.104432014
3216,47367,-1.052906609
3217,47368,-1.052906609
3218,47378,-1.052906609
3219,47382,-0.104432014
3220,47387,0.844042581
3221,47392,0.844042581
3222,47403,0.844042581
3223,47404,-1.052906609
3224,47415,-1.052906609
3225,47418,-0.104432014
3226,47445,-0.104432014
3227,47458,-0.104432014
3228,47458,-0.104432014
3229,47458,-0.104432014
3230,47458,-0.104432014
3231,47477,-0.104432014
3232,47484,-1.052906609
3233,47495,-1.052906609
3234,47495,-1.052906609
3235,47495,-0.104432014
3236,47495,-0.104432014
3237,47510,-1.052906609
3238,47514,-1.052906609
3239,47515,-1.052906609
3240,47533,-0.104432014
3241,47535,-0.104432014
3242,47555,-1.052906609
3243,47565,-1.052906609
3244,47578,-0.104432014
3245,47579,-1.052906609
3246,47582,-0.104432014
3247,47583,-1.052906609
3248,47591,-0.104432014
3249,47592,-0.104432014
3250,47596,-0.104432014
3251,47602,-1.052906609
3252,47604,-1.052906609
3253,47610,-1.052906609
3254,47619,0.844042581
3255,47626,-1.052906609
3256,47630,0.844042581
3257,47630,0.844042581
3258,47630,0.844042581
3259,47630,0.844042581
3260,47654,-1.052906609
3261,47654,-1.052906609
3262,47654,-0.104432014
3263,47654,-0.104432014
3264,47660,1.792517177
3265,47664,0.844042581
3266,47675,-0.104432014
3267,47679,-0.104432014
3268,47680,0.844042581
3269,47683,-0.104432014
3270,47697,-1.052906609
3271,47699,-1.052906609
3272,47704,-1.052906609
3273,47707,-0.104432014
3274,47709,-0.104432014
3275,47711,-1.052906609
3276,47718,-0.104432014
3277,47720,0.844042581
3278,47724,-1.052906609
3279,47726,0.844042581
3280,47751,0.844042581
3281,47764,-1.052906609
3282,47764,-1.052906609
3283,47764,-1.052906609
3284,47764,-1.052906609
3285,47764,-0.104432014
3286,47764,-0.104432014
3287,47787,2.740991772
3288,47831,0.844042581
3289,47848,-1.052906609
3290,47855,0.844042581
3291,47902,-0.104432014
3292,47909,2.740991772
3293,47926,-0.104432014
3294,47926,-0.104432014
3295,47945,0.844042581
3296,47992,
3297,48013,-0.104432014
3298,48017,-1.052906609
3299,48018,-1.052906609
3300,48068,-0.104432014
3301,48091,-1.052906609
3302,48103,-0.104432014
3303,48111,0.844042581
3304,48114,-0.104432014
3305,48124,0.844042581
3306,48131,-1.052906609
3307,48135,-1.052906609
3308,48174,-1.052906609
3309,48228,-0.104432014
3310,48239,-0.104432014
3311,48239,-0.104432014
3312,48248,-1.052906609
3313,48250,0.844042581
3314,48255,
3315,48275,1.792517177
3316,48276,1.792517177
3317,48314,-1.052906609
3318,48327,-0.104432014
3319,48328,-0.104432014
3320,48356,
3321,48360,-1.052906609
3322,48401,0.844042581
3323,48404,0.844042581
3324,48405,-0.104432014
3325,48406,-1.052906609
3326,48410,0.844042581
3327,48410,0.844042581
3328,48410,-0.104432014
3329,48410,-0.104432014
3330,48430,-0.104432014
3331,48440,-1.052906609
3332,48455,-0.104432014
3333,48471,-1.052906609
3334,48474,-1.052906609
3335,48474,-1.052906609
3336,48475,-0.104432014
3337,48479,-0.104432014
3338,48480,-0.104432014
3339,48482,-0.104432014
3340,48483,-0.104432014
3341,48504,-1.052906609
3342,48505,-1.052906609
3343,48506,0.844042581
3344,48507,0.844042581
3345,48508,0.844042581
3346,48524,-1.052906609
3347,48531,-0.104432014
3348,48534,-0.104432014
3349,48535,-1.052906609
3350,48544,-1.052906609
3351,48545,-0.104432014
3352,48556,-1.052906609
3353,48568,-1.052906609
3354,48585,-0.104432014
3355,48595,-0.104432014
3356,48596,-0.104432014
3357,48604,-1.052906609
3358,48605,-1.052906609
3359,48608,-1.052906609
3360,48612,-1.052906609
3361,48615,-1.052906609
3362,48616,-1.052906609
3363,48621,0.844042581
3364,48622,-1.052906609
3365,48623,-1.052906609
3366,48623,-1.052906609
3367,48623,0.844042581
3368,48623,0.844042581
3369,48624,-1.052906609
3370,48625,0.844042581
3371,48628,-1.052906609
3372,48629,-0.104432014
3373,48652,-0.104432014
3374,48676,0.844042581
3375,48681,1.792517177
3376,48683,-0.104432014
3377,48685,-0.104432014
3378,48686,-0.104432014
3379,48743,0.844042581
3380,48767,-0.104432014
3381,48778,0.844042581
3382,48804,0.844042581
3383,48819,-1.052906609
3384,48823,-1.052906609
3385,48825,-1.052906609
3386,48828,-1.052906609
3387,48855,-1.052906609
3388,48868,-0.104432014
3389,48870,-0.104432014
3390,48877,-0.104432014
3391,48882,-1.052906609
3392,48888,0.844042581
3393,48901,-0.104432014
3394,48904,-1.052906609
3395,48914,-1.052906609
3396,48915,0.844042581
3397,48938,-1.052906609
3398,48962,-0.104432014
3399,48970,-0.104432014
3400,48982,-0.104432014
3401,48984,-1.052906609
3402,48987,-0.104432014
3403,48988,-1.052906609
3404,48988,-1.052906609
3405,48988,2.740991772
3406,48988,2.740991772
3407,48992,0.844042581
3408,48995,-0.104432014
3409,48997,-1.052906609
3410,49003,-1.052906609
3411,49015,-1.052906609
3412,49053,-0.104432014
3413,49059,-0.104432014
3414,49070,-0.104432014
3415,49077,-1.052906609
3416,49093,-1.052906609
3417,49109,-0.104432014
3418,49118,-0.104432014
3419,49128,
3420,49137,-0.104432014
3421,49140,-0.104432014
3422,49175,0.844042581
3423,49178,0.844042581
3424,49182,0.844042581
3425,49199,-1.052906609
3426,49203,-0.104432014
3427,49204,-0.104432014
3428,49207,-0.104432014
3429,49210,-1.052906609
3430,49219,-1.052906609
3431,49224,-1.052906609
3432,49227,0.844042581
3433,49229,-1.052906609
3434,49232,0.844042581
3435,49233,-1.052906609
3436,49235,-1.052906609
3437,49237,-0.104432014
3438,49238,1.792517177
3439,49242,0.844042581
3440,49249,-1.052906609
3441,49263,0.844042581
3442,49263,0.844042581
3443,49278,0.844042581
3444,49279,-0.104432014
3445,49287,-0.104432014
3446,49288,-1.052906609
3447,49319,-0.104432014
3448,49377,-0.104432014
3449,49378,-1.052906609
3450,49383,-0.104432014
3451,49393,0.844042581
3452,49396,-1.052906609
3453,49426,-0.104432014
3454,49442,0.844042581
3455,49448,-1.052906609
3456,49455,-0.104432014
3457,49470,-0.104432014
3458,49475,-0.104432014
3459,49489,-1.052906609
3460,49498,-1.052906609
3461,49504,-1.052906609
3462,49511,0.844042581
3463,49512,-1.052906609
3464,49516,-1.052906609
3465,49531,-0.104432014
3466,49542,-1.052906609
3467,49548,-1.052906609
3468,49554,-1.052906609
3469,49608,-0.104432014
3470,49635,0.844042581
3471,49645,-0.104432014
3472,49648,0.844042581
3473,49661,-0.104432014
3474,49667,-0.104432014
3475,49689,0.844042581
3476,49689,0.844042581
3477,49689,-1.052906609
3478,49689,-1.052906609
3479,49697,-0.104432014
3480,49701,-1.052906609
3481,49702,-1.052906609
3482,49712,-0.104432014
3483,49713,-0.104432014
3484,49722,1.792517177
3485,49724,-0.104432014
3486,49729,-1.052906609
3487,49742,0.844042581
3488,49753,-0.104432014
3489,49766,-1.052906609
3490,49779,-1.052906609
3491,49801,-0.104432014
3492,49801,-0.104432014
3493,49801,-0.104432014
3494,49801,-0.104432014
3495,50117,-0.104432014
3496,50125,-1.052906609
3497,50125,-1.052906609
3498,50125,-0.104432014
3499,50125,-0.104432014
3500,50132,-1.052906609
3501,50138,-0.104432014
3502,50143,0.844042581
3503,50145,0.844042581
3504,50152,0.844042581
3505,50156,-1.052906609
3506,50158,0.844042581
3507,50169,-1.052906609
3508,50173,0.844042581
3509,50176,-1.052906609
3510,50180,-0.104432014
3511,50181,0.844042581
3512,50182,-1.052906609
3513,50185,-1.052906609
3514,50192,-0.104432014
3515,50195,-0.104432014
3516,50203,-1.052906609
3517,50214,-0.104432014
3518,50216,-1.052906609
3519,50223,1.792517177
3520,50229,-0.104432014
3521,50232,-0.104432014
3522,50233,0.844042581
3523,50235,-0.104432014
3524,50237,-1.052906609
3525,50239,-0.104432014
3526,50243,0.844042581
3527,50258,-0.104432014
3528,50259,-1.052906609
3529,50272,1.792517177
3530,50283,0.844042581
3531,50321,-1.052906609
3532,50326,-0.104432014
3533,50342,-1.052906609
3534,50358,-1.052906609
3535,50362,0.844042581
3536,50364,-1.052906609
3537,50365,0.844042581
3538,50368,-1.052906609
3539,50375,-1.052906609
3540,50376,-1.052906609
3541,50377,-0.104432014
3542,50380,0.844042581
3543,50384,0.844042581
3544,50385,0.844042581
3545,50389,1.792517177
3546,50403,-0.104432014
3547,50412,-1.052906609
3548,50419,-1.052906609
3549,50428,-1.052906609
3550,50432,1.792517177
3551,50437,
3552,50452,-0.104432014
3553,50456,-1.052906609
3554,50461,-1.052906609
3555,50473,-0.104432014
3556,50483,0.844042581
3557,50488,-0.104432014
3558,50517,0.844042581
3559,50520,-0.104432014
3560,50523,-1.052906609
3561,50528,-0.104432014
3562,50530,0.844042581
3563,50546,-1.052906609
3564,50560,-1.052906609
3565,50571,-0.104432014
3566,50576,-0.104432014
3567,50583,-0.104432014
3568,50587,-1.052906609
3569,50591,
3570,50594,-0.104432014
3571,50598,0.844042581
3572,50600,-1.052906609
3573,50601,-1.052906609
3574,50606,-1.052906609
3575,50622,0.844042581
3576,50631,-0.104432014
3577,50635,-0.104432014
3578,50642,0.844042581
3579,50665,-0.104432014
3580,50694,-0.104432014
3581,50708,-0.104432014
3582,50709,-0.104432014
3583,50716,-1.052906609
3584,50724,0.844042581
3585,50726,0.844042581
3586,50733,-1.052906609
3587,50746,-1.052906609
3588,50763,-1.052906609
3589,50766,-1.052906609
3590,50784,-1.052906609
3591,50786,-0.104432014
3592,50788,-0.104432014
3593,50802,-0.104432014
3594,50803,-0.104432014
3595,50807,-1.052906609
3596,50815,
3597,50822,0.844042581
3598,50823,-1.052906609
3599,50825,-1.052906609
3600,50825,-1.052906609
3601,50825,-1.052906609
3602,50825,2.740991772
3603,50825,2.740991772
3604,50825,2.740991772
3605,50825,-1.052906609
3606,50825,-1.052906609
3607,50825,-1.052906609
3608,50834,0.844042581
3609,50842,-0.104432014
3610,50852,-0.104432014
3611,50853,-1.052906609
3612,50857,-0.104432014
3613,50857,-0.104432014
3614,50857,-0.104432014
3615,50857,-0.104432014
3616,50861,-1.052906609
3617,50867,0.844042581
3618,50869,-0.104432014
3619,50873,-1.052906609
3620,50883,-1.052906609
3621,50884,-0.104432014
3622,50885,-1.052906609
3623,50885,-1.052906609
3624,50885,0.844042581
3625,50885,0.844042581
3626,50890,-0.104432014
3627,50894,-1.052906609
3628,50895,-1.052906609
3629,50903,-1.052906609
3630,50906,-1.052906609
3631,50907,1.792517177
3632,50911,0.844042581
3633,50925,-1.052906609
3634,50930,0.844042581
3635,50937,0.844042581
3636,50945,-0.104432014
3637,50972,-1.052906609
3638,50974,-0.104432014
3639,50992,-1.052906609
3640,50993,-0.104432014
3641,50997,0.844042581
3642,51003,-0.104432014
3643,51012,-0.104432014
3644,51018,0.844042581
3645,51029,0.844042581
3646,51038,-1.052906609
3647,51044,-0.104432014
3648,51055,0.844042581
3649,51062,1.792517177
3650,51062,1.792517177
3651,51062,-1.052906609
3652,51062,-1.052906609
3653,51065,-1.052906609
3654,51075,0.844042581
3655,51077,
3656,51098,-1.052906609
3657,51106,0.844042581
3658,51108,-1.052906609
3659,51111,0.844042581
3660,51169,-1.052906609
3661,51174,0.844042581
3662,51174,0.844042581
3663,51174,0.844042581
3664,51174,0.844042581
3665,51184,-0.104432014
3666,51185,-1.052906609
3667,51188,1.792517177
3668,51203,-0.104432014
3669,51217,-1.052906609
3670,51221,0.844042581
3671,51225,-0.104432014
3672,51228,0.844042581
3673,51244,-1.052906609
3674,51248,-0.104432014
3675,51270,0.844042581
3676,51273,1.792517177
3677,51298,0.844042581
3678,51302,-0.104432014
3679,51306,0.844042581
3680,51308,0.844042581
3681,51318,-1.052906609
3682,51320,-1.052906609
3683,51345,-0.104432014
3684,51348,0.844042581
3685,51356,-0.104432014
3686,51373,2.740991772
3687,51378,1.792517177
3688,51381,0.844042581
3689,51385,-0.104432014
3690,51387,1.792517177
3691,51405,-1.052906609
3692,51406,-0.104432014
3693,51411,-1.052906609
3694,51417,-1.052906609
3695,51423,-0.104432014
3696,51456,-0.104432014
3697,51462,0.844042581
3698,51466,-1.052906609
3699,51467,-0.104432014
