,HHID,PN,HB027,JB027,KB027,LB027
4666,45231,20,,,,
4667,45235,10,,,,
4668,45235,20,,,,
4669,45236,20,,,,
4670,45236,30,,,,
4671,45265,10,,,,
4672,45266,10,,,,
4673,45266,20,,,,
4674,45276,20,,,,
4675,45277,10,,,,
4676,45302,10,,,,
4677,45302,20,,,,
4678,45326,10,,,,
4679,45329,10,,,,
4680,45329,11,,,,
4681,45333,10,,,,
4682,45333,20,,,,
4683,45337,10,,,,
4684,45354,10,,,,
4685,45354,11,,,,
4686,45356,10,,,,
4687,45356,20,,,,
4688,45367,20,,,,
4689,45371,10,,,,
4690,45371,20,,,,
4691,45373,10,,,,
4692,45374,10,,,,
4693,45376,10,,,,
4694,45376,20,,,,
4695,45378,10,,,,
4696,45397,40,,,,
4697,45399,10,,,,
4698,45399,20,,,,
4699,45400,10,,,,
4700,45400,40,,,,
4701,45406,10,,,,
4702,45413,20,,,,
4703,45433,10,,,,
4704,45433,11,,,,
4705,45434,20,,,,
4706,45434,30,,,,
4707,45438,10,,,,
4708,45439,20,,,,
4709,45439,30,,,,
4710,45442,10,,,,
4711,45443,11,,,,
4712,45443,20,,,,
4713,45445,10,,,,
4714,45445,20,,,,
4715,45457,10,,,,
4716,45474,10,,,,
4717,45498,10,,,,
4718,45500,10,,,,
4719,45500,40,,,,
4720,45505,10,,,,
4721,45505,20,,,,
4722,45509,10,,,,
4723,45509,20,,,,
4724,45531,10,,,,
4725,45531,40,,,,
4726,45555,10,,,,
4727,45555,20,,,,
4728,45565,10,,,,
4729,45565,40,,,,
4730,45570,10,,,,
4731,45570,40,,,,
4732,45571,10,,,,
4733,45585,10,,,,
4734,45589,30,,,,
4735,45604,10,,,,
4736,45604,20,,,,
4737,45606,10,,,,
4738,45606,20,,,,
4739,45612,10,,,,
4740,45612,20,,,,
4741,45613,10,,,,
4742,45613,40,,,,
4743,45630,10,,,,
4744,45630,20,,,,
4745,45630,21,,,,
4746,45687,10,,,,
4747,45695,10,,,,
4748,45699,10,,,,
4749,45699,20,,,,
4750,45700,10,,,,
4751,45709,10,,,,
4752,45739,10,,,,
4753,45739,40,,,,
4754,45742,10,,,,
4755,45742,20,,,,
4756,45746,10,,,,
4757,45746,40,,,,
4758,45749,10,,,,
4759,45749,20,,,,
4760,45750,10,,,,
4761,45750,40,,,,
4762,45781,40,,,,
4763,45786,10,,,,
4764,45786,20,,,,
4765,45848,10,,,,
4766,45867,10,,,,
4767,45867,20,,,,
4768,45869,10,,,,
4769,45869,20,,,,
4770,45870,10,,,,
4771,45870,20,,,,
4772,45875,10,,,,
4773,45885,20,,,,
4774,45895,10,,,,
4775,45895,20,,,,
4776,45912,10,0.552762552,,,
4777,45912,40,0.552762552,,,
4778,45922,10,,,,
4779,45922,40,,,,
4780,45923,10,,,,
4781,45923,20,,,,
4782,45931,10,,,,
4783,45931,40,,,,
4784,45943,10,,,,
4785,45944,10,,,,
4786,45944,20,,,,
4787,45949,10,,,,
4788,45949,20,,,,
4789,45977,20,1.824532033,,,
4790,45982,10,,,,
4791,45982,40,,,,
4792,45984,10,,,,
4793,45984,20,,,,
4794,45992,10,,,,
4795,45992,40,,,,
4796,45997,10,,,,
4797,45998,10,,,,
4798,45998,40,,,,
4799,46012,10,,,,
4800,46012,11,,,,
4801,46074,10,,,,
4802,46074,20,,,,
4803,46109,10,,,,
4804,46109,20,,,,
4805,46119,30,,,,
4806,46119,40,,,,
4807,46131,10,,,,
4808,46131,20,,,,
4809,46135,10,,,,
4810,46138,10,,,,
4811,46138,20,,,,
4812,46146,10,,,,
4813,46146,20,,,,
4814,46163,10,,,,
4815,46165,10,,,,
4816,46187,10,,,,
4817,46188,10,,,,
4818,46188,11,0.552762552,,,
4819,46219,20,,,,
4820,46219,30,,,,
4821,46226,10,,,,
4822,46226,40,,,,
4823,46252,20,,,,
4824,46252,30,,,,
4825,46283,10,,,,
4826,46291,10,,,,
4827,46291,20,,,,
4828,46316,10,,,,
4829,46319,10,,,,
4830,46319,11,0.552762552,,,
4831,46321,10,,,,
4832,46322,10,,,,
4833,46331,10,,,,
4834,46374,10,,,,
4835,46379,10,,,,
4836,46379,20,,,,
4837,46384,10,,,,
4838,46384,20,,,,
4839,46391,10,,,,
4840,46391,40,,,,
4841,46394,10,,,,
4842,46394,11,,,,
4843,46423,10,,,,
4844,46423,40,,,,
4845,46440,10,,,,
4846,46441,10,,,,
4847,46441,20,,,,
4848,46443,10,,,,
4849,46443,20,,,,
4850,46448,10,,,,
4851,46485,20,,,,
4852,46485,30,,,,
4853,46493,10,,,,
4854,46493,40,,,,
4855,46555,20,,,,
4856,46555,30,,,,
4857,46558,10,,,,
4858,46558,20,,,,
4859,46559,10,,,,
4860,46559,20,,,,
4861,46569,10,,,,
4862,46569,40,,,,
4863,46571,10,,,,
4864,46571,20,,,,
4865,46583,10,,,,
4866,46583,11,,,,
4867,46602,10,,,,
4868,46614,20,,,,
4869,46614,10,,,,
4870,46627,10,,,,
4871,46633,10,,,,
4872,46633,40,,,,
4873,46641,20,,,,
4874,46641,30,,,,
4875,46668,10,,,,
4876,46668,40,,,,
4877,46686,20,,,,
4878,46686,30,,,,
4879,46697,10,,,,
4880,46754,10,,,,
4881,46760,10,-0.719006929,,,
4882,46760,20,,,,
4883,46769,10,,,,
4884,46769,40,,,,
4885,46777,10,,,,
4886,46777,40,,,,
4887,46787,10,,,,
4888,46787,11,,,,
4889,46793,10,,,,
4890,46793,40,,,,
4891,46796,10,,,,
4892,46796,20,,,,
4893,46803,20,,,,
4894,46806,10,,,,
4895,46806,20,,,,
4896,46811,20,,,,
4897,46814,10,,,,
4898,46814,40,,,,
4899,46821,10,,,,
4900,46821,11,,,,
4901,46826,10,,,,
4902,46830,10,,,,
4903,46933,20,,,,
4904,46933,30,,,,
4905,46945,10,,,,
4906,46945,20,,,,
4907,46960,10,,,,
4908,46960,20,,,,
4909,46972,10,,,,
4910,46972,40,,,,
4911,47009,10,,,,
4912,47009,20,,,,
4913,47030,20,,,,
4914,47030,30,,,,
4915,47057,10,,,,
4916,47061,10,,,,
4917,47061,40,,,,
4918,47067,10,,,,
4919,47070,20,,,,
4920,47070,30,,,,
4921,47071,10,,,,
4922,47074,20,,,,
4923,47074,30,,,,
4924,47107,10,,,,
4925,47107,20,,,,
4926,47130,10,,,,
4927,47130,40,,,,
4928,47131,10,,,,
4929,47132,10,,,,
4930,47136,20,,,,
4931,47136,30,,,,
4932,47140,10,,,,
4933,47140,40,,,,
4934,47142,10,,,,
4935,47160,20,,,,
4936,47163,10,,,,
4937,47163,40,,,,
4938,47168,10,,,,
4939,47192,10,,,,
4940,47192,20,,,,
4941,47193,10,,,,
4942,47193,20,,,,
4943,47199,20,,,,
4944,47199,30,,,,
4945,47230,10,,,,
4946,47230,40,,,,
4947,47241,10,,,,
4948,47241,11,,,,
4949,47242,10,,,,
4950,47242,20,,,,
4951,47254,10,,,,
4952,47254,40,,,,
4953,47255,10,,,,
4954,47255,20,,,,
4955,47295,10,,,,
4956,47295,20,,,,
4957,47320,20,,,,
4958,47320,30,,,,
4959,47341,20,,,,
4960,47344,20,,,,
4961,47344,30,,,,
4962,47367,30,,,,
4963,47368,10,,,,
4964,47368,40,,,,
4965,47378,10,,,,
4966,47378,20,,,,
4967,47387,10,,,,
4968,47387,40,,,,
4969,47390,20,,,,
4970,47392,10,,,,
4971,47392,11,,,,
4972,47403,10,,,,
4973,47403,20,,,,
4974,47404,20,,,,
4975,47404,30,,,,
4976,47415,40,,,,
4977,47415,41,,,,
4978,47418,10,,,,
4979,47432,10,,,,
4980,47432,40,,,,
4981,47458,40,,,,
4982,47458,11,,,,
4983,47477,20,,,,
4984,47477,30,,,,
4985,47484,10,,,,
4986,47484,40,,,,
4987,47495,10,,,,
4988,47495,11,,,,
4989,47498,10,,,,
4990,47498,20,,,,
4991,47510,10,,,,
4992,47510,11,,,,
4993,47514,10,,,,
4994,47514,20,,,,
4995,47515,10,,,,
4996,47515,20,,,,
4997,47533,30,,,,
4998,47533,31,,,,
4999,47535,10,,,,
5000,47535,11,,,,
5001,47555,20,,,,
5002,47565,10,,,,
5003,47578,10,,,,
5004,47578,20,,,,
5005,47579,20,,,,
5006,47579,30,,,,
5007,47582,10,,,,
5008,47582,11,,,,
5009,47583,10,,,,
5010,47583,20,,,,
5011,47591,10,,,,
5012,47591,40,,,,
5013,47592,20,,,,
5014,47592,30,,,,
5015,47596,10,,,,
5016,47596,11,-0.719006929,,,
5017,47602,10,,,,
5018,47602,20,,,,
5019,47604,20,,,,
5020,47604,30,,,,
5021,47610,10,,,,
5022,47610,40,,,,
5023,47619,10,,,,
5024,47619,40,,,,
5025,47626,10,,,,
5026,47630,10,,,,
5027,47630,12,,,,
5028,47630,11,,,,
5029,47654,30,,,,
5030,47660,10,,,,
5031,47660,20,,,,
5032,47664,20,,,,
5033,47672,10,,,,
5034,47672,40,,,,
5035,47675,30,,,,
5036,47675,40,,,,
5037,47679,20,,,,
5038,47679,30,,,,
5039,47680,10,,,,
5040,47680,20,,,,
5041,47683,20,,,,
5042,47683,30,,,,
5043,47697,10,,,,
5044,47697,20,,,,
5045,47699,10,,,,
5046,47699,40,,,,
5047,47704,10,,,,
5048,47704,20,,,,
5049,47707,10,,,,
5050,47707,20,,,,
5051,47709,20,,,,
5052,47709,30,,,,
5053,47711,10,,,,
5054,47711,20,,,,
5055,47718,10,,,,
5056,47718,20,,,,
5057,47720,20,,,,
5058,47720,30,,,,
5059,47724,10,,,,
5060,47724,40,,,,
5061,47726,20,,,,
5062,47726,30,,,,
5063,47737,10,,,,
5064,47751,10,,,,
5065,47764,20,,,,
5066,47764,22,,,,
5067,47764,10,,,,
5068,47764,11,,,,
5069,47787,10,,,,
5070,47822,40,,,,
5071,47822,41,,,,
5072,47831,10,,,,
5073,47848,10,,,,
5074,47848,40,,,,
5075,47855,10,,,,
5076,47855,20,,,,
5077,47902,10,,,,
5078,47902,20,,,,
5079,47909,10,,,,
5080,47926,10,,,,
5081,47926,20,,,,
5082,47926,21,,,,
5083,47945,10,,,,
5084,47992,10,,,,
5085,48013,20,,,,
5086,48013,30,,,,
5087,48017,20,,,,
5088,48017,30,,,,
5089,48018,10,,,,
5090,48018,20,,,,
5091,48068,10,,,,
5092,48088,10,,,,
5093,48088,20,,,,
5094,48091,10,,,,
5095,48091,20,,,,
5096,48103,10,,,,
5097,48111,10,,,,
5098,48111,40,,,,
5099,48114,10,,,,
5100,48114,40,,,,
5101,48124,10,,,,
5102,48124,20,,,,
5103,48131,10,,,,
5104,48131,40,,,,
5105,48135,10,,,,
5106,48149,10,,,,
5107,48174,10,,,,
5108,48174,20,,,,
5109,48228,10,,,,
5110,48228,20,,,,
5111,48239,40,,,,
5112,48248,10,,,,
5113,48248,20,,,,
5114,48250,10,,,,
5115,48250,20,,,,
5116,48255,10,,,,
5117,48255,20,,,,
5118,48275,20,,,,
5119,48276,10,,,,
5120,48314,20,,,,
5121,48314,30,,,,
5122,48327,10,,,,
5123,48327,20,,,,
5124,48328,10,,,,
5125,48328,20,,,,
5126,48356,20,,,,
5127,48360,10,,,,
5128,48401,20,,,,
5129,48401,30,,,,
5130,48404,10,,,,
5131,48404,40,,,,
5132,48405,20,,,,
5133,48405,30,,,,
5134,48406,20,,,,
5135,48406,30,,,,
5136,48410,40,,,,
5137,48410,10,,,,
5138,48430,40,,,,
5139,48440,10,,,,
5140,48440,40,,,,
5141,48449,20,,,,
5142,48449,30,,,,
5143,48455,10,,,,
5144,48455,40,,,,
5145,48471,10,,,,
5146,48471,20,,,,
5147,48474,40,,,,
5148,48475,20,,,,
5149,48475,30,,,,
5150,48479,10,,,,
5151,48479,20,,,,
5152,48480,20,,,,
5153,48482,20,,,,
5154,48483,10,,,,
5155,48483,20,,,,
5156,48504,10,,,,
5157,48504,20,,,,
5158,48505,10,,,,
5159,48506,10,,,,
5160,48507,10,,,,
5161,48507,20,,,,
5162,48508,10,,,,
5163,48524,20,,,,
5164,48524,30,,,,
5165,48528,10,,,,
5166,48528,20,,,,
5167,48531,20,,,,
5168,48531,30,,,,
5169,48534,10,,,,
5170,48534,20,,,,
5171,48535,10,,,,
5172,48535,20,,,,
5173,48544,10,,,,
5174,48545,10,,,,
5175,48551,10,,,,
5176,48556,10,,,,
5177,48568,10,,,,
5178,48568,20,,,,
5179,48585,20,,,,
5180,48595,10,,,,
5181,48595,20,,,,
5182,48596,20,,,,
5183,48596,30,,,,
5184,48604,10,,,,
5185,48604,20,,,,
5186,48605,20,,,,
5187,48605,30,,,,
5188,48608,10,,,,
5189,48612,10,,,,
5190,48612,40,,,,
5191,48615,10,,,,
5192,48615,40,,,,
5193,48616,10,,,,
5194,48616,20,,,,
5195,48621,20,,,,
5196,48621,30,,,,
5197,48622,10,,,,
5198,48622,20,,,,
5199,48623,20,,,,
5200,48623,21,3.096301514,,,
5201,48624,10,,,,
5202,48624,40,,,,
5203,48625,20,,,,
5204,48628,20,,,,
5205,48628,30,,,,
5206,48629,20,,,,
5207,48629,30,,,,
5208,48652,10,,,,
5209,48652,40,,,,
5210,48676,40,,,,
5211,48676,41,,,,
5212,48681,10,,,,
5213,48683,10,,,,
5214,48683,40,,,,
5215,48685,10,,,,
5216,48685,20,,,,
5217,48686,10,,,,
5218,48686,20,,,,
5219,48694,10,,,,
5220,48697,10,,,,
5221,48697,40,,,,
5222,48767,10,,,,
5223,48767,20,,,,
5224,48778,10,,,,
5225,48778,20,,,,
5226,48804,10,,,,
5227,48804,20,,,,
5228,48819,10,,,,
5229,48823,10,,,,
5230,48823,20,,,,
5231,48825,10,,,,
5232,48825,20,,,,
5233,48828,10,,,,
5234,48828,20,,,,
5235,48855,10,,,,
5236,48868,10,,,,
5237,48868,20,,,,
5238,48870,10,,,,
5239,48870,40,,,,
5240,48877,10,,,,
5241,48888,10,,,,
5242,48888,20,,,,
5243,48901,10,,,,
5244,48901,20,,,,
5245,48904,10,,,,
5246,48914,10,,,,
5247,48915,30,,,,
5248,48938,10,,,,
5249,48938,20,,,,
5250,48962,10,,,,
5251,48962,20,,,,
5252,48970,10,,,,
5253,48970,11,,,,
5254,48982,10,,,,
5255,48982,20,,,,
5256,48984,20,,,,
5257,48984,30,,,,
5258,48987,10,,,,
5259,48987,20,,,,
5260,48988,10,,,,
5261,48988,20,,,,
5262,48992,10,,,,
5263,48992,20,,,,
5264,48995,10,,,,
5265,48995,20,,,,
5266,48997,10,,,,
5267,48999,10,,,,
5268,49003,10,,,,
5269,49005,10,,,,
5270,49015,10,,,,
5271,49053,20,,,,
5272,49053,30,,,,
5273,49059,20,,,,
5274,49059,30,,,,
5275,49070,10,,,,
5276,49070,40,,,,
5277,49093,10,,,,
5278,49093,40,,,,
5279,49109,10,,,,
5280,49109,20,,,,
5281,49118,20,,,,
5282,49118,30,,,,
5283,49128,10,,,,
5284,49137,10,,,,
5285,49137,11,,,,
5286,49140,10,,,,
5287,49175,10,,,,
5288,49175,40,,,,
5289,49178,10,,,,
5290,49178,40,,,,
5291,49182,10,,,,
5292,49182,20,,,,
5293,49199,10,,,,
5294,49199,20,,,,
5295,49203,20,,,,
5296,49203,30,,,,
5297,49204,10,,,,
5298,49204,20,,,,
5299,49207,20,,,,
5300,49207,30,,,,
5301,49209,10,,,,
5302,49209,40,,,,
5303,49210,20,,,,
5304,49219,20,,,,
5305,49219,21,,,,
5306,49224,10,,,,
5307,49224,40,,,,
5308,49227,10,-0.719006929,,,
5309,49227,40,,,,
5310,49229,10,,,,
5311,49229,20,,,,
5312,49232,20,,,,
5313,49232,30,,,,
5314,49233,30,,,,
5315,49235,10,,,,
5316,49237,10,,,,
5317,49237,20,,,,
5318,49238,40,0.552762552,,,
5319,49242,10,,,,
5320,49242,20,,,,
5321,49249,10,,,,
5322,49249,40,,,,
5323,49263,10,,,,
5324,49263,40,,,,
5325,49278,20,,,,
5326,49278,30,,,,
5327,49279,10,,,,
5328,49287,10,0.552762552,,,
5329,49287,40,,,,
5330,49288,10,,,,
5331,49319,10,0.552762552,,,
5332,49319,20,,,,
5333,49358,10,,,,
5334,49377,10,,,,
5335,49377,20,,,,
5336,49378,10,,,,
5337,49378,20,,,,
5338,49383,20,,,,
5339,49383,30,,,,
5340,49385,10,,,,
5341,49393,10,,,,
5342,49393,20,,,,
5343,49396,10,,,,
5344,49396,20,,,,
5345,49426,10,,,,
5346,49442,10,,,,
5347,49442,20,,,,
5348,49448,10,,,,
5349,49448,20,,,,
5350,49455,10,,,,
5351,49455,20,,,,
5352,49470,10,,,,
5353,49470,20,,,,
5354,49475,10,,,,
5355,49475,20,,,,
5356,49489,10,,,,
5357,49489,20,,,,
5358,49498,20,,,,
5359,49498,30,,,,
5360,49504,10,,,,
5361,49504,20,,,,
5362,49511,20,,,,
5363,49512,10,,,,
5364,49512,40,,,,
5365,49516,10,,,,
5366,49516,11,1.824532033,,,
5367,49528,10,,,,
5368,49528,20,,,,
5369,49531,10,,,,
5370,49531,20,,,,
5371,49542,10,,,,
5372,49542,40,,,,
5373,49548,10,,,,
5374,49548,40,,,,
5375,49554,10,,,,
5376,49554,20,,,,
5377,49608,10,,,,
5378,49608,40,,,,
5379,49609,20,,,,
5380,49609,30,,,,
5381,49635,10,,,,
5382,49635,40,,,,
5383,49645,10,,,,
5384,49648,10,,,,
5385,49661,10,,,,
5386,49667,10,,,,
5387,49689,40,,,,
5388,49689,10,,,,
5389,49697,10,,,,
5390,49697,20,,,,
5391,49701,20,,,,
5392,49701,30,,,,
5393,49702,20,,,,
5394,49702,30,,,,
5395,49712,10,,,,
5396,49712,20,,,,
5397,49713,10,,,,
5398,49713,40,,,,
5399,49722,10,,,,
5400,49722,20,,,,
5401,49724,20,,,,
5402,49724,30,,,,
5403,49729,10,,,,
5404,49742,10,,,,
5405,49742,20,,,,
5406,49753,10,,,,
5407,49766,20,,,,
5408,49766,30,,,,
5409,49779,10,,,,
5410,49799,10,,,,
5411,49799,40,,,,
5412,49801,20,,,,
5413,49801,21,,,,
5414,49801,10,,,,
5415,50117,10,,,,
5416,50117,20,,,,
5417,50125,20,,,,
5418,50125,22,-0.719006929,,,
5419,50125,21,,,,
5420,50132,20,,,,
5421,50132,30,,,,
5422,50138,20,,,,
5423,50138,30,,,,
5424,50143,10,,,,
5425,50143,20,,,,
5426,50145,10,,,,
5427,50152,30,,,,
5428,50152,31,,,,
5429,50156,10,,,,
5430,50158,10,,,,
5431,50158,20,,,,
5432,50169,10,,,,
5433,50169,40,,,,
5434,50173,10,,,,
5435,50173,40,,,,
5436,50176,10,,,,
5437,50176,40,,,,
5438,50180,10,,,,
5439,50180,20,,,,
5440,50181,10,,,,
5441,50181,20,,,,
5442,50182,10,,,,
5443,50182,20,,,,
5444,50185,10,,,,
5445,50185,40,,,,
5446,50192,10,,,,
5447,50192,20,,,,
5448,50195,30,,,,
5449,50195,31,,,,
5450,50201,10,,,,
5451,50201,40,,,,
5452,50203,10,,,,
5453,50203,20,,,,
5454,50214,10,,,,
5455,50216,20,,,,
5456,50223,10,,,,
5457,50223,20,,,,
5458,50229,20,,,,
5459,50229,30,,,,
5460,50232,10,,,,
5461,50232,20,,,,
5462,50233,10,,,,
5463,50233,20,,,,
5464,50235,20,,,,
5465,50237,10,,,,
5466,50237,40,,,,
5467,50239,10,,,,
5468,50239,20,,,,
5469,50243,10,,,,
5470,50243,20,,,,
5471,50258,20,,,,
5472,50258,30,,,,
5473,50259,10,,,,
5474,50272,10,,,,
5475,50272,40,,,,
5476,50283,20,,,,
5477,50283,30,,,,
5478,50287,10,,,,
5479,50321,10,,,,
5480,50326,20,,,,
5481,50326,30,,,,
5482,50342,10,,,,
5483,50342,20,,,,
5484,50358,10,,,,
5485,50358,40,,,,
5486,50362,10,,,,
5487,50364,10,,,,
5488,50364,40,,,,
5489,50365,30,,,,
5490,50368,10,,,,
5491,50368,20,0.552762552,,,
5492,50375,10,,,,
5493,50375,20,,,,
5494,50376,10,,,,
5495,50376,40,,,,
5496,50377,10,,,,
5497,50377,40,,,,
5498,50380,20,,,,
5499,50380,30,,,,
5500,50382,10,,,,
5501,50383,10,,,,
5502,50384,40,,,,
5503,50385,10,,,,
5504,50385,20,,,,
5505,50389,10,,,,
5506,50389,11,,,,
5507,50392,10,,,,
5508,50403,10,,,,
5509,50403,20,,,,
5510,50412,10,,,,
5511,50412,20,,,,
5512,50419,20,,,,
5513,50419,30,,,,
5514,50428,20,,,,
5515,50432,10,,,,
5516,50432,40,,,,
5517,50437,20,,,,
5518,50437,30,,,,
5519,50452,10,,,,
5520,50452,20,,,,
5521,50456,10,,,,
5522,50456,40,,,,
5523,50461,30,,,,
5524,50473,10,,,,
5525,50473,20,,,,
5526,50483,10,,,,
5527,50483,20,,,,
5528,50488,10,,,,
5529,50488,20,,,,
5530,50517,10,,,,
5531,50517,40,,,,
5532,50520,10,,,,
5533,50520,40,,,,
5534,50523,10,,,,
5535,50528,20,,,,
5536,50528,30,,,,
5537,50530,20,,,,
5538,50530,30,,,,
5539,50546,10,,,,
5540,50546,20,,,,
5541,50560,10,,,,
5542,50560,20,,,,
5543,50571,10,,,,
5544,50571,11,,,,
5545,50576,10,,,,
5546,50576,20,,,,
5547,50583,20,,,,
5548,50583,30,,,,
5549,50587,10,,,,
5550,50587,20,,,,
5551,50594,10,,,,
5552,50594,20,,,,
5553,50598,10,,,,
5554,50598,40,,,,
5555,50600,20,,,,
5556,50601,10,,,,
5557,50601,40,,,,
5558,50606,10,,,,
5559,50606,40,,,,
5560,50622,20,,,,
5561,50631,20,,,,
5562,50631,30,,,,
5563,50635,10,,,,
5564,50635,20,,,,
5565,50642,10,,,,
5566,50665,10,,,,
5567,50665,20,,,,
5568,50694,10,,,,
5569,50708,10,,,,
5570,50709,10,,,,
5571,50709,40,,,,
5572,50716,10,,,,
5573,50716,20,,,,
5574,50724,20,,,,
5575,50726,10,,,,
5576,50726,20,,,,
5577,50733,10,,,,
5578,50733,40,,,,
5579,50746,10,,,,
5580,50746,20,,,,
5581,50763,10,,,,
5582,50763,20,,,,
5583,50766,10,,,,
5584,50766,40,,,,
5585,50784,10,,,,
5586,50784,20,,,,
5587,50786,10,,,,
5588,50786,40,,,,
5589,50788,10,,,,
5590,50788,20,,,,
5591,50802,10,,,,
5592,50802,40,,,,
5593,50803,10,,,,
5594,50807,10,,,,
5595,50815,10,,,,
5596,50822,10,,,,
5597,50823,10,,,,
5598,50823,40,,,,
5599,50825,10,,,,
5600,50825,11,,,,
5601,50825,40,,,,
5602,50825,42,-0.719006929,,,
5603,50825,41,,,,
5604,50834,20,,,,
5605,50834,30,,,,
5606,50842,10,,,,
5607,50852,10,,,,
5608,50852,20,,,,
5609,50853,10,,,,
5610,50853,20,,,,
5611,50857,40,,,,
5612,50857,10,,,,
5613,50861,20,,,,
5614,50861,30,,,,
5615,50869,20,,,,
5616,50869,30,,,,
5617,50873,10,,,,
5618,50883,10,,,,
5619,50883,20,,,,
5620,50884,20,,,,
5621,50884,30,,,,
5622,50885,10,,,,
5623,50885,11,0.552762552,,,
5624,50885,40,,,,
5625,50890,10,,,,
5626,50894,10,,,,
5627,50894,20,,,,
5628,50895,10,,,,
5629,50895,40,,,,
5630,50903,10,,,,
5631,50906,10,,,,
5632,50907,20,,,,
5633,50907,30,,,,
5634,50911,10,,,,
5635,50911,40,,,,
5636,50925,10,,,,
5637,50930,10,,,,
5638,50936,10,,,,
5639,50937,10,,,,
5640,50945,10,,,,
5641,50945,40,,,,
5642,50972,10,,,,
5643,50972,40,,,,
5644,50974,10,,,,
5645,50974,20,,,,
5646,50992,10,,,,
5647,50993,10,,,,
5648,50993,40,,,,
5649,50997,10,,,,
5650,50997,20,,,,
5651,51003,40,,,,
5652,51003,41,,,,
5653,51004,40,0.552762552,,,
5654,51012,20,,,,
5655,51012,21,,,,
5656,51018,10,,,,
5657,51038,10,,,,
5658,51044,10,,,,
5659,51044,40,,,,
5660,51062,40,,,,
5661,51062,41,,,,
5662,51065,10,,,,
5663,51069,10,,,,
5664,51075,10,,,,
5665,51077,10,,,,
5666,51098,20,,,,
5667,51106,10,,,,
5668,51108,10,,,,
5669,51108,40,,,,
5670,51111,10,,,,
5671,51111,20,,,,
5672,51169,10,,,,
5673,51169,20,,,,
5674,51174,30,,,,
5675,51174,20,,,,
5676,51174,21,,,,
5677,51184,10,,,,
5678,51184,20,,,,
5679,51185,10,,,,
5680,51188,10,,,,
5681,51203,10,,,,
5682,51217,10,,,,
5683,51217,40,,,,
5684,51221,10,,,,
5685,51225,10,,,,
5686,51228,10,,,,
5687,51228,20,,,,
5688,51244,10,,,,
5689,51244,20,,,,
5690,51248,20,,,,
5691,51248,30,,,,
5692,51251,10,,,,
5693,51251,40,,,,
5694,51270,10,,,,
5695,51273,10,,,,
5696,51273,20,,,,
5697,51298,10,,,,
5698,51302,10,,,,
5699,51306,10,,,,
5700,51306,20,,,,
5701,51308,20,,,,
5702,51308,30,,,,
5703,51318,20,,,,
5704,51318,30,,,,
5705,51320,10,,,,
5706,51345,30,,,,
5707,51348,20,,,,
5708,51356,20,,,,
5709,51356,30,,,,
5710,51373,10,,,,
5711,51378,10,,,,
5712,51381,10,,,,
5713,51385,10,,,,
5714,51387,10,,,,
5715,51387,20,,,,
5716,51405,10,,,,
5717,51405,20,,,,
5718,51406,10,,,,
5719,51406,40,,,,
5720,51417,30,,,,
5721,51422,10,,,,
5722,51423,10,,,,
5723,51423,11,,,,
5724,51456,20,,,,
5725,51456,30,,,,
5726,51462,10,,,,
5727,51462,20,,,,
5728,51466,10,,,,
5729,51466,20,,,,
5730,51467,10,,,,
5731,51467,11,,,,
5732,51470,10,,,,
5733,51476,20,,,,
5734,51476,30,,,,
5735,51478,10,,,,
5736,51479,10,,,,
5737,51479,20,,,,
5738,51489,20,,,,
5739,51489,30,,,,
5740,51500,20,,,,
5741,51500,30,,,,
5742,51506,10,,,,
5743,51507,10,,,,
5744,51507,20,,,,
5745,51510,10,,,,
5746,51514,10,,,,
5747,51515,10,,,,
5748,51518,10,,,,
5749,51522,20,,,,
5750,51534,10,,,,
5751,51534,20,,,,
5752,51538,10,,,,
5753,51538,20,,,,
5754,51542,10,,,,
5755,51542,20,,,,
5756,51547,20,,,,
5757,51549,10,,,,
5758,51549,40,,,,
5759,51550,10,,,,
5760,51550,20,,,,
5761,51554,20,,,,
5762,51554,30,,,,
5763,51558,10,,,,
5764,51558,40,,,,
5765,51577,10,,,,
5766,51577,20,,,,
5767,51589,10,,,,
5768,51596,10,,,,
5769,51596,20,,,,
5770,51615,10,,,,
5771,51615,40,,,,
5772,51639,20,,,,
5773,51639,30,,,,
5774,51640,10,,,,
5775,51640,20,,,,
5776,51655,10,,,,
5777,51655,40,,,,
5778,51658,10,,,,
5779,51680,10,,,,
5780,51680,20,,,,
5781,51695,20,,,,
5782,51695,30,,,,
5783,51698,10,,,,
5784,51725,10,,,,
5785,51725,20,,,,
5786,51735,10,,,,
5787,51740,20,,,,
5788,51740,30,,,,
5789,51752,10,,,,
5790,51752,40,,,,
5791,51765,10,,,,
5792,51788,10,,,,
5793,51788,40,,,,
5794,51795,10,,,,
5795,51795,20,,,,
5796,51824,10,,,,
5797,51835,10,,,,
5798,51835,20,,,,
5799,51863,10,,,,
5800,51863,20,,,,
5801,51865,30,,,,
5802,51872,20,,,,
5803,51872,30,,,,
5804,51885,10,,,,
5805,51890,10,,,,
5806,51890,11,,,,
5807,51896,20,,,,
5808,51896,30,,,,
5809,51901,20,,,,
5810,51908,20,,,,
5811,51908,30,,,,
5812,51911,10,,,,
5813,51921,20,,,,
5814,51927,20,,,,
5815,51927,30,,,,
5816,51937,10,3.096301514,,,
5817,51947,20,,,,
5818,51947,30,,,,
5819,51961,10,,,,
5820,51961,20,,,,
5821,51975,20,,,,
