,HHID,PN,HB027,JB027,KB027,LB027
19677,501013,10,,-1.044233657,,
19678,501013,20,,,,
19679,500856,10,,,,
19680,500856,20,,,,
19681,500975,10,,,,
19682,500975,20,,,,
19683,500615,20,,,,
19684,501647,10,,-1.044233657,,
19685,501647,20,,,,
19686,501955,10,,,,
19687,500719,10,,,,
19688,500719,20,,-1.044233657,,
19689,501594,10,,,,
19690,501594,20,,,,
19691,502735,10,,-1.044233657,,
19692,502735,20,,-1.044233657,,
19693,502562,10,,,,
19694,500668,10,,,,
19695,500668,20,,,,
19696,502242,10,,,,
19697,502242,20,,,,
19698,502130,20,,-1.044233657,,
19699,501143,10,,-1.044233657,,
19700,501143,20,,-1.044233657,,
19701,501395,10,,-1.044233657,,
19702,501407,10,,,,
19703,500345,10,,,,
19704,502678,10,,,,
19705,502678,20,,-1.044233657,,
19706,500458,10,,-1.044233657,,
19707,500458,20,,-1.044233657,,
19708,501636,10,,,,
19709,501904,10,,-1.044233657,,
19710,501904,20,,,,
19711,500290,10,,-1.044233657,,
19712,501815,10,,-1.044233657,,
19713,501815,20,,-1.044233657,,
19714,502042,10,,-1.044233657,,
19715,502171,10,,,,
19716,502171,20,,-1.044233657,,
19717,501215,10,,,,
19718,500224,10,,,,
19719,500224,20,,,,
19720,501413,10,,,,
19721,501413,20,,2.276276505,,
19722,501588,10,,-1.044233657,,
19723,501588,20,,,,
19724,500147,10,,-1.044233657,,
19725,501159,10,,-1.044233657,,
19726,500312,10,,,,
19727,500312,20,,-1.044233657,,
19728,500362,10,,,,
19729,501680,10,,,,
19730,501680,20,,,,
19731,500740,20,,-1.044233657,,
19732,501175,20,,0.062603063,,
19733,501337,10,,-1.044233657,,
19734,501337,20,,,,
19735,500153,10,,-1.044233657,,
19736,500153,20,,-1.044233657,,
19737,501232,10,,-1.044233657,,
19738,501232,20,,-1.044233657,,
19739,500735,10,,1.169439784,,
19740,500448,10,,-1.044233657,,
19741,500448,20,,-1.044233657,,
19742,501427,10,,0.062603063,,
19743,500944,10,,1.169439784,,
19744,500944,20,,0.062603063,,
19745,501446,10,,-1.044233657,,
19746,501446,20,,0.062603063,,
19747,501109,10,,-1.044233657,,
19748,501109,20,,,,
19749,500700,10,,0.062603063,,
19750,500700,20,,0.062603063,,
19751,500168,10,,0.062603063,,
19752,500168,20,,0.062603063,,
19753,501787,10,,-1.044233657,,
19754,501787,20,,-1.044233657,,
19755,501010,10,,2.276276505,,
19756,501010,20,,-1.044233657,,
19757,501528,10,,-1.044233657,,
19758,501528,20,,-1.044233657,,
19759,502440,10,,0.062603063,,
19760,501193,10,,0.062603063,,
19761,501653,10,,0.062603063,,
19762,501653,20,,,,
19763,501063,10,,0.062603063,,
19764,501063,20,,0.062603063,,
19765,500136,10,,0.062603063,,
19766,500136,20,,0.062603063,,
19767,500291,10,,0.062603063,,
19768,500291,20,,0.062603063,,
19769,500363,10,,0.062603063,,
19770,500363,20,,0.062603063,,
19771,500360,10,,0.062603063,,
19772,500360,20,,0.062603063,,
19773,500712,10,,,,
19774,500712,20,,-1.044233657,,
19775,500355,10,,1.169439784,,
19776,500355,20,,0.062603063,,
19777,500083,10,,0.062603063,,
19778,500083,20,,-1.044233657,,
19779,501929,10,,0.062603063,,
19780,501929,20,,,,
19781,502342,10,,0.062603063,,
19782,502342,20,,0.062603063,,
19783,502712,10,,,,
19784,501470,10,,0.062603063,,
19785,501470,20,,-1.044233657,,
19786,501741,10,,0.062603063,,
19787,501741,20,,0.062603063,,
19788,500889,10,,1.169439784,,
19789,500889,20,,1.169439784,,
19790,500754,10,,-1.044233657,,
19791,500754,20,,-1.044233657,,
19792,501906,10,,0.062603063,,
19793,501125,10,,0.062603063,,
19794,501125,20,,0.062603063,,
19795,501077,10,,1.169439784,,
19796,501077,20,,0.062603063,,
19797,500518,10,,0.062603063,,
19798,502426,10,,0.062603063,,
19799,502426,20,,0.062603063,,
19800,500377,10,,,,
19801,500377,20,,0.062603063,,
19802,501691,10,,-1.044233657,,
19803,501691,20,,-1.044233657,,
19804,501539,10,,-1.044233657,,
19805,501539,20,,-1.044233657,,
19806,502019,10,,-1.044233657,,
19807,502019,20,,-1.044233657,,
19808,500324,10,,2.276276505,,
19809,500324,20,,1.169439784,,
19810,500870,10,,-1.044233657,,
19811,500870,20,,0.062603063,,
19812,502179,10,,-1.044233657,,
19813,502179,20,,1.169439784,,
19814,502538,10,,,,
19815,500810,10,,0.062603063,,
19816,500584,10,,0.062603063,,
19817,502626,10,,-1.044233657,,
19818,502626,20,,-1.044233657,,
19819,500486,10,,-1.044233657,,
19820,500486,20,,0.062603063,,
19821,501180,10,,0.062603063,,
19822,501180,20,,-1.044233657,,
19823,500999,10,,0.062603063,,
19824,500869,20,,-1.044233657,,
19825,502703,10,,0.062603063,,
19826,501601,10,,-1.044233657,,
19827,501601,20,,0.062603063,,
19828,501475,10,,-1.044233657,,
19829,501475,20,,0.062603063,,
19830,500346,10,,-1.044233657,,
19831,500346,20,,-1.044233657,,
19832,502481,10,,1.169439784,,
19833,502481,20,,0.062603063,,
19834,500060,10,,-1.044233657,,
19835,500060,20,,-1.044233657,,
19836,502201,10,,-1.044233657,,
19837,502201,20,,0.062603063,,
19838,501999,10,,0.062603063,,
19839,501999,20,,1.169439784,,
19840,500647,10,,0.062603063,,
19841,500647,20,,2.276276505,,
19842,502585,10,,-1.044233657,,
19843,501323,10,,0.062603063,,
19844,501323,20,,0.062603063,,
19845,502009,10,,0.062603063,,
19846,502009,20,,-1.044233657,,
19847,501111,10,,-1.044233657,,
19848,501111,20,,0.062603063,,
19849,500606,10,,0.062603063,,
19850,500606,20,,0.062603063,,
19851,501676,10,,0.062603063,,
19852,501543,10,,0.062603063,,
19853,501543,20,,,,
19854,501303,10,,-1.044233657,,
19855,501303,20,,0.062603063,,
19856,501811,10,,-1.044233657,,
19857,501811,20,,0.062603063,,
19858,502117,10,,0.062603063,,
19859,502117,20,,0.062603063,,
19860,500161,10,,1.169439784,,
19861,500161,20,,0.062603063,,
19862,500402,10,,,,
19863,500402,20,,1.169439784,,
19864,500273,10,,0.062603063,,
19865,500273,20,,0.062603063,,
19866,500109,10,,0.062603063,,
19867,500109,20,,-1.044233657,,
19868,501527,10,,0.062603063,,
19869,501527,20,,0.062603063,,
19870,502638,10,,0.062603063,,
19871,502638,20,,0.062603063,,
19872,500586,10,,0.062603063,,
19873,500586,20,,-1.044233657,,
19874,500951,10,,2.276276505,,
19875,502460,10,,-1.044233657,,
19876,500605,10,,1.169439784,,
19877,500605,20,,1.169439784,,
19878,502356,10,,1.169439784,,
19879,502356,20,,0.062603063,,
19880,500172,10,,2.276276505,,
19881,500172,20,,0.062603063,,
19882,500344,10,,0.062603063,,
19883,500344,20,,-1.044233657,,
19884,502311,10,,,,
19885,502311,20,,-1.044233657,,
19886,502276,10,,0.062603063,,
19887,502276,20,,-1.044233657,,
19888,502752,10,,-1.044233657,,
19889,502752,20,,0.062603063,,
19890,501745,10,,1.169439784,,
19891,501188,10,,-1.044233657,,
19892,501188,20,,0.062603063,,
19893,502435,10,,0.062603063,,
19894,502435,20,,1.169439784,,
19895,500414,10,,,,
19896,500414,20,,0.062603063,,
19897,500666,10,,,,
19898,501690,10,,0.062603063,,
19899,501690,20,,0.062603063,,
19900,502533,10,,0.062603063,,
19901,502646,10,,0.062603063,,
19902,502115,10,,-1.044233657,,
19903,502115,20,,0.062603063,,
19904,501132,10,,-1.044233657,,
19905,502087,10,,-1.044233657,,
19906,501256,10,,,,
19907,501256,20,,,,
19908,500094,10,,1.169439784,,
19909,500094,20,,,,
19910,500077,10,,,,
19911,501001,10,,-1.044233657,,
19912,501174,10,,,,
19913,501017,10,,,,
19914,501760,10,,-1.044233657,,
19915,501226,20,,-1.044233657,,
19916,502680,10,,0.062603063,,
19917,500742,10,,1.169439784,,
19918,500140,10,,1.169439784,,
19919,502229,10,,0.062603063,,
19920,502229,20,,0.062603063,,
19921,501972,10,,-1.044233657,,
19922,500673,10,,0.062603063,,
19923,500673,20,,2.276276505,,
19924,502190,10,,0.062603063,,
19925,502190,20,,0.062603063,,
19926,502411,10,,0.062603063,,
19927,502411,20,,0.062603063,,
19928,502713,10,,2.276276505,,
19929,502713,20,,2.276276505,,
19930,500727,10,,1.169439784,,
19931,500727,20,,2.276276505,,
19932,502524,10,,0.062603063,,
19933,502542,10,,,,
19934,501416,10,,-1.044233657,,
19935,501416,20,,-1.044233657,,
19936,501578,10,,,,
19937,501191,10,,0.062603063,,
19938,502266,10,,,,
19939,502470,10,,,,
19940,500389,10,,,,
19941,502151,10,,,,
19942,502528,10,,1.169439784,,
19943,502528,20,,2.276276505,,
19944,502163,10,,0.062603063,,
19945,502163,20,,2.276276505,,
19946,502160,10,,,,
19947,501345,10,,-1.044233657,,
19948,502041,10,,,,
19949,501563,10,,,,
19950,501327,10,,,,
19951,501327,20,,0.062603063,,
19952,502469,10,,-1.044233657,,
19953,502396,10,,0.062603063,,
19954,501079,10,,,,
19955,502666,10,,,,
19956,501419,10,,0.062603063,,
19957,501419,20,,0.062603063,,
19958,502720,10,,-1.044233657,,
19959,501262,20,,1.169439784,,
19960,502168,10,,,,
19961,500824,10,,,,
19962,500209,10,,-1.044233657,,
19963,502439,10,,,,
19964,501599,10,,,,
19965,502384,10,,,,
19966,502124,10,,-1.044233657,,
19967,502124,20,,0.062603063,,
19968,500106,10,,0.062603063,,
19969,500106,20,,1.169439784,,
19970,502282,10,,-1.044233657,,
19971,502282,20,,0.062603063,,
19972,500741,10,,-1.044233657,,
19973,500741,20,,-1.044233657,,
19974,500112,10,,-1.044233657,,
19975,500112,20,,0.062603063,,
19976,502494,10,,-1.044233657,,
19977,502729,10,,-1.044233657,,
19978,500704,10,,-1.044233657,,
19979,501506,10,,-1.044233657,,
19980,500940,10,,,,
19981,500551,10,,-1.044233657,,
19982,500511,10,,-1.044233657,,
19983,500338,10,,,,
19984,501629,10,,-1.044233657,,
19985,501629,20,,0.062603063,,
19986,502372,10,,-1.044233657,,
19987,502372,20,,,,
19988,500243,10,,,,
19989,500243,20,,,,
19990,500510,10,,-1.044233657,,
19991,500510,20,,-1.044233657,,
19992,501769,10,,-1.044233657,,
19993,502692,10,,-1.044233657,,
19994,502692,20,,0.062603063,,
19995,502198,10,,0.062603063,,
19996,502198,20,,-1.044233657,,
19997,502231,10,,0.062603063,,
19998,501689,10,,0.062603063,,
19999,501625,10,,-1.044233657,,
20000,501847,10,,1.169439784,,
20001,501847,20,,-1.044233657,,
20002,501618,10,,0.062603063,,
20003,501618,20,,0.062603063,,
20004,500141,10,,-1.044233657,,
20005,502327,10,,,,
20006,502327,20,,0.062603063,,
20007,500378,10,,1.169439784,,
20008,501228,10,,0.062603063,,
20009,501228,20,,0.062603063,,
20010,502370,10,,-1.044233657,,
20011,502370,20,,-1.044233657,,
20012,500131,10,,1.169439784,,
20013,500631,10,,-1.044233657,,
20014,500631,20,,,,
20015,500111,10,,-1.044233657,,
20016,502174,10,,,,
20017,502174,20,,,,
20018,500072,10,,2.276276505,,
20019,501869,10,,2.276276505,,
20020,500706,10,,,,
20021,500706,20,,-1.044233657,,
20022,502339,10,,-1.044233657,,
20023,502339,20,,1.169439784,,
20024,500542,10,,,,
20025,500542,20,,-1.044233657,,
20026,501430,10,,,,
20027,501430,20,,-1.044233657,,
20028,501725,10,,0.062603063,,
20029,501683,10,,-1.044233657,,
20030,501683,20,,0.062603063,,
20031,500272,10,,0.062603063,,
20032,500272,20,,0.062603063,,
20033,502588,10,,2.276276505,,
20034,502588,20,,0.062603063,,
20035,500079,10,,-1.044233657,,
20036,500079,20,,0.062603063,,
20037,501394,10,,-1.044233657,,
20038,501142,10,,-1.044233657,,
20039,501142,20,,-1.044233657,,
20040,502561,10,,0.062603063,,
20041,502561,20,,2.276276505,,
20042,500672,10,,1.169439784,,
20043,500672,20,,0.062603063,,
20044,501547,10,,-1.044233657,,
20045,501547,20,,0.062603063,,
20046,500089,10,,-1.044233657,,
20047,500089,20,,0.062603063,,
20048,502251,10,,-1.044233657,,
20049,502251,20,,0.062603063,,
20050,501336,10,,0.062603063,,
20051,501526,10,,,,
20052,501051,10,,0.062603063,,
20053,501051,20,,1.169439784,,
20054,502030,10,,0.062603063,,
20055,500543,10,,1.169439784,,
20056,500863,10,,0.062603063,,
20057,501197,10,,-1.044233657,,
20058,502049,10,,-1.044233657,,
20059,502049,20,,-1.044233657,,
20060,500313,10,,1.169439784,,
20061,500313,20,,0.062603063,,
20062,502280,10,,-1.044233657,,
20063,501582,10,,0.062603063,,
20064,502125,10,,-1.044233657,,
20065,500795,10,,,,
20066,500182,10,,,,
20067,500182,20,,,,
20068,501418,10,,0.062603063,,
20069,501922,10,,-1.044233657,,
20070,501922,20,,0.062603063,,
20071,501765,10,,0.062603063,,
20072,500410,20,,1.169439784,,
20073,502507,10,,-1.044233657,,
20074,501024,10,,,,
20075,502253,10,,-1.044233657,,
20076,500423,10,,0.062603063,,
20077,500423,20,,0.062603063,,
20078,500066,10,,-1.044233657,,
20079,502066,10,,0.062603063,,
20080,501189,10,,2.276276505,,
20081,501189,20,,1.169439784,,
20082,501449,10,,2.276276505,,
20083,501449,20,,1.169439784,,
20084,501858,10,,2.276276505,,
20085,502698,10,,-1.044233657,,
20086,502698,20,,2.276276505,,
20087,500253,10,,1.169439784,,
20088,500253,20,,0.062603063,,
20089,502173,10,,0.062603063,,
20090,500086,10,,0.062603063,,
20091,500086,20,,0.062603063,,
20092,502759,10,,0.062603063,,
20093,502759,20,,0.062603063,,
20094,501924,10,,0.062603063,,
20095,500451,10,,-1.044233657,,
20096,500451,20,,0.062603063,,
20097,502671,10,,0.062603063,,
20098,501940,10,,,,
20099,501940,20,,-1.044233657,,
20100,502444,10,,0.062603063,,
20101,502444,20,,1.169439784,,
20102,500332,10,,-1.044233657,,
20103,500332,20,,0.062603063,,
20104,500375,10,,0.062603063,,
20105,500723,10,,2.276276505,,
20106,500061,10,,0.062603063,,
20107,500061,20,,2.276276505,,
20108,500866,10,,-1.044233657,,
20109,502490,10,,1.169439784,,
20110,502490,20,,0.062603063,,
20111,500629,10,,0.062603063,,
20112,500629,20,,0.062603063,,
20113,501951,10,,2.276276505,,
20114,501951,20,,0.062603063,,
20115,502302,10,,0.062603063,,
20116,500236,10,,0.062603063,,
20117,502263,10,,0.062603063,,
20118,502263,20,,0.062603063,,
20119,502248,10,,2.276276505,,
20120,502248,20,,0.062603063,,
20121,500513,10,,2.276276505,,
20122,500513,20,,0.062603063,,
20123,500280,10,,0.062603063,,
20124,501736,10,,2.276276505,,
20125,500198,10,,,,
20126,500198,20,,0.062603063,,
20127,501734,10,,0.062603063,,
20128,501304,10,,0.062603063,,
20129,502589,10,,2.276276505,,
20130,502589,20,,0.062603063,,
20131,500495,10,,0.062603063,,
20132,500803,10,,2.276276505,,
20133,500803,20,,0.062603063,,
20134,501684,10,,-1.044233657,,
20135,501684,20,,-1.044233657,,
20136,500837,10,,0.062603063,,
20137,500837,20,,0.062603063,,
20138,500252,10,,2.276276505,,
20139,500252,20,,-1.044233657,,
20140,500007,10,,0.062603063,,
20141,500007,20,,0.062603063,,
20142,502637,10,,1.169439784,,
20143,502637,20,,-1.044233657,,
20144,502035,10,,0.062603063,,
20145,501206,10,,2.276276505,,
20146,501206,20,,1.169439784,,
20147,501299,10,,-1.044233657,,
20148,501299,20,,0.062603063,,
20149,501301,10,,1.169439784,,
20150,501301,20,,2.276276505,,
20151,502371,10,,2.276276505,,
20152,501155,10,,0.062603063,,
20153,501049,10,,0.062603063,,
20154,501049,20,,-1.044233657,,
20155,501083,10,,0.062603063,,
20156,501083,20,,0.062603063,,
20157,500622,10,,0.062603063,,
20158,500622,20,,0.062603063,,
20159,500591,10,,2.276276505,,
20160,500180,10,,0.062603063,,
20161,502189,10,,-1.044233657,,
20162,502274,10,,-1.044233657,,
20163,500903,10,,0.062603063,,
20164,501185,10,,-1.044233657,,
20165,502747,10,,-1.044233657,,
20166,502747,20,,0.062603063,,
20167,501949,10,,-1.044233657,,
20168,502310,10,,,,
20169,500931,10,,-1.044233657,,
20170,500384,10,,-1.044233657,,
20171,502505,10,,,,
20172,501443,10,,1.169439784,,
20173,501443,20,,0.062603063,,
20174,502185,10,,,,
20175,501706,10,,0.062603063,,
20176,500949,10,,0.062603063,,
20177,502654,10,,0.062603063,,
20178,502654,20,,0.062603063,,
20179,501033,10,,-1.044233657,,
20180,501033,20,,,,
20181,500816,10,,0.062603063,,
20182,500565,10,,0.062603063,,
20183,502150,10,,0.062603063,,
20184,502150,20,,0.062603063,,
20185,502496,10,,1.169439784,,
20186,501730,10,,-1.044233657,,
20187,502458,10,,1.169439784,,
20188,500886,10,,0.062603063,,
20189,501504,10,,0.062603063,,
20190,501504,20,,0.062603063,,
20191,502277,10,,0.062603063,,
20192,502277,20,,0.062603063,,
20193,500390,10,,0.062603063,,
20194,500390,20,,0.062603063,,
20195,502203,10,,0.062603063,,
20196,502203,20,,0.062603063,,
20197,501208,10,,0.062603063,,
20198,501208,20,,0.062603063,,
20199,501519,10,,-1.044233657,,
20200,500135,10,,0.062603063,,
20201,500135,20,,0.062603063,,
20202,502317,10,,2.276276505,,
20203,502715,10,,0.062603063,,
20204,500043,10,,0.062603063,,
20205,500043,20,,0.062603063,,
20206,501834,10,,0.062603063,,
20207,501834,20,,2.276276505,,
20208,502628,10,,-1.044233657,,
20209,502628,20,,0.062603063,,
20210,500318,10,,2.276276505,,
20211,501078,10,,0.062603063,,
20212,501391,10,,0.062603063,,
20213,502486,10,,2.276276505,,
20214,500435,10,,1.169439784,,
20215,500435,20,,1.169439784,,
20216,501821,10,,0.062603063,,
20217,501821,20,,0.062603063,,
20218,500097,10,,0.062603063,,
20219,500097,20,,1.169439784,,
20220,500166,10,,1.169439784,,
20221,500166,20,,0.062603063,,
20222,500022,10,,0.062603063,,
20223,502634,10,,-1.044233657,,
20224,500536,10,,,,
20225,500536,20,,-1.044233657,,
20226,502465,10,,-1.044233657,,
20227,502465,20,,-1.044233657,,
20228,501260,10,,0.062603063,,
20229,500438,10,,0.062603063,,
20230,500438,20,,0.062603063,,
20231,500781,10,,0.062603063,,
20232,502068,10,,2.276276505,,
20233,500685,10,,0.062603063,,
20234,502403,10,,0.062603063,,
20235,502378,10,,,,
20236,501171,10,,-1.044233657,,
20237,501656,10,,,,
20238,501656,20,,-1.044233657,,
20239,500488,10,,0.062603063,,
20240,502592,10,,-1.044233657,,
20241,500038,10,,2.276276505,,
20242,501670,10,,0.062603063,,
20243,501054,10,,0.062603063,,
20244,501790,10,,0.062603063,,
20245,501790,20,,-1.044233657,,
20246,502052,10,,0.062603063,,
20247,501976,10,,-1.044233657,,
20248,500475,10,,0.062603063,,
20249,500504,10,,-1.044233657,,
20250,502696,10,,-1.044233657,,
20251,501831,10,,0.062603063,,
20252,501831,20,,2.276276505,,
20253,500686,10,,-1.044233657,,
20254,502133,10,,-1.044233657,,
20255,502133,20,,0.062603063,,
20256,502094,10,,0.062603063,,
20257,502094,20,,0.062603063,,
20258,501093,10,,-1.044233657,,
20259,501093,20,,2.276276505,,
20260,500394,10,,0.062603063,,
20261,501576,10,,-1.044233657,,
20262,502373,10,,-1.044233657,,
20263,501870,10,,-1.044233657,,
20264,501870,20,,-1.044233657,,
20265,501569,10,,2.276276505,,
20266,501569,20,,-1.044233657,,
20267,500034,10,,-1.044233657,,
20268,500034,20,,,,
20269,502623,10,,0.062603063,,
20270,502623,20,,-1.044233657,,
20271,500126,10,,0.062603063,,
20272,500126,20,,0.062603063,,
20273,502365,10,,-1.044233657,,
20274,502365,20,,0.062603063,,
20275,502004,10,,,,
20276,502004,20,,-1.044233657,,
20277,502523,10,,2.276276505,,
20278,502523,20,,1.169439784,,
20279,500117,10,,-1.044233657,,
20280,500117,20,,0.062603063,,
20281,501662,10,,0.062603063,,
20282,501662,20,,2.276276505,,
20283,502422,10,,0.062603063,,
20284,502422,20,,1.169439784,,
20285,501258,10,,0.062603063,,
20286,502299,10,,0.062603063,,
20287,502299,20,,0.062603063,,
20288,502285,10,,1.169439784,,
20289,500184,10,,0.062603063,,
20290,501606,10,,-1.044233657,,
20291,501433,10,,0.062603063,,
20292,501212,10,,,,
20293,501212,20,,0.062603063,,
20294,502699,10,,2.276276505,,
20295,502699,20,,-1.044233657,,
20296,500358,10,,1.169439784,,
20297,500358,20,,0.062603063,,
20298,501882,10,,-1.044233657,,
20299,501928,10,,-1.044233657,,
20300,501928,20,,-1.044233657,,
20301,502031,10,,-1.044233657,,
20302,501403,10,,1.169439784,,
20303,501403,20,,0.062603063,,
20304,502732,10,,0.062603063,,
20305,502732,20,,0.062603063,,
20306,502366,10,,0.062603063,,
20307,502366,20,,0.062603063,,
20308,500443,10,,1.169439784,,
20309,500443,20,,1.169439784,,
20310,501854,10,,0.062603063,,
20311,500748,10,,2.276276505,,
20312,500748,20,,0.062603063,,
20313,502412,10,,2.276276505,,
20314,502412,20,,0.062603063,,
20315,501104,10,,-1.044233657,,
20316,501104,20,,0.062603063,,
20317,500261,10,,,,
20318,500261,20,,,,
20319,501716,10,,0.062603063,,
20320,501716,20,,0.062603063,,
20321,500288,10,,1.169439784,,
20322,501883,10,,-1.044233657,,
20323,500827,10,,0.062603063,,
20324,500827,20,,0.062603063,,
20325,501767,10,,0.062603063,,
20326,501536,10,,,,
20327,501536,20,,,,
20328,501602,20,,-1.044233657,,
20329,502332,10,,-1.044233657,,
20330,502568,10,,0.062603063,,
20331,502568,20,,0.062603063,,
20332,500545,10,,0.062603063,,
20333,500545,20,,0.062603063,,
20334,500367,10,,2.276276505,,
20335,500367,20,,,,
20336,501993,10,,0.062603063,,
20337,501993,20,,1.169439784,,
20338,500854,10,,2.276276505,,
20339,502164,10,,0.062603063,,
20340,502164,20,,0.062603063,,
20341,501068,10,,1.169439784,,
20342,501464,10,,0.062603063,,
20343,501630,10,,0.062603063,,
20344,501630,20,,-1.044233657,,
20345,502153,10,,1.169439784,,
20346,500878,10,,0.062603063,,
20347,500705,10,,,,
20348,500696,10,,0.062603063,,
20349,500408,10,,0.062603063,,
20350,500408,20,,0.062603063,,
20351,500635,10,,-1.044233657,,
20352,500452,10,,0.062603063,,
20353,501469,10,,-1.044233657,,
20354,502651,10,,-1.044233657,,
20355,502651,20,,0.062603063,,
20356,500804,10,,,,
20357,501879,10,,0.062603063,,
20358,500602,10,,0.062603063,,
20359,500602,20,,-1.044233657,,
20360,501931,10,,-1.044233657,,
20361,501931,20,,-1.044233657,,
20362,502594,10,,0.062603063,,
20363,502594,20,,1.169439784,,
20364,501889,10,,0.062603063,,
20365,501889,20,,0.062603063,,
20366,502755,10,,1.169439784,,
20367,502755,20,,2.276276505,,
20368,501061,10,,,,
20369,501018,10,,-1.044233657,,
20370,502000,10,,-1.044233657,,
20371,500680,10,,-1.044233657,,
20372,502177,10,,2.276276505,,
20373,501311,10,,0.062603063,,
20374,501311,20,,0.062603063,,
20375,500327,10,,,,
20376,500327,20,,0.062603063,,
20377,500649,10,,0.062603063,,
20378,502750,10,,0.062603063,,
20379,502750,20,,-1.044233657,,
20380,500032,10,,1.169439784,,
20381,500032,20,,0.062603063,,
20382,500885,10,,0.062603063,,
20383,500885,20,,0.062603063,,
20384,501977,10,,0.062603063,,
20385,501977,20,,2.276276505,,
20386,500778,10,,2.276276505,,
20387,500778,20,,-1.044233657,,
20388,500847,10,,0.062603063,,
20389,500847,20,,-1.044233657,,
20390,500370,10,,1.169439784,,
20391,500860,10,,1.169439784,,
20392,500860,20,,0.062603063,,
20393,501351,10,,0.062603063,,
20394,501351,20,,0.062603063,,
20395,502546,10,,2.276276505,,
20396,502546,20,,0.062603063,,
20397,500078,10,,2.276276505,,
20398,500078,20,,0.062603063,,
20399,501755,10,,-1.044233657,,
20400,501755,20,,,,
20401,501916,10,,0.062603063,,
20402,501916,20,,2.276276505,,
20403,502166,10,,0.062603063,,
20404,502100,10,,0.062603063,,
20405,500445,10,,2.276276505,,
20406,502578,10,,-1.044233657,,
20407,502578,20,,0.062603063,,
20408,500175,20,,0.062603063,,
20409,501812,10,,-1.044233657,,
20410,502433,10,,-1.044233657,,
20411,502433,20,,-1.044233657,,
20412,500418,10,,,,
20413,501227,10,,,,
20414,501227,20,,0.062603063,,
20415,502550,10,,,,
20416,502731,10,,0.062603063,,
20417,501214,10,,,,
20418,501214,20,,-1.044233657,,
20419,502118,10,,2.276276505,,
20420,501983,10,,,,
20421,500522,10,,-1.044233657,,
20422,500428,10,,-1.044233657,,
20423,501848,10,,,,
20424,502714,10,,,,
20425,502714,20,,,,
20426,502146,10,,-1.044233657,,
20427,502146,20,,-1.044233657,,
20428,501571,10,,0.062603063,,
20429,501571,20,,,,
20430,500750,10,,-1.044233657,,
20431,500750,20,,,,
20432,502114,10,,-1.044233657,,
20433,500625,10,,-1.044233657,,
20434,500625,20,,-1.044233657,,
20435,501946,10,,0.062603063,,
20436,501946,20,,2.276276505,,
20437,501692,10,,-1.044233657,,
20438,501692,20,,-1.044233657,,
20439,500480,10,,-1.044233657,,
20440,500480,20,,-1.044233657,,
20441,502642,10,,0.062603063,,
20442,502642,20,,0.062603063,,
20443,501846,10,,-1.044233657,,
20444,500171,10,,0.062603063,,
20445,501314,10,,0.062603063,,
20446,501845,10,,0.062603063,,
20447,501284,10,,2.276276505,,
20448,501284,20,,1.169439784,,
20449,500018,10,,0.062603063,,
20450,500018,20,,-1.044233657,,
20451,501487,10,,0.062603063,,
20452,501487,20,,-1.044233657,,
20453,501698,10,,-1.044233657,,
20454,502388,10,,0.062603063,,
20455,500842,10,,-1.044233657,,
20456,500842,20,,-1.044233657,,
20457,500760,10,,-1.044233657,,
20458,500760,20,,,,
20459,501016,10,,2.276276505,,
20460,501524,10,,,,
20461,501779,10,,2.276276505,,
20462,501779,20,,1.169439784,,
20463,501830,20,,-1.044233657,,
20464,500383,10,,-1.044233657,,
20465,501923,10,,0.062603063,,
20466,502591,10,,-1.044233657,,
20467,502591,20,,0.062603063,,
20468,502590,10,,0.062603063,,
20469,500372,10,,1.169439784,,
20470,500372,20,,-1.044233657,,
20471,500814,10,,0.062603063,,
20472,500814,20,,-1.044233657,,
20473,500674,10,,0.062603063,,
20474,500674,20,,0.062603063,,
20475,502621,10,,1.169439784,,
20476,502621,20,,0.062603063,,
20477,502622,10,,0.062603063,,
20478,502622,20,,0.062603063,,
20479,502354,10,,,,
20480,502551,10,,-1.044233657,,
20481,502551,20,,0.062603063,,
20482,500298,10,,2.276276505,,
20483,500298,20,,1.169439784,,
20484,502200,10,,0.062603063,,
20485,502200,20,,0.062603063,,
20486,502021,10,,,,
20487,502021,20,,2.276276505,,
20488,502569,10,,0.062603063,,
20489,502569,20,,1.169439784,,
20490,502512,10,,,,
20491,502512,20,,0.062603063,,
20492,500436,10,,0.062603063,,
20493,501402,10,,2.276276505,,
20494,501402,20,,-1.044233657,,
20495,501047,10,,0.062603063,,
20496,501047,20,,2.276276505,,
20497,501664,10,,0.062603063,,
20498,501664,20,,0.062603063,,
20499,500070,10,,0.062603063,,
20500,500070,20,,0.062603063,,
20501,500954,10,,0.062603063,,
20502,502016,10,,-1.044233657,,
20503,502016,20,,0.062603063,,
20504,500201,10,,0.062603063,,
20505,500201,20,,0.062603063,,
20506,500624,10,,0.062603063,,
20507,500167,10,,0.062603063,,
20508,500167,20,,0.062603063,,
20509,502316,10,,-1.044233657,,
20510,500512,10,,0.062603063,,
20511,500512,20,,0.062603063,,
20512,502152,10,,0.062603063,,
20513,502152,20,,1.169439784,,
20514,502700,10,,0.062603063,,
20515,502700,20,,1.169439784,,
20516,501358,10,,0.062603063,,
20517,501358,20,,0.062603063,,
20518,501905,10,,0.062603063,,
20519,500749,10,,-1.044233657,,
