,HHID,E4588_y,F5348,G5735,HQ400,JQ400,KQ400,LQ400
29153,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29154,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29155,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29156,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29157,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29158,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29159,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29160,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29161,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29162,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29163,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29164,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29165,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29166,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29167,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29168,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29169,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29170,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29171,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29172,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29173,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29174,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29175,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29176,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29177,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29178,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29179,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29180,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29181,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29182,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29183,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29184,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29185,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29186,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29187,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29188,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29189,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29190,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29191,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29192,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29193,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29194,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29195,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29196,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29197,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29198,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29199,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29200,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29201,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29202,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29203,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29204,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29205,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29206,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29207,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29208,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29209,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29210,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29211,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29212,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29213,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29214,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29215,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29216,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29217,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29218,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29219,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29220,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29221,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29222,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29223,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29224,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29225,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29226,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29227,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29228,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29229,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29230,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29231,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29232,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29233,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29234,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29235,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29236,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29237,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29238,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29239,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29240,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29241,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29242,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29243,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29244,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29245,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29246,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29247,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29248,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29249,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29250,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29251,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29252,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29253,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29254,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29255,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29256,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29257,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29258,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29259,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29260,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29261,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29262,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29263,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29264,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29265,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29266,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29267,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29268,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29269,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29270,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29271,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29272,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29273,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29274,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29275,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29276,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29277,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29278,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29279,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29280,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29281,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29282,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29283,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29284,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29285,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29286,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29287,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
29288,054542,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29289,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29290,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29291,054542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29292,054547,-1.0,,,,,,
29293,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29294,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29295,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29296,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29297,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29298,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29299,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29300,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29301,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29302,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29303,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29304,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29305,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29306,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29307,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29308,054580,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29309,054586,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0
29310,054591,-1.0,-1.0,-1.0,-1.0,,,
29311,054593,-1.0,-1.0,-1.0,,-1.0,,
29312,054594,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29313,054598,-1.0,,,,,,
29314,054602,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29315,054616,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29316,054617,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29317,054620,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29318,054629,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29319,054640,-1.0,-1.0,,,1.0,,
29320,054641,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29321,054650,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29322,054661,-1.0,-1.0,-1.0,-1.0,,,
29323,054669,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0
29324,054735,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0
29325,054755,-1.0,,-1.0,,-1.0,-1.0,
29326,054756,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0
29327,054763,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29328,054769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29329,054772,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29330,054773,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0
29331,054795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29332,054795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
29333,054796,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29334,054796,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29335,054796,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29336,054796,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29337,054796,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29338,054796,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29339,054796,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29340,054796,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
29341,054798,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29342,054803,-1.0,-1.0,-1.0,,,,
29343,054818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29344,054819,-1.0,,,,,,
29345,054829,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29346,054831,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29347,054858,-1.0,-1.0,-1.0,-1.0,,,
29348,054859,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29349,054932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29350,054961,-1.0,1.0,,,,,
29351,054963,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
29352,054965,1.0,-1.0,-1.0,-1.0,1.0,,
29353,054991,-1.0,,,,1.0,-1.0,-1.0
29354,055000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29355,055003,-1.0,-1.0,-1.0,-1.0,,,
29356,055012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29357,055012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29358,055012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29359,055012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29360,055032,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29361,055040,-1.0,,,,,,
29362,055045,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29363,055088,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29364,055096,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29365,055106,-1.0,-1.0,-1.0,1.0,1.0,1.0,
29366,055120,-1.0,,,-1.0,-1.0,-1.0,-1.0
29367,055120,-1.0,,,-1.0,-1.0,-1.0,-1.0
29368,055120,-1.0,,,-1.0,-1.0,-1.0,-1.0
29369,055120,-1.0,,,-1.0,-1.0,-1.0,-1.0
29370,055120,-1.0,,,-1.0,-1.0,-1.0,-1.0
29371,055120,-1.0,,,-1.0,-1.0,-1.0,-1.0
29372,055120,-1.0,,,-1.0,-1.0,-1.0,-1.0
29373,055120,-1.0,,,-1.0,-1.0,-1.0,-1.0
29374,055134,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29375,055145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29376,055151,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29377,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29378,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29379,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29380,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29381,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29382,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29383,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29384,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29385,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29386,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29387,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29388,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29389,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29390,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29391,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29392,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29393,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29394,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29395,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29396,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29397,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29398,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29399,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29400,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29401,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29402,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29403,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29404,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29405,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29406,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29407,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29408,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29409,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29410,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29411,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29412,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29413,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29414,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29415,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29416,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29417,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29418,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29419,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29420,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29421,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29422,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29423,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29424,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29425,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29426,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29427,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29428,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29429,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29430,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29431,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29432,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29433,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29434,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29435,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29436,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29437,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29438,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29439,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29440,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29441,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29442,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29443,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29444,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29445,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29446,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29447,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29448,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29449,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29450,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29451,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29452,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29453,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29454,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29455,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29456,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29457,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29458,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29459,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29460,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29461,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29462,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29463,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29464,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29465,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29466,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29467,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29468,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29469,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29470,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29471,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29472,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29473,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29474,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29475,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29476,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29477,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29478,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29479,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29480,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29481,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29482,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29483,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29484,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29485,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29486,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29487,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29488,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29489,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29490,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29491,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29492,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29493,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29494,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29495,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29496,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29497,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29498,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29499,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29500,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29501,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29502,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29503,055185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
