,HHID,PN,V47_x,V47_y,W103,E374,F686,G757,HX060_R,JX060_R,KX060_R,LX060_R
311,011983,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
312,011989,010,1.0,1.0,1.0,,,,,,,
313,011993,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
314,011993,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
315,011999,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
316,011999,020,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
317,012005,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
318,012005,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
319,012007,010,-1.0,-1.0,-1.0,,,,,,,
320,012009,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
321,012009,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
322,012010,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
323,012010,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
324,012023,010,1.0,1.0,1.0,1.0,1.0,,,,,
325,012025,010,-1.0,-1.0,-1.0,,,,,,,
326,012033,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
327,012045,010,1.0,1.0,1.0,,1.0,,,,1.0,
328,012045,020,-1.0,-1.0,-1.0,,,,,,,
329,012052,010,-1.0,-1.0,-1.0,-1.0,,,,,,
330,012054,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,
331,012054,020,1.0,1.0,1.0,1.0,,,,,,
332,012068,010,1.0,1.0,1.0,,,,,,,
333,012068,020,-1.0,-1.0,-1.0,-1.0,,,,,,
334,012094,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
335,012094,040,-1.0,-1.0,-1.0,,,,,,,
336,012104,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
337,012104,020,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0
338,012106,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
339,012108,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
340,012112,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
341,012112,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
342,012118,020,-1.0,-1.0,-1.0,-1.0,,,,,,
343,012118,030,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0
344,012124,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
345,012124,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
346,012135,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
347,012135,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
348,012139,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
349,012139,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
350,012140,010,1.0,1.0,1.0,,,,,,,
351,012145,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
352,012145,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
353,012156,010,1.0,1.0,1.0,1.0,,,,,,
354,012156,040,-1.0,-1.0,-1.0,-1.0,,,,,,
355,012161,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
356,012161,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
357,012162,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
358,012166,010,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
359,012166,040,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0
360,012172,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
361,012172,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
362,012174,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
363,012174,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
364,012178,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
365,012179,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
366,012183,010,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
367,012195,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
368,012196,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
369,012196,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
370,012218,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
371,012218,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
372,012223,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
373,012223,030,1.0,1.0,1.0,,,,,,,
374,012232,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
375,012232,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
376,012235,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
377,012235,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
378,012242,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
379,012242,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
380,012243,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
381,012243,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
382,012252,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
383,012252,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0
384,012257,010,1.0,1.0,1.0,,1.0,,1.0,,,1.0
385,012257,040,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,,,-1.0
386,012273,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
387,012273,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
388,012274,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
389,012274,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
390,012276,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
391,012276,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
392,012278,030,1.0,1.0,1.0,,,,,,,
393,012280,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
394,012280,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
395,012285,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
396,012292,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
397,012292,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
398,012302,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
399,012306,010,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
400,012310,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
401,012315,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
402,012315,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
403,012318,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
404,012319,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
405,012323,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
406,012332,030,1.0,1.0,1.0,1.0,1.0,,,,,
407,012344,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
408,012344,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
409,012345,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
410,012345,030,1.0,1.0,1.0,1.0,1.0,,,,,
411,012393,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
412,012393,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
413,012394,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0
414,012398,010,1.0,1.0,1.0,,,,,,,
415,012401,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
416,012401,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
417,012405,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
418,012417,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
419,012418,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
420,012418,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
421,012424,010,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
422,012443,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
423,012443,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
424,012445,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
425,012445,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
426,012455,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
427,012458,010,1.0,1.0,1.0,,,,,,,
428,012458,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
429,012474,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
430,012474,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
431,012479,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
432,012481,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
433,012483,010,1.0,1.0,1.0,1.0,1.0,,,,,
434,012484,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
435,012484,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
436,012488,010,1.0,1.0,1.0,,,,,,,
437,012494,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
438,012494,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
439,012496,010,1.0,1.0,1.0,1.0,1.0,,,,,
440,012502,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
441,012502,020,1.0,1.0,1.0,1.0,1.0,1.0,,,,
442,012507,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
443,012510,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
444,012510,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
445,012512,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
446,012512,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
447,012513,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
448,012513,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
449,012514,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
450,012514,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
451,012516,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
452,012516,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
453,012517,010,1.0,1.0,,,,,,,,
454,012517,040,-1.0,-1.0,,,,,,,,
455,012520,010,-1.0,-1.0,-1.0,-1.0,,,,,,
456,012520,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
457,012529,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
458,012529,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
459,012532,010,-1.0,-1.0,-1.0,-1.0,,,,,,
460,012543,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
461,012549,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
462,012549,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
463,012552,010,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,,,
464,012552,020,1.0,1.0,1.0,,1.0,1.0,1.0,,,
465,012553,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
466,012562,010,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,
467,012571,010,1.0,1.0,1.0,,,,,,,
468,012571,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
469,012573,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
470,012574,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
471,012574,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
472,012576,010,-1.0,-1.0,-1.0,,,,,,,
473,012586,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
474,012586,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
475,012588,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
476,012588,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
477,012596,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
478,012605,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
479,012605,040,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0
480,012611,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
481,012629,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
482,012629,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
483,012648,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
484,012651,010,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
485,012653,010,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0
486,012666,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
487,012667,010,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
488,012671,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
489,012682,010,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,-1.0
490,012690,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
491,012695,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
492,012695,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
493,012706,010,-1.0,-1.0,-1.0,-1.0,,,,,,
494,012709,020,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
495,012715,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
496,012715,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
497,012736,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,
498,012738,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
499,012738,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
500,012743,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
501,012744,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
502,012744,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
503,012745,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
504,012745,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
505,012756,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
506,012757,010,1.0,1.0,1.0,,,,,,,
507,012761,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
508,012761,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
509,012762,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
510,012765,010,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
511,012765,020,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,,
512,012786,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
513,012792,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
514,012799,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
515,012799,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
516,012804,010,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,,
517,012821,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
518,012830,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,
519,012852,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
520,012852,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
521,012854,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
522,012864,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
523,012864,030,1.0,1.0,1.0,,,,,,,
524,012887,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
525,012909,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
526,012909,030,1.0,1.0,1.0,,,,,,,
527,012920,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528,012922,010,1.0,1.0,1.0,,,1.0,1.0,1.0,,
529,012922,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
530,012948,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
531,012964,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
532,012964,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
533,012967,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
534,012971,020,1.0,1.0,1.0,1.0,,,,,,
535,012971,030,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
536,012974,010,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,,-1.0
537,012974,020,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0
538,012979,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
539,012979,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
540,012981,020,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
541,012981,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
542,012985,010,1.0,1.0,1.0,1.0,1.0,,,,,
543,012985,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
544,012987,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
545,012987,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
546,013008,010,1.0,1.0,1.0,1.0,,,,,,1.0
547,013008,040,-1.0,-1.0,-1.0,-1.0,,,,,,-1.0
548,013054,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
549,013054,040,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,,-1.0,-1.0
550,013062,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
551,013062,020,1.0,1.0,1.0,1.0,1.0,1.0,,,,
552,013063,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
553,013085,010,1.0,1.0,1.0,1.0,,,,,,
554,013085,020,-1.0,-1.0,-1.0,-1.0,,,,,,
555,013089,010,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
556,013089,020,1.0,1.0,1.0,1.0,1.0,,,,,
557,013137,010,-1.0,-1.0,-1.0,-1.0,,,,,,
558,013137,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
559,013140,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
560,013140,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
561,013142,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
562,013142,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
563,013158,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
564,013176,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
565,013176,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
566,013177,010,-1.0,-1.0,,,,,,,,
567,013177,040,1.0,1.0,,,,,,,,
568,013189,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
569,013193,010,1.0,1.0,1.0,,,,,,,
570,013194,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
571,013208,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
572,013208,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
573,013211,010,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
574,013211,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
575,013212,010,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
576,013216,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
577,013231,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
578,013231,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
579,013238,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
580,013238,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
581,013241,010,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
582,013242,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
583,013257,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
584,013286,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
585,013286,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
586,013296,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
587,013305,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
588,013305,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
589,013317,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
590,013317,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
591,013318,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
592,013318,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
593,013331,010,1.0,1.0,1.0,,,,,,,
594,013336,010,1.0,1.0,1.0,,1.0,,,,,
595,013344,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
596,013344,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
597,013371,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
598,013376,010,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,
599,013387,010,1.0,1.0,1.0,,,,,,,
600,013387,040,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0
601,013390,010,-1.0,-1.0,-1.0,,,,,,,
602,013392,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
603,013392,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
604,013399,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
605,013399,040,1.0,1.0,1.0,1.0,1.0,1.0,,,,
606,013418,010,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0
607,013418,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0
608,013426,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
609,013433,020,1.0,1.0,1.0,1.0,1.0,1.0,,,,
610,013433,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
611,013459,010,-1.0,-1.0,-1.0,,,,,,,
612,013465,010,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
