,HHID,PN,JJ005M1,KJ005M1,HJ005M1,G3365M1,F3115M1,E2611M1
6061,054796,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6062,054796,040,-1.0,,1.0,-1.0,-1.0,-1.0
6063,054798,020,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
6064,054798,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6065,054818,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6066,054829,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6067,054829,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6068,054831,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6069,054831,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6070,054859,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6071,054932,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6072,054932,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6073,054963,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6074,054965,010,-1.0,,-1.0,-1.0,-1.0,-1.0
6075,054991,040,-1.0,-1.0,,,,-1.0
6076,054991,041,-1.0,-1.0,,,,
6077,055000,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6078,055000,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6079,055012,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6080,055012,031,-1.0,-1.0,-1.0,-1.0,,
6081,055032,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6082,055045,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6083,055088,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6084,055096,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6085,055106,010,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
6086,055120,010,-1.0,-1.0,-1.0,,,-1.0
6087,055120,011,-1.0,-1.0,-1.0,,,
6088,055134,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6089,055134,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6090,055145,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6091,055145,040,-1.0,-1.0,-1.0,-1.0,-1.0,
6092,055151,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6093,055151,020,-1.0,-1.0,-1.0,-1.0,-1.0,
6094,055185,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6095,055185,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6096,055185,041,-1.0,-1.0,-1.0,-1.0,,
6097,055212,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6098,055212,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6099,055250,010,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
6100,055250,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6101,055253,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6102,055253,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6103,055266,020,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
6104,055266,030,-1.0,-1.0,-1.0,-1.0,,-1.0
6105,055276,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6106,055292,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6107,055363,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6108,055363,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6109,055369,010,-1.0,-1.0,-1.0,,-1.0,-1.0
6110,055369,040,-1.0,-1.0,-1.0,,-1.0,-1.0
6111,055378,010,-1.0,,,-1.0,-1.0,-1.0
6112,055378,040,-1.0,,,-1.0,-1.0,-1.0
6113,055388,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6114,055394,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6115,055394,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6116,055403,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6117,055403,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6118,055439,010,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
6119,055444,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6120,055444,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6121,055470,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6122,055470,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6123,055471,010,-1.0,-1.0,,,-1.0,-1.0
6124,055512,020,-1.0,-1.0,,,,
6125,055566,010,-1.0,-1.0,-1.0,-1.0,,-1.0
6126,055570,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6127,055574,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6128,055601,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6129,055607,010,-1.0,-1.0,-1.0,-1.0,,-1.0
6130,055622,010,-1.0,,-1.0,-1.0,-1.0,
6131,055625,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6132,055630,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6133,055633,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6134,055633,031,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6135,055634,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6136,055654,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6137,055654,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6138,055720,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6139,055720,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6140,055721,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6141,055721,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6142,055737,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6143,055737,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6144,055750,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6145,055750,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6146,055757,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6147,055757,011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6148,055831,020,-1.0,,-1.0,-1.0,-1.0,-1.0
6149,055831,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6150,055884,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6151,055917,020,-1.0,,-1.0,-1.0,-1.0,-1.0
6152,055975,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6153,055975,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6154,056010,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6155,056010,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6156,056024,010,-1.0,-1.0,,,,
6157,056030,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6158,056030,011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6159,056038,020,-1.0,,-1.0,-1.0,-1.0,-1.0
6160,056038,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6161,056041,010,-1.0,-1.0,-1.0,-1.0,-1.0,
6162,056043,010,-1.0,-1.0,-1.0,,-1.0,-1.0
6163,056051,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6164,056061,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6165,056061,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6166,056067,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6167,056067,020,-1.0,,-1.0,1.0,-1.0,-1.0
6168,056067,021,-1.0,-1.0,-1.0,,,
6169,056072,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6170,056072,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6171,056076,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6172,056082,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6173,056083,020,-1.0,-1.0,-1.0,,,
6174,056083,021,-1.0,-1.0,-1.0,,,
6175,056083,030,-1.0,-1.0,-1.0,,,
6176,056087,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6177,056087,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6178,056089,010,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
6179,056089,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6180,056092,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6181,056092,020,-1.0,,-1.0,-1.0,-1.0,-1.0
6182,056104,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6183,056104,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6184,056117,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6185,056117,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6186,056117,031,-1.0,-1.0,-1.0,,,
6187,056132,010,-1.0,-1.0,,-1.0,-1.0,-1.0
6188,056132,020,-1.0,-1.0,,-1.0,-1.0,-1.0
6189,056134,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6190,056138,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6191,056138,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6192,056140,010,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
6193,056140,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6194,056156,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6195,056162,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6196,056164,010,-1.0,-1.0,-1.0,,,
6197,056164,020,-1.0,-1.0,-1.0,,,
6198,056182,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6199,056182,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6200,056211,040,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
6201,056215,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6202,056215,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6203,056274,010,-1.0,-1.0,-1.0,,-1.0,-1.0
6204,056282,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6205,056287,010,-1.0,,-1.0,-1.0,-1.0,-1.0
6206,056296,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6207,056296,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6208,056298,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6209,056298,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6210,056318,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6211,056323,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6212,056323,011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6213,056354,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6214,056419,010,,-1.0,-1.0,-1.0,-1.0,
6215,056425,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6216,056429,010,-1.0,-1.0,-1.0,,,-1.0
6217,056435,010,-1.0,,-1.0,-1.0,-1.0,-1.0
6218,056436,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6219,056436,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6220,056458,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6221,056461,010,-1.0,-1.0,-1.0,-1.0,-1.0,
6222,056461,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6223,056469,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6224,056489,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6225,056489,020,-1.0,,-1.0,-1.0,-1.0,-1.0
6226,056492,010,-1.0,-1.0,-1.0,-1.0,,
6227,056495,040,-1.0,,,-1.0,-1.0,
6228,056515,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6229,056515,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6230,056550,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6231,056550,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6232,056560,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6233,056562,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6234,056564,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6235,056566,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6236,056566,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6237,056567,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6238,056567,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6239,056609,010,-1.0,-1.0,,-1.0,-1.0,1.0
6240,056610,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6241,056617,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6242,056639,010,-1.0,-1.0,-1.0,-1.0,-1.0,
6243,056639,020,-1.0,-1.0,-1.0,-1.0,-1.0,
6244,056644,020,-1.0,-1.0,,,,-1.0
6245,056644,030,-1.0,-1.0,,,,-1.0
6246,056651,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6247,056665,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6248,056665,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6249,056678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6250,056698,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6251,056698,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6252,056703,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6253,056712,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6254,056712,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6255,056714,010,-1.0,-1.0,-1.0,-1.0,-1.0,
6256,056714,020,-1.0,-1.0,-1.0,-1.0,-1.0,
6257,056721,010,-1.0,-1.0,-1.0,-1.0,,
6258,056747,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6259,056747,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6260,056752,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6261,056753,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6262,056754,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6263,056754,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6264,056778,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6265,056792,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6266,056835,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6267,056840,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6268,056853,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6269,056856,010,-1.0,,-1.0,-1.0,-1.0,-1.0
6270,056886,010,-1.0,-1.0,-1.0,-1.0,-1.0,
6271,056912,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6272,056936,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6273,056955,010,-1.0,-1.0,-1.0,-1.0,,
6274,056955,011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6275,056955,012,-1.0,-1.0,,,,
6276,056955,013,-1.0,-1.0,,,,
6277,056966,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6278,056966,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6279,056991,030,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
6280,056991,031,-1.0,-1.0,-1.0,,,
6281,057018,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6282,057026,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6283,057045,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6284,057092,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6285,057093,010,-1.0,-1.0,,-1.0,-1.0,-1.0
6286,057099,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6287,057117,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6288,057117,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6289,057124,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6290,057130,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6291,057130,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6292,057138,020,-1.0,-1.0,-1.0,-1.0,,-1.0
6293,057142,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6294,057154,030,-1.0,,-1.0,-1.0,-1.0,-1.0
6295,057168,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6296,057170,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6297,057184,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6298,057210,010,-1.0,,-1.0,,,
6299,057218,010,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
6300,057226,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6301,057227,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6302,057227,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6303,057244,020,-1.0,-1.0,-1.0,,-1.0,
6304,057248,010,-1.0,-1.0,,-1.0,-1.0,-1.0
6305,057248,040,-1.0,,,-1.0,-1.0,-1.0
6306,057253,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6307,057253,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6308,057284,010,-1.0,,-1.0,-1.0,-1.0,-1.0
6309,057284,020,-1.0,,-1.0,-1.0,-1.0,-1.0
6310,057296,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6311,057296,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6312,057306,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6313,057306,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6314,057338,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6315,057339,010,-1.0,,-1.0,-1.0,-1.0,-1.0
6316,057339,020,-1.0,-1.0,-1.0,,,-1.0
6317,057339,021,-1.0,-1.0,-1.0,,,
6318,057341,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6319,057341,040,-1.0,,-1.0,-1.0,-1.0,
6320,057341,041,-1.0,,1.0,,,
6321,057364,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6322,057364,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6323,057376,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6324,057388,010,-1.0,-1.0,-1.0,,,-1.0
6325,057388,011,-1.0,-1.0,-1.0,-1.0,-1.0,
6326,057396,020,-1.0,,-1.0,-1.0,-1.0,-1.0
6327,057396,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6328,057408,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6329,057417,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6330,057440,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6331,057440,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6332,057455,010,-1.0,,-1.0,-1.0,-1.0,-1.0
6333,057455,040,-1.0,,-1.0,-1.0,-1.0,-1.0
6334,057461,020,-1.0,,-1.0,,-1.0,
6335,057461,021,-1.0,-1.0,-1.0,,,
6336,057499,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6337,057506,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6338,057509,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6339,057509,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6340,057511,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6341,057511,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6342,057516,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6343,057516,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6344,057541,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6345,057544,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6346,057544,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6347,057547,010,-1.0,-1.0,-1.0,,-1.0,
6348,057586,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6349,057586,030,-1.0,-1.0,-1.0,,,
6350,057588,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6351,057591,020,-1.0,,,,-1.0,
6352,057605,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6353,057612,030,-1.0,-1.0,-1.0,-1.0,,
6354,057617,040,-1.0,-1.0,,,-1.0,-1.0
6355,057624,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6356,057627,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6357,057627,020,-1.0,-1.0,-1.0,,,-1.0
6358,057629,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6359,057630,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6360,057639,010,-1.0,-1.0,-1.0,1.0,-1.0,1.0
6361,057644,010,-1.0,,-1.0,-1.0,-1.0,-1.0
6362,057669,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6363,057669,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6364,057714,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6365,057714,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6366,057717,010,-1.0,-1.0,-1.0,-1.0,-1.0,
6367,057717,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6368,057743,010,-1.0,,,-1.0,-1.0,
6369,057743,012,-1.0,-1.0,,,,
6370,057760,010,-1.0,,-1.0,,-1.0,-1.0
6371,057770,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6372,057786,010,-1.0,,-1.0,-1.0,1.0,1.0
6373,057786,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6374,057792,010,-1.0,-1.0,-1.0,,,
6375,057894,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6376,057894,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6377,057898,020,-1.0,,-1.0,-1.0,,
6378,057915,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6379,057921,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6380,057941,010,-1.0,1.0,-1.0,-1.0,,-1.0
6381,057941,020,-1.0,-1.0,-1.0,-1.0,,-1.0
6382,057960,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6383,057976,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6384,057976,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6385,058024,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6386,058024,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6387,058049,010,1.0,-1.0,-1.0,-1.0,,
6388,058049,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6389,058049,041,-1.0,-1.0,,,,
6390,058053,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6391,058064,010,-1.0,-1.0,-1.0,,-1.0,-1.0
6392,058064,040,-1.0,-1.0,-1.0,,-1.0,-1.0
6393,058093,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6394,058098,010,-1.0,-1.0,-1.0,-1.0,,-1.0
6395,058105,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6396,058120,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6397,058120,040,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
6398,058122,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6399,058122,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6400,058125,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6401,058125,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6402,058131,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6403,058137,010,-1.0,,-1.0,-1.0,,
6404,058137,020,-1.0,,-1.0,-1.0,,
6405,058153,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6406,058153,011,-1.0,-1.0,-1.0,-1.0,-1.0,
6407,058161,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6408,058183,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6409,058183,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6410,058184,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6411,058219,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6412,058249,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6413,058251,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6414,058260,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6415,058267,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6416,058267,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6417,058277,010,-1.0,,-1.0,-1.0,-1.0,-1.0
6418,058277,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6419,058280,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6420,058307,020,-1.0,,-1.0,-1.0,-1.0,-1.0
6421,058307,030,-1.0,,-1.0,-1.0,-1.0,-1.0
6422,058308,040,-1.0,,-1.0,-1.0,-1.0,-1.0
6423,058314,020,-1.0,,-1.0,-1.0,-1.0,
6424,058314,030,-1.0,,-1.0,-1.0,-1.0,
6425,058343,040,1.0,-1.0,1.0,-1.0,-1.0,
6426,058377,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6427,058384,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6428,058384,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6429,058392,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6430,058398,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6431,058405,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6432,058459,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6433,058466,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6434,058486,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6435,058493,010,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
6436,058501,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6437,058501,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6438,058508,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6439,058508,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6440,058523,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6441,058567,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6442,058567,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6443,058576,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6444,058589,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6445,058589,030,-1.0,,-1.0,-1.0,-1.0,-1.0
6446,058590,010,-1.0,,-1.0,,-1.0,-1.0
6447,058592,010,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
6448,058592,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6449,058605,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6450,058605,020,-1.0,,-1.0,-1.0,-1.0,-1.0
