,HHID,PN,JJ005M1,KJ005M1,HJ005M1,G3365M1,F3115M1,E2611M1
19403,502150,020,-1.0,-1.0,,,,
19404,502151,010,-1.0,-1.0,,,,
19405,502152,010,-1.0,-1.0,,,,
19406,502152,020,-1.0,-1.0,,,,
19407,502153,010,-1.0,1.0,,,,
19408,502154,020,-1.0,,,,,
19409,502156,010,-1.0,-1.0,,,,
19410,502156,020,-1.0,-1.0,,,,
19411,502157,010,1.0,1.0,,,,
19412,502158,010,-1.0,,,,,
19413,502159,010,-1.0,-1.0,,,,
19414,502159,020,-1.0,-1.0,,,,
19415,502160,010,-1.0,-1.0,,,,
19416,502161,010,-1.0,-1.0,,,,
19417,502162,010,-1.0,-1.0,,,,
19418,502163,010,-1.0,,,,,
19419,502163,020,-1.0,,,,,
19420,502164,010,-1.0,-1.0,,,,
19421,502164,020,-1.0,-1.0,,,,
19422,502165,010,-1.0,-1.0,,,,
19423,502166,010,-1.0,,,,,
19424,502168,010,-1.0,-1.0,,,,
19425,502170,010,-1.0,-1.0,,,,
19426,502170,020,-1.0,-1.0,,,,
19427,502171,010,-1.0,-1.0,,,,
19428,502171,020,-1.0,-1.0,,,,
19429,502172,010,-1.0,-1.0,,,,
19430,502173,010,-1.0,-1.0,,,,
19431,502174,010,-1.0,1.0,,,,
19432,502174,020,-1.0,-1.0,,,,
19433,502175,010,-1.0,-1.0,,,,
19434,502177,010,-1.0,-1.0,,,,
19435,502178,010,-1.0,,,,,
19436,502178,020,-1.0,,,,,
19437,502179,010,-1.0,-1.0,,,,
19438,502179,020,-1.0,-1.0,,,,
19439,502180,010,-1.0,-1.0,,,,
19440,502180,020,-1.0,-1.0,,,,
19441,502181,010,-1.0,-1.0,,,,
19442,502181,020,-1.0,-1.0,,,,
19443,502182,010,-1.0,-1.0,,,,
19444,502182,020,-1.0,-1.0,,,,
19445,502183,010,-1.0,-1.0,,,,
19446,502183,020,-1.0,-1.0,,,,
19447,502184,010,-1.0,,,,,
19448,502184,020,-1.0,,,,,
19449,502185,010,-1.0,-1.0,,,,
19450,502186,010,-1.0,-1.0,,,,
19451,502188,010,-1.0,-1.0,,,,
19452,502189,010,-1.0,-1.0,,,,
19453,502190,010,-1.0,-1.0,,,,
19454,502190,020,-1.0,-1.0,,,,
19455,502192,010,-1.0,1.0,,,,
19456,502192,020,-1.0,-1.0,,,,
19457,502195,010,-1.0,-1.0,,,,
19458,502195,020,-1.0,-1.0,,,,
19459,502196,010,-1.0,-1.0,,,,
19460,502198,010,-1.0,-1.0,,,,
19461,502198,020,-1.0,-1.0,,,,
19462,502200,010,-1.0,-1.0,,,,
19463,502200,020,-1.0,-1.0,,,,
19464,502201,010,-1.0,-1.0,,,,
19465,502201,020,-1.0,-1.0,,,,
19466,502202,010,-1.0,-1.0,,,,
19467,502203,010,-1.0,-1.0,,,,
19468,502203,020,-1.0,-1.0,,,,
19469,502205,010,-1.0,-1.0,,,,
19470,502205,020,-1.0,-1.0,,,,
19471,502206,010,-1.0,-1.0,,,,
19472,502206,020,-1.0,-1.0,,,,
19473,502207,010,-1.0,-1.0,,,,
19474,502208,010,-1.0,-1.0,,,,
19475,502208,020,-1.0,-1.0,,,,
19476,502210,010,-1.0,,,,,
19477,502211,010,-1.0,-1.0,,,,
19478,502212,010,-1.0,-1.0,,,,
19479,502214,010,-1.0,,,,,
19480,502214,020,-1.0,,,,,
19481,502217,010,-1.0,-1.0,,,,
19482,502217,020,-1.0,-1.0,,,,
19483,502218,010,-1.0,-1.0,,,,
19484,502218,020,-1.0,-1.0,,,,
19485,502220,010,-1.0,,,,,
19486,502221,010,-1.0,-1.0,,,,
19487,502222,010,1.0,,,,,
19488,502223,010,-1.0,-1.0,,,,
19489,502223,020,-1.0,-1.0,,,,
19490,502224,010,-1.0,-1.0,,,,
19491,502225,010,-1.0,-1.0,,,,
19492,502225,020,-1.0,-1.0,,,,
19493,502226,010,1.0,-1.0,,,,
19494,502226,020,-1.0,-1.0,,,,
19495,502227,010,-1.0,1.0,,,,
19496,502227,020,-1.0,-1.0,,,,
19497,502228,010,-1.0,,,,,
19498,502228,020,-1.0,,,,,
19499,502229,010,-1.0,-1.0,,,,
19500,502229,020,-1.0,-1.0,,,,
19501,502230,010,-1.0,-1.0,,,,
19502,502231,010,-1.0,-1.0,,,,
19503,502232,010,-1.0,-1.0,,,,
19504,502233,010,-1.0,-1.0,,,,
19505,502234,010,-1.0,-1.0,,,,
19506,502234,020,-1.0,-1.0,,,,
19507,502235,010,-1.0,-1.0,,,,
19508,502235,020,-1.0,-1.0,,,,
19509,502236,010,-1.0,-1.0,,,,
19510,502236,020,-1.0,,,,,
19511,502237,010,-1.0,-1.0,,,,
19512,502237,020,-1.0,,,,,
19513,502238,010,-1.0,-1.0,,,,
19514,502238,020,-1.0,-1.0,,,,
19515,502239,010,-1.0,-1.0,,,,
19516,502240,010,-1.0,,,,,
19517,502240,020,-1.0,,,,,
19518,502242,010,-1.0,-1.0,,,,
19519,502242,020,-1.0,1.0,,,,
19520,502244,010,-1.0,-1.0,,,,
19521,502244,020,-1.0,-1.0,,,,
19522,502245,010,-1.0,-1.0,,,,
19523,502245,020,-1.0,-1.0,,,,
19524,502247,010,1.0,-1.0,,,,
19525,502248,010,-1.0,-1.0,,,,
19526,502248,020,-1.0,,,,,
19527,502249,010,-1.0,-1.0,,,,
19528,502249,020,1.0,-1.0,,,,
19529,502251,010,-1.0,-1.0,,,,
19530,502251,020,-1.0,-1.0,,,,
19531,502252,010,-1.0,,,,,
19532,502253,010,-1.0,,,,,
19533,502254,010,-1.0,-1.0,,,,
19534,502254,020,-1.0,-1.0,,,,
19535,502257,010,-1.0,,,,,
19536,502259,010,-1.0,-1.0,,,,
19537,502259,020,-1.0,-1.0,,,,
19538,502260,010,-1.0,-1.0,,,,
19539,502260,020,-1.0,,,,,
19540,502263,010,-1.0,-1.0,,,,
19541,502263,020,-1.0,-1.0,,,,
19542,502264,010,-1.0,-1.0,,,,
19543,502264,020,-1.0,-1.0,,,,
19544,502265,010,-1.0,,,,,
19545,502265,020,-1.0,,,,,
19546,502266,010,-1.0,1.0,,,,
19547,502267,020,-1.0,,,,,
19548,502268,010,-1.0,-1.0,,,,
19549,502268,020,-1.0,-1.0,,,,
19550,502271,010,-1.0,-1.0,,,,
19551,502272,010,-1.0,-1.0,,,,
19552,502272,020,-1.0,1.0,,,,
19553,502273,010,-1.0,-1.0,,,,
19554,502273,020,-1.0,-1.0,,,,
19555,502274,010,-1.0,-1.0,,,,
19556,502276,010,-1.0,-1.0,,,,
19557,502276,020,-1.0,-1.0,,,,
19558,502277,010,-1.0,-1.0,,,,
19559,502277,020,-1.0,-1.0,,,,
19560,502279,010,-1.0,,,,,
19561,502280,010,-1.0,-1.0,,,,
19562,502281,010,-1.0,-1.0,,,,
19563,502282,010,-1.0,-1.0,,,,
19564,502282,020,-1.0,-1.0,,,,
19565,502283,010,-1.0,-1.0,,,,
19566,502283,020,-1.0,-1.0,,,,
19567,502285,010,-1.0,-1.0,,,,
19568,502287,010,-1.0,,,,,
19569,502287,020,-1.0,,,,,
19570,502288,010,-1.0,-1.0,,,,
19571,502288,020,-1.0,-1.0,,,,
19572,502291,010,-1.0,-1.0,,,,
19573,502292,010,-1.0,-1.0,,,,
19574,502292,020,-1.0,-1.0,,,,
19575,502293,010,-1.0,-1.0,,,,
19576,502293,020,-1.0,-1.0,,,,
19577,502294,010,-1.0,,,,,
19578,502295,010,-1.0,-1.0,,,,
19579,502295,020,-1.0,-1.0,,,,
19580,502296,010,-1.0,-1.0,,,,
19581,502297,010,-1.0,-1.0,,,,
19582,502297,020,-1.0,-1.0,,,,
19583,502298,010,-1.0,,,,,
19584,502298,020,-1.0,,,,,
19585,502299,010,-1.0,-1.0,,,,
19586,502299,020,-1.0,-1.0,,,,
19587,502300,010,-1.0,-1.0,,,,
19588,502300,020,-1.0,-1.0,,,,
19589,502302,010,-1.0,-1.0,,,,
19590,502303,010,-1.0,-1.0,,,,
19591,502304,010,-1.0,-1.0,,,,
19592,502304,020,-1.0,-1.0,,,,
19593,502305,010,-1.0,,,,,
19594,502305,020,-1.0,,,,,
19595,502306,010,-1.0,-1.0,,,,
19596,502306,020,-1.0,-1.0,,,,
19597,502307,010,-1.0,-1.0,,,,
19598,502310,010,-1.0,1.0,,,,
19599,502311,010,-1.0,-1.0,,,,
19600,502311,020,-1.0,-1.0,,,,
19601,502312,010,-1.0,-1.0,,,,
19602,502312,020,-1.0,-1.0,,,,
19603,502313,010,-1.0,-1.0,,,,
19604,502313,020,-1.0,-1.0,,,,
19605,502314,010,-1.0,-1.0,,,,
19606,502314,020,-1.0,-1.0,,,,
19607,502315,010,-1.0,-1.0,,,,
19608,502316,010,-1.0,-1.0,,,,
19609,502317,010,-1.0,-1.0,,,,
19610,502318,010,-1.0,-1.0,,,,
19611,502321,010,-1.0,-1.0,,,,
19612,502322,010,-1.0,-1.0,,,,
19613,502322,020,-1.0,-1.0,,,,
19614,502325,010,-1.0,-1.0,,,,
19615,502326,010,1.0,,,,,
19616,502327,010,-1.0,-1.0,,,,
19617,502327,020,-1.0,-1.0,,,,
19618,502328,010,-1.0,-1.0,,,,
19619,502328,020,-1.0,-1.0,,,,
19620,502329,010,-1.0,-1.0,,,,
19621,502332,010,-1.0,-1.0,,,,
19622,502334,010,-1.0,-1.0,,,,
19623,502334,020,-1.0,-1.0,,,,
19624,502336,010,-1.0,-1.0,,,,
19625,502336,020,-1.0,-1.0,,,,
19626,502339,010,-1.0,-1.0,,,,
19627,502339,020,-1.0,-1.0,,,,
19628,502340,010,-1.0,,,,,
19629,502340,020,-1.0,,,,,
19630,502341,010,-1.0,,,,,
19631,502342,010,-1.0,,,,,
19632,502342,020,-1.0,,,,,
19633,502343,010,-1.0,-1.0,,,,
19634,502343,020,1.0,1.0,,,,
19635,502344,010,-1.0,-1.0,,,,
19636,502345,010,-1.0,-1.0,,,,
19637,502347,010,-1.0,-1.0,,,,
19638,502349,010,-1.0,-1.0,,,,
19639,502349,020,-1.0,-1.0,,,,
19640,502350,010,-1.0,-1.0,,,,
19641,502351,020,-1.0,,,,,
19642,502352,010,-1.0,,,,,
19643,502354,010,-1.0,-1.0,,,,
19644,502355,010,-1.0,-1.0,,,,
19645,502355,020,-1.0,-1.0,,,,
19646,502356,010,-1.0,-1.0,,,,
19647,502356,020,-1.0,-1.0,,,,
19648,502358,010,-1.0,-1.0,,,,
19649,502359,010,-1.0,,,,,
19650,502359,020,-1.0,-1.0,,,,
19651,502360,010,-1.0,-1.0,,,,
19652,502360,020,-1.0,-1.0,,,,
19653,502361,010,-1.0,-1.0,,,,
19654,502361,020,-1.0,-1.0,,,,
19655,502362,010,-1.0,-1.0,,,,
19656,502362,020,-1.0,-1.0,,,,
19657,502364,010,-1.0,-1.0,,,,
19658,502364,020,-1.0,-1.0,,,,
19659,502365,010,-1.0,-1.0,,,,
19660,502365,020,-1.0,,,,,
19661,502366,010,-1.0,-1.0,,,,
19662,502366,020,-1.0,-1.0,,,,
19663,502369,010,-1.0,-1.0,,,,
19664,502369,020,-1.0,-1.0,,,,
19665,502370,010,-1.0,-1.0,,,,
19666,502370,020,-1.0,-1.0,,,,
19667,502371,010,-1.0,-1.0,,,,
19668,502372,010,-1.0,-1.0,,,,
19669,502372,020,-1.0,-1.0,,,,
19670,502373,010,-1.0,-1.0,,,,
19671,502376,010,-1.0,,,,,
19672,502378,010,-1.0,-1.0,,,,
19673,502379,010,-1.0,-1.0,,,,
19674,502379,020,-1.0,-1.0,,,,
19675,502381,010,-1.0,-1.0,,,,
19676,502382,010,-1.0,,,,,
19677,502382,020,-1.0,,,,,
19678,502384,010,-1.0,,,,,
19679,502385,010,-1.0,-1.0,,,,
19680,502387,010,-1.0,-1.0,,,,
19681,502387,020,-1.0,-1.0,,,,
19682,502388,010,-1.0,-1.0,,,,
19683,502389,010,-1.0,-1.0,,,,
19684,502389,020,-1.0,-1.0,,,,
19685,502390,010,-1.0,-1.0,,,,
19686,502390,020,-1.0,-1.0,,,,
19687,502391,010,-1.0,-1.0,,,,
19688,502391,020,-1.0,-1.0,,,,
19689,502393,010,-1.0,-1.0,,,,
19690,502395,010,-1.0,-1.0,,,,
19691,502395,020,-1.0,-1.0,,,,
19692,502396,010,-1.0,-1.0,,,,
19693,502397,010,-1.0,-1.0,,,,
19694,502397,020,-1.0,-1.0,,,,
19695,502399,010,-1.0,-1.0,,,,
19696,502399,020,-1.0,-1.0,,,,
19697,502401,010,-1.0,-1.0,,,,
19698,502403,010,-1.0,-1.0,,,,
19699,502404,010,-1.0,-1.0,,,,
19700,502404,020,-1.0,-1.0,,,,
19701,502405,010,-1.0,-1.0,,,,
19702,502405,020,-1.0,-1.0,,,,
19703,502406,010,-1.0,-1.0,,,,
19704,502406,020,-1.0,-1.0,,,,
19705,502407,010,-1.0,-1.0,,,,
19706,502409,010,-1.0,-1.0,,,,
19707,502409,020,1.0,1.0,,,,
19708,502410,010,-1.0,-1.0,,,,
19709,502410,020,-1.0,-1.0,,,,
19710,502411,010,-1.0,-1.0,,,,
19711,502411,020,-1.0,-1.0,,,,
19712,502412,010,-1.0,-1.0,,,,
19713,502412,020,-1.0,-1.0,,,,
19714,502413,010,-1.0,-1.0,,,,
19715,502413,020,-1.0,-1.0,,,,
19716,502414,010,-1.0,-1.0,,,,
19717,502414,020,-1.0,-1.0,,,,
19718,502415,010,-1.0,,,,,
19719,502415,020,-1.0,,,,,
19720,502416,010,-1.0,-1.0,,,,
19721,502416,020,-1.0,-1.0,,,,
19722,502417,010,-1.0,-1.0,,,,
19723,502417,020,-1.0,-1.0,,,,
19724,502419,010,-1.0,-1.0,,,,
19725,502420,010,-1.0,-1.0,,,,
19726,502420,020,-1.0,-1.0,,,,
19727,502422,010,-1.0,-1.0,,,,
19728,502422,020,-1.0,-1.0,,,,
19729,502423,010,-1.0,-1.0,,,,
19730,502425,010,-1.0,-1.0,,,,
19731,502426,010,-1.0,-1.0,,,,
19732,502426,020,-1.0,-1.0,,,,
19733,502427,010,-1.0,-1.0,,,,
19734,502427,020,-1.0,-1.0,,,,
19735,502431,010,-1.0,-1.0,,,,
19736,502432,010,-1.0,-1.0,,,,
19737,502432,020,-1.0,1.0,,,,
19738,502433,010,-1.0,-1.0,,,,
19739,502433,020,-1.0,-1.0,,,,
19740,502434,010,-1.0,-1.0,,,,
19741,502435,010,-1.0,-1.0,,,,
19742,502435,020,-1.0,-1.0,,,,
19743,502437,010,-1.0,-1.0,,,,
19744,502437,020,-1.0,-1.0,,,,
19745,502438,010,-1.0,-1.0,,,,
19746,502439,010,1.0,-1.0,,,,
19747,502440,010,-1.0,-1.0,,,,
19748,502441,010,-1.0,-1.0,,,,
19749,502442,010,-1.0,-1.0,,,,
19750,502442,020,-1.0,-1.0,,,,
19751,502444,010,-1.0,,,,,
19752,502444,020,-1.0,,,,,
19753,502445,010,-1.0,-1.0,,,,
19754,502446,010,-1.0,-1.0,,,,
19755,502448,010,-1.0,-1.0,,,,
19756,502449,010,-1.0,-1.0,,,,
19757,502449,020,-1.0,,,,,
19758,502450,010,-1.0,-1.0,,,,
19759,502450,020,-1.0,-1.0,,,,
19760,502451,010,-1.0,-1.0,,,,
19761,502451,020,-1.0,,,,,
19762,502452,010,-1.0,-1.0,,,,
19763,502452,020,-1.0,-1.0,,,,
19764,502453,010,-1.0,-1.0,,,,
19765,502454,010,-1.0,-1.0,,,,
19766,502454,020,-1.0,-1.0,,,,
19767,502458,010,-1.0,-1.0,,,,
19768,502459,010,-1.0,,,,,
19769,502459,020,-1.0,-1.0,,,,
19770,502460,010,-1.0,,,,,
19771,502461,010,-1.0,-1.0,,,,
19772,502461,020,-1.0,-1.0,,,,
19773,502462,010,-1.0,-1.0,,,,
19774,502462,020,1.0,-1.0,,,,
19775,502463,010,-1.0,,,,,
19776,502464,010,-1.0,,,,,
19777,502465,010,-1.0,1.0,,,,
19778,502465,020,-1.0,-1.0,,,,
19779,502466,010,-1.0,-1.0,,,,
19780,502468,010,-1.0,-1.0,,,,
19781,502469,010,-1.0,-1.0,,,,
19782,502470,010,-1.0,-1.0,,,,
19783,502471,010,-1.0,-1.0,,,,
19784,502471,020,-1.0,-1.0,,,,
19785,502472,010,-1.0,-1.0,,,,
19786,502475,010,-1.0,-1.0,,,,
19787,502475,020,-1.0,-1.0,,,,
19788,502479,010,-1.0,-1.0,,,,
19789,502479,020,-1.0,-1.0,,,,
19790,502480,010,-1.0,,,,,
19791,502481,010,-1.0,-1.0,,,,
19792,502481,020,-1.0,-1.0,,,,
19793,502482,020,1.0,,,,,
19794,502483,010,-1.0,-1.0,,,,
19795,502484,010,-1.0,-1.0,,,,
19796,502486,010,-1.0,-1.0,,,,
19797,502487,010,-1.0,-1.0,,,,
19798,502488,010,-1.0,-1.0,,,,
19799,502488,020,-1.0,-1.0,,,,
19800,502489,010,-1.0,-1.0,,,,
19801,502490,010,-1.0,-1.0,,,,
19802,502490,020,-1.0,-1.0,,,,
19803,502491,010,-1.0,-1.0,,,,
19804,502491,020,-1.0,-1.0,,,,
19805,502492,010,-1.0,-1.0,,,,
19806,502493,010,-1.0,-1.0,,,,
19807,502493,020,-1.0,-1.0,,,,
19808,502494,010,-1.0,,,,,
19809,502496,010,-1.0,-1.0,,,,
19810,502497,010,-1.0,-1.0,,,,
19811,502497,020,-1.0,-1.0,,,,
19812,502498,010,-1.0,-1.0,,,,
19813,502498,020,-1.0,-1.0,,,,
19814,502499,010,-1.0,,,,,
19815,502501,010,-1.0,-1.0,,,,
19816,502502,010,-1.0,-1.0,,,,
19817,502502,020,-1.0,-1.0,,,,
19818,502503,010,-1.0,-1.0,,,,
19819,502504,010,-1.0,-1.0,,,,
19820,502505,010,1.0,-1.0,,,,
19821,502506,010,-1.0,-1.0,,,,
19822,502507,010,-1.0,1.0,,,,
19823,502508,010,-1.0,-1.0,,,,
19824,502508,020,-1.0,-1.0,,,,
19825,502509,020,-1.0,-1.0,,,,
19826,502511,010,-1.0,-1.0,,,,
19827,502512,010,-1.0,-1.0,,,,
19828,502512,020,-1.0,-1.0,,,,
19829,502514,010,-1.0,-1.0,,,,
19830,502514,020,1.0,1.0,,,,
19831,502515,010,-1.0,-1.0,,,,
19832,502515,020,-1.0,-1.0,,,,
19833,502516,010,-1.0,-1.0,,,,
19834,502518,010,-1.0,-1.0,,,,
19835,502519,010,-1.0,-1.0,,,,
19836,502519,020,-1.0,-1.0,,,,
19837,502520,010,-1.0,-1.0,,,,
19838,502522,010,-1.0,-1.0,,,,
19839,502523,010,-1.0,-1.0,,,,
19840,502523,020,-1.0,-1.0,,,,
19841,502524,010,-1.0,-1.0,,,,
19842,502525,010,-1.0,-1.0,,,,
19843,502525,020,-1.0,-1.0,,,,
19844,502526,010,-1.0,-1.0,,,,
19845,502527,020,-1.0,-1.0,,,,
19846,502528,010,-1.0,-1.0,,,,
19847,502528,020,-1.0,-1.0,,,,
19848,502529,010,-1.0,-1.0,,,,
19849,502530,010,-1.0,-1.0,,,,
19850,502530,020,-1.0,-1.0,,,,
19851,502531,010,-1.0,-1.0,,,,
19852,502531,020,-1.0,-1.0,,,,
19853,502532,010,-1.0,-1.0,,,,
19854,502533,010,-1.0,-1.0,,,,
19855,502534,010,-1.0,-1.0,,,,
19856,502534,020,-1.0,-1.0,,,,
19857,502536,010,-1.0,,,,,
19858,502537,010,-1.0,-1.0,,,,
19859,502538,010,-1.0,-1.0,,,,
19860,502539,010,-1.0,-1.0,,,,
19861,502540,010,-1.0,-1.0,,,,
19862,502540,020,-1.0,-1.0,,,,
19863,502541,010,1.0,1.0,,,,
19864,502542,010,-1.0,-1.0,,,,
19865,502543,010,1.0,,,,,
19866,502543,020,-1.0,,,,,
19867,502544,010,-1.0,-1.0,,,,
19868,502546,010,1.0,-1.0,,,,
19869,502546,020,-1.0,-1.0,,,,
19870,502550,010,-1.0,-1.0,,,,
19871,502551,010,-1.0,-1.0,,,,
19872,502551,020,-1.0,-1.0,,,,
19873,502552,010,-1.0,-1.0,,,,
19874,502552,020,-1.0,-1.0,,,,
19875,502553,010,-1.0,,,,,
19876,502553,020,-1.0,-1.0,,,,
19877,502554,010,-1.0,-1.0,,,,
19878,502554,020,-1.0,-1.0,,,,
19879,502556,010,-1.0,-1.0,,,,
19880,502557,010,-1.0,-1.0,,,,
19881,502558,010,-1.0,-1.0,,,,
19882,502559,010,-1.0,-1.0,,,,
19883,502560,010,-1.0,-1.0,,,,
19884,502560,020,-1.0,-1.0,,,,
19885,502561,010,-1.0,-1.0,,,,
19886,502561,020,-1.0,-1.0,,,,
19887,502562,010,-1.0,-1.0,,,,
19888,502563,010,-1.0,-1.0,,,,
19889,502563,020,-1.0,-1.0,,,,
19890,502564,010,-1.0,,,,,
19891,502564,020,-1.0,,,,,
19892,502565,010,-1.0,-1.0,,,,
19893,502566,010,-1.0,-1.0,,,,
19894,502567,010,-1.0,,,,,
19895,502568,010,-1.0,-1.0,,,,
19896,502568,020,-1.0,-1.0,,,,
19897,502569,010,-1.0,-1.0,,,,
19898,502569,020,-1.0,-1.0,,,,
19899,502570,010,-1.0,-1.0,,,,
19900,502570,020,-1.0,-1.0,,,,
19901,502571,010,-1.0,-1.0,,,,
19902,502571,020,-1.0,-1.0,,,,
19903,502573,010,1.0,-1.0,,,,
19904,502575,020,-1.0,-1.0,,,,
19905,502576,010,-1.0,-1.0,,,,
19906,502576,020,-1.0,-1.0,,,,
19907,502578,010,-1.0,-1.0,,,,
19908,502578,020,-1.0,-1.0,,,,
19909,502579,010,-1.0,-1.0,,,,
19910,502579,020,-1.0,-1.0,,,,
19911,502580,010,-1.0,-1.0,,,,
19912,502581,010,-1.0,-1.0,,,,
19913,502581,020,-1.0,-1.0,,,,
19914,502582,010,-1.0,,,,,
19915,502582,020,-1.0,-1.0,,,,
19916,502583,010,-1.0,-1.0,,,,
19917,502583,020,-1.0,-1.0,,,,
19918,502584,010,-1.0,-1.0,,,,
19919,502584,020,-1.0,-1.0,,,,
19920,502585,010,-1.0,-1.0,,,,
19921,502588,010,-1.0,-1.0,,,,
19922,502588,020,-1.0,-1.0,,,,
19923,502589,010,-1.0,-1.0,,,,
19924,502589,020,-1.0,-1.0,,,,
19925,502590,010,-1.0,-1.0,,,,
19926,502591,010,-1.0,-1.0,,,,
19927,502591,020,-1.0,-1.0,,,,
19928,502592,010,-1.0,-1.0,,,,
19929,502594,010,-1.0,-1.0,,,,
19930,502594,020,-1.0,-1.0,,,,
19931,502596,010,-1.0,-1.0,,,,
19932,502600,010,-1.0,-1.0,,,,
19933,502602,010,-1.0,-1.0,,,,
19934,502602,020,-1.0,-1.0,,,,
19935,502603,020,-1.0,,,,,
19936,502604,010,-1.0,-1.0,,,,
19937,502605,010,-1.0,-1.0,,,,
19938,502605,020,-1.0,-1.0,,,,
19939,502606,010,-1.0,-1.0,,,,
19940,502607,010,-1.0,-1.0,,,,
19941,502607,020,-1.0,-1.0,,,,
19942,502608,010,-1.0,-1.0,,,,
19943,502609,010,-1.0,-1.0,,,,
19944,502610,010,-1.0,-1.0,,,,
19945,502610,020,-1.0,-1.0,,,,
19946,502613,010,-1.0,,,,,
19947,502614,010,-1.0,-1.0,,,,
19948,502615,020,-1.0,,,,,
19949,502616,010,-1.0,-1.0,,,,
19950,502616,020,-1.0,-1.0,,,,
19951,502617,010,-1.0,-1.0,,,,
19952,502618,010,-1.0,-1.0,,,,
19953,502619,010,-1.0,-1.0,,,,
19954,502620,010,-1.0,-1.0,,,,
19955,502620,020,-1.0,-1.0,,,,
19956,502621,010,-1.0,-1.0,,,,
19957,502621,020,-1.0,-1.0,,,,
19958,502622,010,-1.0,-1.0,,,,
19959,502622,020,-1.0,1.0,,,,
19960,502623,010,-1.0,-1.0,,,,
19961,502623,020,-1.0,-1.0,,,,
19962,502624,010,-1.0,-1.0,,,,
19963,502626,010,-1.0,-1.0,,,,
19964,502626,020,-1.0,-1.0,,,,
19965,502627,010,-1.0,-1.0,,,,
19966,502628,010,-1.0,1.0,,,,
19967,502628,020,1.0,-1.0,,,,
19968,502629,010,-1.0,-1.0,,,,
19969,502630,010,-1.0,-1.0,,,,
19970,502631,010,-1.0,-1.0,,,,
19971,502632,010,-1.0,-1.0,,,,
19972,502633,010,-1.0,,,,,
19973,502633,020,-1.0,,,,,
19974,502634,010,-1.0,-1.0,,,,
19975,502635,010,-1.0,-1.0,,,,
19976,502635,020,-1.0,-1.0,,,,
19977,502636,010,-1.0,,,,,
19978,502637,010,-1.0,-1.0,,,,
19979,502637,020,-1.0,-1.0,,,,
19980,502638,010,-1.0,-1.0,,,,
19981,502638,020,-1.0,-1.0,,,,
19982,502639,010,1.0,-1.0,,,,
19983,502640,020,-1.0,,,,,
19984,502641,010,-1.0,-1.0,,,,
19985,502641,020,-1.0,-1.0,,,,
19986,502642,010,-1.0,-1.0,,,,
19987,502642,020,-1.0,-1.0,,,,
19988,502643,010,-1.0,-1.0,,,,
19989,502644,010,-1.0,-1.0,,,,
19990,502644,020,-1.0,-1.0,,,,
19991,502645,010,-1.0,-1.0,,,,
19992,502646,010,-1.0,,,,,
19993,502647,010,-1.0,-1.0,,,,
19994,502647,020,-1.0,1.0,,,,
19995,502649,010,-1.0,-1.0,,,,
19996,502650,010,-1.0,-1.0,,,,
19997,502651,010,1.0,-1.0,,,,
19998,502651,020,-1.0,-1.0,,,,
19999,502652,010,-1.0,,,,,
20000,502653,010,-1.0,-1.0,,,,
20001,502653,020,-1.0,-1.0,,,,
20002,502654,010,-1.0,-1.0,,,,
20003,502654,020,-1.0,-1.0,,,,
20004,502655,010,-1.0,1.0,,,,
20005,502656,020,1.0,,,,,
20006,502657,010,-1.0,-1.0,,,,
20007,502657,020,-1.0,-1.0,,,,
20008,502659,010,-1.0,-1.0,,,,
20009,502659,020,-1.0,-1.0,,,,
20010,502660,010,-1.0,-1.0,,,,
20011,502660,020,-1.0,-1.0,,,,
20012,502661,010,-1.0,-1.0,,,,
20013,502663,010,-1.0,-1.0,,,,
20014,502663,020,-1.0,-1.0,,,,
20015,502666,010,-1.0,-1.0,,,,
20016,502667,010,-1.0,-1.0,,,,
20017,502667,020,-1.0,-1.0,,,,
20018,502671,010,-1.0,-1.0,,,,
20019,502672,010,-1.0,-1.0,,,,
20020,502673,010,-1.0,-1.0,,,,
20021,502673,020,-1.0,-1.0,,,,
20022,502674,010,-1.0,-1.0,,,,
20023,502674,020,-1.0,-1.0,,,,
20024,502675,010,1.0,-1.0,,,,
20025,502675,020,-1.0,-1.0,,,,
20026,502677,010,-1.0,-1.0,,,,
20027,502677,020,-1.0,-1.0,,,,
20028,502678,010,-1.0,,,,,
20029,502678,020,-1.0,,,,,
20030,502679,010,-1.0,-1.0,,,,
20031,502680,010,-1.0,-1.0,,,,
20032,502682,010,-1.0,,,,,
20033,502683,020,,,,,,
20034,502684,010,-1.0,-1.0,,,,
20035,502684,020,-1.0,-1.0,,,,
20036,502686,010,-1.0,-1.0,,,,
20037,502686,020,-1.0,-1.0,,,,
20038,502688,010,-1.0,-1.0,,,,
20039,502688,020,1.0,-1.0,,,,
20040,502689,010,-1.0,,,,,
20041,502690,010,-1.0,-1.0,,,,
20042,502691,010,-1.0,-1.0,,,,
20043,502691,020,-1.0,-1.0,,,,
20044,502692,010,-1.0,-1.0,,,,
20045,502692,020,-1.0,-1.0,,,,
20046,502694,010,-1.0,-1.0,,,,
20047,502695,010,-1.0,-1.0,,,,
20048,502696,010,-1.0,,,,,
20049,502698,010,-1.0,-1.0,,,,
20050,502698,020,-1.0,-1.0,,,,
20051,502699,010,-1.0,1.0,,,,
20052,502699,020,-1.0,-1.0,,,,
20053,502700,010,-1.0,-1.0,,,,
20054,502700,020,-1.0,-1.0,,,,
