,model,train_subset_size,train_auc_score,test_auc_score,train_f1_score,test_f1_score,test_pr_auc,test_pr_no_skill,train_efron_r2,test_efron_r2,train_ffc_r2,test_ffc_r2,test_briern_r2,test_imv_r2
116,lgb,7689,0.6844406931193902,0.8002693895796817,0.8550951847704367,0.5564924114671164,0.6624775099874937,0.31109377032123814,0.6451640438439031,0.2487345545277726,0.6451640438439031,0.8067076628785012,0.16051900793931823,0.17023486691871884
117,lgb,7733,0.6919910517173096,0.7969039804565115,0.8486753480017962,0.5690515806988353,0.6600914199267541,0.310746152851416,0.6414420351421286,0.2436201369468336,0.6414420351421286,0.80723317587218,0.16161177913121524,0.16628076694997432
118,lgb,7776,0.6938252143941087,0.7998449147325123,0.8484308924994436,0.5714285714285714,0.6619652457995779,0.31147119341563784,0.6453847513482793,0.24758507186955903,0.6453847513482793,0.8113536770518083,0.1607646119625725,0.16895108013947877
119,lgb,7820,0.6921449606110869,0.7990606655922453,0.8453516751719548,0.5695364238410596,0.6552626153070754,0.31214833759590793,0.6413156292224063,0.24030579094331028,0.6413156292224063,0.8126012088694257,0.1623199383253584,0.16696071278165056
120,lgb,7864,0.6926003152681544,0.8021692331219782,0.8438187417509898,0.5692567567567568,0.666443052432948,0.3119277721261445,0.6364606331185971,0.2513880328511586,0.6364606331185971,0.8172136737816991,0.15995205292944062,0.1728709916361615
121,lgb,7907,0.6889020904160834,0.803917128393348,0.8443960826985853,0.563189143341815,0.6567604712705888,0.31187555330719613,0.6368382480543333,0.25142400660063,0.6368382480543333,0.8192288987291267,0.15994436660417197,0.17163649152974683
122,lgb,7951,0.6871919371345889,0.8041563243811294,0.8441728502837189,0.559931506849315,0.6682459133873874,0.3120362218588857,0.6366438066395751,0.25627540162022966,0.6366438066395751,0.8226642745162338,0.15890779408461678,0.174830957164138
123,lgb,7995,0.6883933087863352,0.802797612745617,0.8452765224876264,0.5627632687447346,0.6643659790520099,0.3128205128205128,0.6360804713419357,0.25177830926761846,0.6360804713419357,0.8245690587053626,0.15986866458305812,0.17157039344438366
124,lgb,8038,0.6933933872112492,0.7994282823767456,0.8418091322224627,0.5711906744379684,0.6613222079430754,0.3126399601891018,0.6336912488410213,0.24540514655351486,0.6336912488410213,0.8248439327330043,0.16123038534696296,0.16957484798280734
125,lgb,8082,0.6931625238705832,0.8017565220119126,0.8442168160478021,0.5704697986577182,0.6725547319206767,0.3121752041573868,0.6312390802903394,0.25380265004014213,0.6312390802903394,0.8282330633182876,0.15943613414458924,0.17315369199340988
126,lgb,8126,0.6956123221224919,0.8027613412228797,0.8427966101694916,0.5747508305647839,0.6667630229404016,0.31245385183362046,0.6334301276028853,0.2530250152175213,0.6334301276028853,0.830326837601487,0.15960228736116333,0.17317562780391654
127,lgb,8170,0.6917067614039628,0.8019241552656446,0.8382571732199786,0.5675446049277825,0.67061244072125,0.3119951040391677,0.6318520542513308,0.25396544374499275,0.6318520542513308,0.8319385783568854,0.15940135085439683,0.17341256470391778
128,lgb,8213,0.6919376247446288,0.8025623380035369,0.8360237892948172,0.5682967959527825,0.6656640599891749,0.31145744551321075,0.626469182243108,0.25166372754928157,0.626469182243108,0.8326688909474471,0.15989314666707552,0.1722413139356414
129,lgb,8257,0.6923223969790723,0.8034955944804545,0.8408180476491672,0.5695253955037468,0.665541336221845,0.310645512898147,0.6284153241906709,0.2513537689904912,0.6284153241906709,0.8335626340933062,0.15995937391159898,0.1726230912398666
130,lgb,8301,0.6929850875025978,0.8043082726520562,0.8391991570073762,0.5704753961634697,0.6703734695041994,0.3104445247560535,0.6266910972763098,0.2558584345010646,0.6266910972763098,0.8361877982081092,0.1589968852956063,0.17501975120734528
131,lgb,8344,0.6931625238705832,0.803514220397536,0.8354642632571787,0.5704697986577182,0.6645151881398367,0.3101629913710451,0.6234487877456808,0.2531189154238196,0.6234487877456808,0.8370595658611034,0.1595822241890167,0.17341172757800238
132,lgb,8388,0.6860738919539959,0.7997664898184855,0.83625,0.5594639865996651,0.6587684598352402,0.30972818311874106,0.624841006588059,0.24672072524559774,0.624841006588059,0.8370002647957031,0.1609492924419292,0.16859032873695332
133,lgb,8432,0.7001506738660738,0.8056963936303284,0.8311148086522464,0.5816666666666667,0.6674803064415588,0.3096537001897533,0.6208125961704978,0.2589534932627502,0.6208125961704978,0.8413348746316495,0.1583355800739514,0.1762859992248901
134,lgb,8475,0.6907896800655633,0.8071090223942342,0.8292079207920792,0.5663567202028741,0.6762214159946408,0.30973451327433627,0.6172269822842185,0.26057318641632277,0.6172269822842185,0.8434681948067384,0.15798950860248348,0.17904677757978554
135,lgb,8519,0.6921449606110869,0.80124872069359,0.8265243276534593,0.5695364238410596,0.661528764391867,0.30977814297452755,0.6136105392435867,0.2480142055157405,0.6136105392435867,0.8425985277418945,0.16067292119258755,0.17224878493006232
136,lgb,8563,0.6908666345124518,0.8044935515114442,0.8260514495712534,0.566610455311973,0.671190023034791,0.3101716688076609,0.6145840673721836,0.2571493529133516,0.6145840673721836,0.8466202786037286,0.15872106142520234,0.17551176432340768
137,lgb,8606,0.7022926543304276,0.801607514675262,0.8273894436519258,0.5850000000000001,0.6646291484919973,0.310248663722984,0.6118592077891487,0.252721572948039,0.6118592077891487,0.8474242478201339,0.1596671223038027,0.17266464734327333
138,lgb,8650,0.7077480874124091,0.8043092529634814,0.8307444018559613,0.5932773109243697,0.6711270171876486,0.31017341040462426,0.6139844408477756,0.25805034607674127,0.6139844408477756,0.8500730922159433,0.15852855086902135,0.17584519662310436
139,lgb,8694,0.6943874229965376,0.8056493386819125,0.820595986215285,0.5726210350584308,0.6683017957739412,0.30986887508626637,0.6107732471189726,0.25639717858651,0.6107732471189726,0.8510454503098026,0.15888177462913006,0.17605565592133612
140,lgb,8738,0.6918136153493242,0.8034779488747985,0.8271308523409363,0.5690653432588918,0.6661151907489118,0.30956740672922867,0.6106177788262972,0.25356176311660383,0.6106177788262972,0.8517732490871558,0.15948760320951824,0.17392263499496752
