,model,train_subset_size,train_auc_score,test_auc_score,train_f1_score,test_f1_score,test_pr_auc,test_pr_no_skill,train_efron_r2,test_efron_r2,train_ffc_r2,test_ffc_r2,test_briern_r2,test_imv_r2
106,lgb,7252,0.6980086934017199,0.7969333897992714,0.8561824729891958,0.5783333333333333,0.6607476761594793,0.3083287369001655,0.6579771518507376,0.24222611001049565,0.6579771518507376,0.7761830495215968,0.16190963366746508,0.16543575566678917
107,lgb,7296,0.6989022472659114,0.8020790444708475,0.8584995251661919,0.5799502899751449,0.6591965148623539,0.30838815789473684,0.6615859759790919,0.2512025514732542,0.6615859759790919,0.7816088082883619,0.15999168377756742,0.17062194682460785
108,lgb,7339,0.6930855694236945,0.7942189074625228,0.8566682486948267,0.5702270815811606,0.6555667274666268,0.30876141163646276,0.6578979741406346,0.2367289408895591,0.6578979741406346,0.7805636361976676,0.16308418540425199,0.16224633382621534
109,lgb,7383,0.6915057975617694,0.8000664651146375,0.8555320648343904,0.5680868838763575,0.6622124614856173,0.3090884464309901,0.6546500757439223,0.24497668186115185,0.6546500757439223,0.786018690624799,0.16132193318504023,0.16896993396258936
110,lgb,7427,0.6926772697150431,0.8011761776481153,0.8591352859135286,0.5695029486099411,0.6634355831800002,0.30981553790224853,0.6559252757841727,0.2494872560140292,0.6559252757841727,0.7908639987674013,0.16035818209996072,0.17044240471344307
111,lgb,7470,0.692168488085295,0.8015673219068233,0.8479025076165925,0.5690376569037657,0.6652358086086952,0.31017402945113787,0.650854979052909,0.2503022335178179,0.650854979052909,0.794031267080565,0.16018405006555203,0.1711851353488198
112,lgb,7514,0.6836005662278793,0.7939375580834519,0.8509359833602959,0.5556485355648535,0.6540822436878799,0.31035400585573597,0.6498681909840835,0.23315884594356628,0.6498681909840835,0.7920906247057736,0.16384698915415655,0.16270991868751478
113,lgb,7558,0.6975469667203877,0.7988851898471105,0.8532046864231566,0.5769881556683587,0.6624450907342112,0.3106641968774808,0.6511452132210005,0.24853555289688944,0.6511452132210005,0.7991028414792039,0.16056152759007572,0.16829027776009214
114,lgb,7602,0.6892633351763188,0.7993302512342122,0.8492208982584785,0.5650372825186413,0.6590005028054706,0.3108392528282031,0.6475598037967745,0.24360584065349078,0.6475598037967745,0.8004203305948406,0.1616148337463828,0.16755312711590803
115,lgb,7645,0.687884527156587,0.7965765564404501,0.8499095840867993,0.5623430962343096,0.6535673810927574,0.31105297580117724,0.6471914428668877,0.23635759333402995,0.6471914428668877,0.8011228810317146,0.16316352931867462,0.16459009446402684
