,HHID,PN,E5383,F2743,G3061,HH004,JH004,KH004,LH004
83,010013,040,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
84,010013,040,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
85,010013,040,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0
86,010013,040,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
87,010013,040,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
88,010013,040,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
89,010013,040,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
90,010013,040,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
91,010013,040,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0
92,010013,040,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
93,010013,040,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
94,010013,040,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0
95,010013,040,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0
96,010013,040,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
97,010013,040,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
98,010013,040,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0
99,010013,040,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
100,010013,040,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0
101,010013,040,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0
102,010013,040,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0
103,010013,040,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
104,010013,040,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
105,010013,040,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
106,010013,040,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0
107,010013,040,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
108,010013,040,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
109,010013,040,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
110,010013,040,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0
111,010013,040,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0
112,010013,040,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
113,010013,040,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0
114,010013,040,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
115,010013,040,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
116,010013,040,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0
117,010013,040,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
118,010013,040,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0
119,010013,040,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
120,010013,040,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
121,010013,040,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0
122,010013,040,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
123,010013,040,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0
124,010013,040,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0
125,010013,040,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
126,010013,040,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0
127,010013,040,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
128,010013,040,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0
129,010013,040,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
130,010013,040,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0
131,010013,040,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
132,010013,040,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0
133,010013,040,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
134,010013,040,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
135,010013,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,010038,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
137,010038,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
138,010050,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
139,010059,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
140,010059,030,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
141,010063,010,1.0,,,,1.0,1.0,
142,010075,020,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
143,010075,030,,1.0,1.0,1.0,1.0,-1.0,1.0
144,010083,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145,010097,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
146,010099,010,-1.0,-1.0,,-1.0,-1.0,,
147,010106,010,,-1.0,,-1.0,,,
148,010109,030,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
149,010114,010,-1.0,-1.0,1.0,,,,
150,010147,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151,010155,010,,1.0,,,,,
152,010196,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153,010206,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154,010210,010,,1.0,1.0,,1.0,,1.0
155,010210,020,1.0,1.0,1.0,,1.0,,1.0
156,010225,010,,1.0,1.0,1.0,-1.0,1.0,1.0
157,010281,010,,1.0,1.0,1.0,1.0,1.0,
158,010281,020,,1.0,1.0,1.0,1.0,1.0,
159,010299,010,,-1.0,-1.0,,-1.0,-1.0,-1.0
160,010299,010,,-1.0,-1.0,,-1.0,-1.0,-1.0
161,010325,010,-1.0,-1.0,-1.0,-1.0,1.0,,
162,010325,020,,-1.0,-1.0,-1.0,1.0,,
163,010372,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
164,010378,010,,-1.0,1.0,-1.0,-1.0,,
165,010394,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
166,010394,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
167,010395,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
168,010395,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
169,010397,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
170,010397,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
171,010404,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
172,010410,010,1.0,1.0,1.0,1.0,1.0,,
173,010414,020,-1.0,-1.0,-1.0,,,,
174,010414,030,-1.0,-1.0,-1.0,,,,
175,010433,010,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
176,010433,040,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177,010451,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
178,010451,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
179,010453,010,,,-1.0,-1.0,-1.0,-1.0,-1.0
180,010453,020,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
181,010458,020,,-1.0,-1.0,-1.0,-1.0,-1.0,
182,010458,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
183,010460,010,-1.0,-1.0,-1.0,,,,
184,010465,010,1.0,1.0,1.0,,,-1.0,
185,010465,020,1.0,1.0,1.0,,,-1.0,
186,010468,010,,,,,,,
187,010468,020,-1.0,,,,,,
188,010475,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
189,010477,010,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
190,010477,020,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
191,010481,010,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
192,010481,020,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
193,010482,010,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0
194,010533,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
195,010533,020,,1.0,1.0,1.0,1.0,1.0,1.0
196,010537,010,,1.0,1.0,,,1.0,1.0
197,010565,020,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
198,010565,030,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
199,010567,010,1.0,1.0,,,,,
200,010568,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
201,010571,010,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
202,010571,020,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
203,010577,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
204,010577,010,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
205,010577,010,1.0,1.0,1.0,,1.0,1.0,1.0
206,010577,010,1.0,1.0,1.0,,1.0,1.0,-1.0
207,010592,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
208,010600,010,-1.0,-1.0,1.0,-1.0,-1.0,1.0,
209,010602,010,1.0,1.0,1.0,1.0,-1.0,,
210,010611,010,,-1.0,-1.0,-1.0,1.0,1.0,
211,010644,010,-1.0,,,,,,
212,010645,020,-1.0,-1.0,,,-1.0,-1.0,
213,010645,030,,-1.0,,,-1.0,-1.0,
214,010646,020,,-1.0,,,,,
215,010646,020,,-1.0,-1.0,,,,
216,010648,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
217,010648,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
218,010652,010,1.0,1.0,,1.0,1.0,1.0,-1.0
219,010671,010,-1.0,-1.0,-1.0,,,,
220,010672,030,,1.0,-1.0,-1.0,-1.0,1.0,1.0
221,010672,030,,1.0,-1.0,-1.0,-1.0,-1.0,1.0
222,010672,030,,1.0,-1.0,-1.0,-1.0,1.0,1.0
223,010672,030,,1.0,-1.0,-1.0,-1.0,-1.0,1.0
224,010672,031,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
225,010672,031,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
226,010672,031,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
227,010672,031,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
228,010677,010,1.0,1.0,1.0,1.0,1.0,,
229,010689,020,,-1.0,,,,,
230,010696,010,,-1.0,,,,,-1.0
231,010707,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
232,010707,020,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
233,010719,020,,,1.0,,-1.0,1.0,1.0
234,010719,020,,,1.0,,-1.0,1.0,1.0
235,010719,030,,,1.0,,-1.0,1.0,1.0
236,010719,030,,,1.0,,-1.0,1.0,1.0
237,010740,010,1.0,1.0,-1.0,1.0,1.0,1.0,
238,010751,010,,,,,,,
239,010756,010,,,,,-1.0,-1.0,-1.0
240,010756,011,-1.0,,,,-1.0,-1.0,-1.0
241,010766,010,,1.0,1.0,,,,
242,010769,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
243,010769,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
244,010773,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
245,010773,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
246,010776,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
247,010818,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
248,010818,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
249,010822,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
250,010822,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
251,010893,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
252,010896,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
253,010902,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
254,010917,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
255,010923,020,-1.0,1.0,-1.0,-1.0,-1.0,,
256,010923,020,-1.0,1.0,-1.0,-1.0,-1.0,,
257,010923,020,-1.0,-1.0,-1.0,-1.0,-1.0,,
258,010923,020,-1.0,-1.0,-1.0,-1.0,-1.0,,
259,010923,030,-1.0,1.0,-1.0,-1.0,-1.0,,
260,010923,030,-1.0,1.0,-1.0,-1.0,-1.0,,
261,010923,030,-1.0,-1.0,-1.0,-1.0,-1.0,,
262,010923,030,-1.0,-1.0,-1.0,-1.0,-1.0,,
263,010941,010,,1.0,-1.0,-1.0,-1.0,-1.0,1.0
264,010956,010,-1.0,-1.0,,,,,
265,010962,010,,-1.0,1.0,1.0,1.0,,
266,010989,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
267,010989,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
268,010994,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,011010,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
270,011067,020,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
271,011067,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
272,011071,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
273,011071,020,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
274,011074,020,-1.0,,,-1.0,-1.0,-1.0,-1.0
275,011074,030,-1.0,,,-1.0,-1.0,-1.0,-1.0
276,011141,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
277,011141,020,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
278,011147,010,1.0,,,,,,
279,011186,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
280,011212,010,,-1.0,-1.0,-1.0,,,
281,011218,010,1.0,1.0,,,,,
282,011219,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
283,011230,010,,1.0,1.0,1.0,1.0,1.0,1.0
284,011241,010,1.0,,1.0,1.0,1.0,,
285,011241,040,1.0,,1.0,1.0,1.0,,
286,011248,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
287,011253,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
288,011256,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289,011256,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0
290,011277,010,1.0,1.0,-1.0,-1.0,-1.0,,
291,011323,010,1.0,,1.0,-1.0,-1.0,-1.0,
292,011332,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
293,011332,020,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
294,011333,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
295,011333,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
296,011341,010,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
297,011341,020,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
298,011347,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
299,011347,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
300,011368,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
301,011368,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
302,011377,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
303,011377,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
304,011378,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
305,011378,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
306,011379,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
307,011379,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
308,011380,040,,,,,,,
309,011387,020,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
310,011387,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
311,011423,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
312,011466,040,1.0,1.0,,1.0,1.0,1.0,1.0
313,011467,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
314,011477,010,1.0,1.0,,1.0,1.0,1.0,1.0
315,011477,010,1.0,1.0,,1.0,1.0,1.0,1.0
316,011477,010,1.0,1.0,,1.0,1.0,1.0,1.0
317,011477,010,1.0,1.0,,1.0,1.0,1.0,1.0
318,011478,010,,,,1.0,,,
319,011479,010,,1.0,1.0,1.0,1.0,1.0,1.0
320,011479,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0
321,011505,010,1.0,1.0,1.0,1.0,1.0,,
322,011506,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
323,011522,010,-1.0,-1.0,-1.0,,,,
324,011542,010,1.0,1.0,,1.0,,,
325,011542,040,1.0,1.0,,1.0,,,
326,011549,020,1.0,,,,,,
327,011549,030,-1.0,,,,,,
328,011563,010,-1.0,,1.0,1.0,1.0,1.0,1.0
329,011570,010,,,,,,,
330,011570,040,,,,,,,
331,011575,010,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0
332,011575,020,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0
333,011582,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
334,011582,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
335,011590,020,-1.0,,-1.0,-1.0,-1.0,,-1.0
336,011591,010,-1.0,-1.0,-1.0,,,,
337,011591,020,-1.0,-1.0,-1.0,,,,
338,011608,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
339,011608,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
340,011611,010,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
341,011611,040,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
342,011612,010,-1.0,-1.0,-1.0,,,,
343,011612,040,-1.0,-1.0,-1.0,,,,
344,011620,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
345,011620,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
346,011626,011,-1.0,,,-1.0,-1.0,-1.0,-1.0
347,011656,010,,-1.0,,,-1.0,-1.0,-1.0
348,011667,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
349,011667,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
350,011671,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
351,011671,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
352,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
353,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
354,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
355,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
356,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
357,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
358,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
359,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
360,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
361,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
362,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
363,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
364,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
365,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
366,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
367,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
368,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
369,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
370,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
371,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
372,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
373,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
374,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
375,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
376,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
377,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
378,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
379,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
380,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
381,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
382,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
383,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
384,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
385,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
386,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
387,011678,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
