,HHID,PN,E5383,F2743,G3061,HH004,JH004,KH004,LH004
7836,024539,011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7837,024539,011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7838,024539,011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7839,024539,011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7840,024539,011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7841,024548,010,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
7842,024551,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7843,024555,010,-1.0,-1.0,-1.0,-1.0,,,-1.0
7844,024555,040,,-1.0,-1.0,-1.0,,,-1.0
7845,024563,010,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
7846,024577,010,-1.0,,,,,,
7847,024577,020,-1.0,,,,,,
7848,024582,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7849,024582,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7850,024597,020,-1.0,,-1.0,-1.0,,,-1.0
7851,024628,010,,,,,,,
7852,024628,040,,,,,,,
7853,024650,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7854,024650,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7855,024660,010,,-1.0,,,,,
7856,024660,020,,-1.0,,,,,
7857,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7858,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
7859,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7860,024684,010,,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
7861,024684,010,,-1.0,-1.0,-1.0,-1.0,1.0,1.0
7862,024684,010,,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
7863,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7864,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
7865,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7866,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7867,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
7868,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7869,024684,010,,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
7870,024684,010,,-1.0,-1.0,-1.0,-1.0,1.0,1.0
7871,024684,010,,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
7872,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7873,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
7874,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7875,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7876,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
7877,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7878,024684,010,,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
7879,024684,010,,-1.0,-1.0,-1.0,-1.0,1.0,1.0
7880,024684,010,,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
7881,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7882,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
7883,024684,010,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7884,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7885,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,1.0
7886,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7887,024684,010,,-1.0,-1.0,1.0,-1.0,1.0,-1.0
7888,024684,010,,-1.0,-1.0,1.0,-1.0,1.0,1.0
7889,024684,010,,-1.0,-1.0,1.0,-1.0,1.0,-1.0
7890,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7891,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,1.0
7892,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7893,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7894,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,1.0
7895,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7896,024684,010,,-1.0,-1.0,1.0,-1.0,1.0,-1.0
7897,024684,010,,-1.0,-1.0,1.0,-1.0,1.0,1.0
7898,024684,010,,-1.0,-1.0,1.0,-1.0,1.0,-1.0
7899,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7900,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,1.0
7901,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7902,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7903,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,1.0
7904,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7905,024684,010,,-1.0,-1.0,1.0,-1.0,1.0,-1.0
7906,024684,010,,-1.0,-1.0,1.0,-1.0,1.0,1.0
7907,024684,010,,-1.0,-1.0,1.0,-1.0,1.0,-1.0
7908,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7909,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,1.0
7910,024684,010,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
7911,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7912,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,1.0
7913,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7914,024684,010,,-1.0,1.0,-1.0,-1.0,1.0,-1.0
7915,024684,010,,-1.0,1.0,-1.0,-1.0,1.0,1.0
7916,024684,010,,-1.0,1.0,-1.0,-1.0,1.0,-1.0
7917,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7918,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,1.0
7919,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7920,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7921,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,1.0
7922,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7923,024684,010,,-1.0,1.0,-1.0,-1.0,1.0,-1.0
7924,024684,010,,-1.0,1.0,-1.0,-1.0,1.0,1.0
7925,024684,010,,-1.0,1.0,-1.0,-1.0,1.0,-1.0
7926,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7927,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,1.0
7928,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7929,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7930,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,1.0
7931,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7932,024684,010,,-1.0,1.0,-1.0,-1.0,1.0,-1.0
7933,024684,010,,-1.0,1.0,-1.0,-1.0,1.0,1.0
7934,024684,010,,-1.0,1.0,-1.0,-1.0,1.0,-1.0
7935,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7936,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,1.0
7937,024684,010,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
7938,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7939,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,1.0
7940,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7941,024684,010,,-1.0,1.0,1.0,-1.0,1.0,-1.0
7942,024684,010,,-1.0,1.0,1.0,-1.0,1.0,1.0
7943,024684,010,,-1.0,1.0,1.0,-1.0,1.0,-1.0
7944,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7945,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,1.0
7946,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7947,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7948,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,1.0
7949,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7950,024684,010,,-1.0,1.0,1.0,-1.0,1.0,-1.0
7951,024684,010,,-1.0,1.0,1.0,-1.0,1.0,1.0
7952,024684,010,,-1.0,1.0,1.0,-1.0,1.0,-1.0
7953,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7954,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,1.0
7955,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7956,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7957,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,1.0
7958,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7959,024684,010,,-1.0,1.0,1.0,-1.0,1.0,-1.0
7960,024684,010,,-1.0,1.0,1.0,-1.0,1.0,1.0
7961,024684,010,,-1.0,1.0,1.0,-1.0,1.0,-1.0
7962,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7963,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,1.0
7964,024684,010,,-1.0,1.0,1.0,-1.0,-1.0,-1.0
7965,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7966,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,1.0
7967,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7968,024684,010,,1.0,-1.0,-1.0,-1.0,1.0,-1.0
7969,024684,010,,1.0,-1.0,-1.0,-1.0,1.0,1.0
7970,024684,010,,1.0,-1.0,-1.0,-1.0,1.0,-1.0
7971,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7972,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,1.0
7973,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7974,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7975,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,1.0
7976,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7977,024684,010,,1.0,-1.0,-1.0,-1.0,1.0,-1.0
7978,024684,010,,1.0,-1.0,-1.0,-1.0,1.0,1.0
7979,024684,010,,1.0,-1.0,-1.0,-1.0,1.0,-1.0
7980,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7981,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,1.0
7982,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7983,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7984,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,1.0
7985,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7986,024684,010,,1.0,-1.0,-1.0,-1.0,1.0,-1.0
7987,024684,010,,1.0,-1.0,-1.0,-1.0,1.0,1.0
7988,024684,010,,1.0,-1.0,-1.0,-1.0,1.0,-1.0
7989,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7990,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,1.0
7991,024684,010,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7992,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
7993,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,1.0
7994,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
7995,024684,010,,1.0,-1.0,1.0,-1.0,1.0,-1.0
7996,024684,010,,1.0,-1.0,1.0,-1.0,1.0,1.0
7997,024684,010,,1.0,-1.0,1.0,-1.0,1.0,-1.0
7998,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
7999,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,1.0
8000,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
8001,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
8002,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,1.0
8003,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
8004,024684,010,,1.0,-1.0,1.0,-1.0,1.0,-1.0
8005,024684,010,,1.0,-1.0,1.0,-1.0,1.0,1.0
8006,024684,010,,1.0,-1.0,1.0,-1.0,1.0,-1.0
8007,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
8008,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,1.0
8009,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
8010,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
8011,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,1.0
8012,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
8013,024684,010,,1.0,-1.0,1.0,-1.0,1.0,-1.0
8014,024684,010,,1.0,-1.0,1.0,-1.0,1.0,1.0
8015,024684,010,,1.0,-1.0,1.0,-1.0,1.0,-1.0
8016,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
8017,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,1.0
8018,024684,010,,1.0,-1.0,1.0,-1.0,-1.0,-1.0
8019,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8020,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,1.0
8021,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8022,024684,010,,1.0,1.0,-1.0,-1.0,1.0,-1.0
8023,024684,010,,1.0,1.0,-1.0,-1.0,1.0,1.0
8024,024684,010,,1.0,1.0,-1.0,-1.0,1.0,-1.0
8025,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8026,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,1.0
8027,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8028,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8029,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,1.0
8030,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8031,024684,010,,1.0,1.0,-1.0,-1.0,1.0,-1.0
8032,024684,010,,1.0,1.0,-1.0,-1.0,1.0,1.0
8033,024684,010,,1.0,1.0,-1.0,-1.0,1.0,-1.0
8034,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8035,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,1.0
8036,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8037,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8038,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,1.0
8039,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8040,024684,010,,1.0,1.0,-1.0,-1.0,1.0,-1.0
8041,024684,010,,1.0,1.0,-1.0,-1.0,1.0,1.0
8042,024684,010,,1.0,1.0,-1.0,-1.0,1.0,-1.0
8043,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8044,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,1.0
8045,024684,010,,1.0,1.0,-1.0,-1.0,-1.0,-1.0
8046,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8047,024684,010,,1.0,1.0,1.0,-1.0,-1.0,1.0
8048,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8049,024684,010,,1.0,1.0,1.0,-1.0,1.0,-1.0
8050,024684,010,,1.0,1.0,1.0,-1.0,1.0,1.0
8051,024684,010,,1.0,1.0,1.0,-1.0,1.0,-1.0
8052,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8053,024684,010,,1.0,1.0,1.0,-1.0,-1.0,1.0
8054,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8055,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8056,024684,010,,1.0,1.0,1.0,-1.0,-1.0,1.0
8057,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8058,024684,010,,1.0,1.0,1.0,-1.0,1.0,-1.0
8059,024684,010,,1.0,1.0,1.0,-1.0,1.0,1.0
8060,024684,010,,1.0,1.0,1.0,-1.0,1.0,-1.0
8061,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8062,024684,010,,1.0,1.0,1.0,-1.0,-1.0,1.0
8063,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8064,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8065,024684,010,,1.0,1.0,1.0,-1.0,-1.0,1.0
8066,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8067,024684,010,,1.0,1.0,1.0,-1.0,1.0,-1.0
8068,024684,010,,1.0,1.0,1.0,-1.0,1.0,1.0
8069,024684,010,,1.0,1.0,1.0,-1.0,1.0,-1.0
8070,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8071,024684,010,,1.0,1.0,1.0,-1.0,-1.0,1.0
8072,024684,010,,1.0,1.0,1.0,-1.0,-1.0,-1.0
8073,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8074,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
8075,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8076,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
8077,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
8078,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
8079,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8080,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
8081,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8082,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8083,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
8084,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8085,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
8086,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
8087,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
8088,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8089,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
8090,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8091,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8092,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
8093,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8094,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
8095,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
8096,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
8097,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8098,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
8099,024684,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8100,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8101,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0
8102,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8103,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0
8104,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
8105,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0
8106,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8107,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0
8108,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8109,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8110,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0
8111,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8112,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0
8113,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
8114,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0
8115,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8116,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0
8117,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8118,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8119,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0
8120,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8121,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0
8122,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
8123,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0
8124,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8125,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0
8126,024684,040,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
8127,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8128,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
8129,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8130,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
8131,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0
8132,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
8133,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8134,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
8135,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8136,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8137,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
8138,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8139,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
8140,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0
8141,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
8142,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8143,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
8144,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8145,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8146,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
8147,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8148,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
8149,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0
8150,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0
8151,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8152,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
8153,024684,040,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
8154,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8155,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
8156,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8157,024684,040,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0
8158,024684,040,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
8159,024684,040,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0
8160,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8161,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
8162,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8163,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8164,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
8165,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8166,024684,040,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0
8167,024684,040,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
8168,024684,040,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0
8169,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8170,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
8171,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8172,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8173,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
8174,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8175,024684,040,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0
8176,024684,040,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
8177,024684,040,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0
8178,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8179,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
8180,024684,040,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0
8181,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8182,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
8183,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8184,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0
8185,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
8186,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0
8187,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8188,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
8189,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8190,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8191,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
8192,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8193,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0
8194,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
8195,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0
8196,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8197,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
8198,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8199,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8200,024684,040,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
