,HHID,PN,F995_x,F995_y,G1082,HB022,JB022,KB022,LB022
3021,033006,010,-1.0,-1.0,,,,,
3022,033006,020,-1.0,-1.0,,,,,
3023,033014,010,-1.0,-1.0,,,,,
3024,033027,010,1.0,1.0,,,,,
3025,033028,010,1.0,1.0,,,,,
3026,033028,020,-1.0,-1.0,,,,,
3027,033030,010,-1.0,-1.0,,,,,
3028,033030,020,-1.0,-1.0,,,,,
3029,033069,010,-1.0,-1.0,,,,,
3030,033073,010,-1.0,-1.0,,,,,
3031,033073,020,-1.0,-1.0,,,,,
3032,033081,010,-1.0,-1.0,,,,,
3033,033094,010,-1.0,-1.0,,,,,
3034,033094,040,-1.0,-1.0,,,,,
3035,033109,010,1.0,1.0,,,,,
3036,033116,010,-1.0,-1.0,,,,,
3037,033116,040,-1.0,-1.0,,,,,
3038,033121,010,-1.0,-1.0,,,,,
3039,033137,010,1.0,1.0,,,,,
3040,033138,010,-1.0,-1.0,,,,,
3041,033138,040,-1.0,-1.0,,,,,
3042,033144,010,-1.0,-1.0,,,,,
3043,033167,010,-1.0,-1.0,,,,,
3044,033167,040,1.0,1.0,,,,,
3045,033179,010,-1.0,-1.0,,,,,
3046,033179,040,-1.0,-1.0,,,,,
3047,033183,010,-1.0,-1.0,,,,,
3048,033183,040,-1.0,-1.0,,,,,
3049,033190,010,1.0,1.0,,,,,
3050,033190,020,1.0,1.0,,,,,
3051,033197,010,-1.0,-1.0,,,,,
3052,033197,040,-1.0,-1.0,,,,,
3053,033200,020,-1.0,-1.0,,,,,
3054,033200,030,1.0,1.0,,,,,
3055,033214,010,1.0,1.0,,,,,
3056,033214,040,1.0,1.0,,,,,
3057,033217,010,-1.0,-1.0,,,,,
3058,033217,040,-1.0,-1.0,,,,,
3059,033221,020,-1.0,-1.0,,,,,
3060,033221,030,-1.0,-1.0,,,,,
3061,033230,010,-1.0,-1.0,,,,,
3062,033230,020,1.0,1.0,,,,,
3063,033237,010,-1.0,-1.0,,,,,
3064,033237,040,-1.0,-1.0,,,,,
3065,033239,020,-1.0,-1.0,,,,,
3066,033239,030,-1.0,-1.0,,,,,
3067,033242,010,-1.0,-1.0,,,,,
3068,033242,020,-1.0,-1.0,,,,,
3069,033276,020,-1.0,-1.0,,,,,
3070,033276,030,-1.0,-1.0,,,,,
3071,033288,010,-1.0,-1.0,,,,,
3072,033301,010,-1.0,-1.0,,,,,
3073,033302,020,-1.0,-1.0,,,,,
3074,033302,030,-1.0,-1.0,,,,,
3075,033303,020,-1.0,-1.0,,,,,
3076,033303,030,-1.0,-1.0,,,,,
3077,033316,020,-1.0,-1.0,,,,,
3078,033320,010,-1.0,-1.0,,,,,
3079,033320,020,1.0,1.0,,,,,
3080,033321,010,-1.0,-1.0,,,,,
3081,033321,020,1.0,1.0,,,,,
3082,033322,010,-1.0,-1.0,,,,,
3083,033322,040,-1.0,-1.0,,,,,
3084,033349,010,-1.0,-1.0,,,,,
3085,033375,010,-1.0,-1.0,,,,,
3086,033387,010,-1.0,-1.0,,,,,
3087,033387,020,-1.0,-1.0,,,,,
3088,033390,010,-1.0,-1.0,,,,,
3089,033392,010,-1.0,-1.0,,,,,
3090,033392,020,-1.0,-1.0,,,,,
3091,033404,020,-1.0,-1.0,,,,,
3092,033404,030,1.0,1.0,,,,,
3093,033415,010,-1.0,-1.0,,,,,
3094,033415,020,-1.0,-1.0,,,,,
3095,033419,010,-1.0,-1.0,,,,,
3096,033493,010,-1.0,-1.0,,,,,
3097,033500,010,-1.0,-1.0,,,,,
3098,033501,010,-1.0,-1.0,,,,,
3099,033502,010,-1.0,-1.0,,,,,
3100,033502,040,-1.0,-1.0,,,,,
3101,033504,010,-1.0,-1.0,,,,,
3102,033508,030,-1.0,-1.0,,,,,
3103,033508,040,-1.0,-1.0,,,,,
3104,033511,010,1.0,1.0,,,,,
3105,033511,020,-1.0,-1.0,,,,,
3106,033513,020,1.0,1.0,,,,,
3107,033513,021,-1.0,-1.0,,,,,
3108,033513,030,1.0,1.0,,,,,
3109,033513,031,-1.0,-1.0,,,,,
3110,033518,020,-1.0,-1.0,,,,,
3111,033518,030,-1.0,-1.0,,,,,
3112,033523,030,-1.0,-1.0,,,,,
3113,033527,020,-1.0,-1.0,,,,,
3114,033527,030,-1.0,-1.0,,,,,
3115,033530,010,-1.0,-1.0,,,,,
3116,033533,010,-1.0,-1.0,,,,,
3117,033533,040,-1.0,-1.0,,,,,
3118,033534,020,-1.0,-1.0,,,,,
3119,033534,030,-1.0,-1.0,,,,,
3120,033535,010,1.0,1.0,,,,,
3121,033535,020,-1.0,-1.0,,,,,
3122,033542,010,-1.0,-1.0,,,,,
3123,033542,040,-1.0,-1.0,,,,,
3124,033544,010,-1.0,-1.0,,,,,
3125,033553,010,-1.0,-1.0,,,,,
3126,033554,010,-1.0,-1.0,,,,,
3127,033558,020,-1.0,-1.0,,,,,
3128,033558,030,1.0,1.0,,,,,
3129,033561,010,-1.0,-1.0,,,,,
3130,033562,010,-1.0,-1.0,,,,,
3131,033566,010,-1.0,-1.0,,,,,
3132,033566,020,-1.0,-1.0,,,,,
3133,033583,010,-1.0,-1.0,,,,,
3134,033583,040,-1.0,-1.0,,,,,
3135,033600,010,-1.0,-1.0,,,,,
3136,033600,020,-1.0,-1.0,,,,,
3137,033604,010,-1.0,-1.0,,,,,
3138,033604,040,-1.0,-1.0,,,,,
3139,033605,010,-1.0,-1.0,,,,,
3140,033605,020,-1.0,-1.0,,,,,
3141,033643,010,1.0,1.0,,,,,
3142,033643,040,-1.0,-1.0,,,,,
3143,033644,010,-1.0,-1.0,,,,,
3144,033649,010,-1.0,-1.0,,,,,
3145,033651,010,-1.0,-1.0,,,,,
3146,033651,040,-1.0,-1.0,,,,,
3147,033677,010,-1.0,-1.0,,,,,
3148,033677,020,-1.0,-1.0,,,,,
3149,033700,020,-1.0,-1.0,,,,,
3150,033703,010,-1.0,-1.0,,,,,
3151,033748,010,1.0,1.0,,,,,
3152,033748,020,-1.0,-1.0,,,,,
3153,033769,010,-1.0,-1.0,,,,,
3154,033769,040,-1.0,-1.0,,,,,
3155,033808,010,-1.0,-1.0,,,,,
3156,033808,011,-1.0,-1.0,,,,,
3157,033827,010,-1.0,-1.0,,,,,
3158,033827,020,1.0,1.0,,,,,
3159,033832,010,-1.0,-1.0,,,,,
3160,033833,010,-1.0,-1.0,,,,,
3161,033842,020,1.0,1.0,,,,,
3162,033842,030,-1.0,-1.0,,,,,
3163,033857,020,-1.0,-1.0,,,,,
3164,033857,030,-1.0,-1.0,,,,,
3165,033866,010,-1.0,-1.0,,,,,
3166,033866,040,-1.0,-1.0,,,,,
3167,033867,010,-1.0,-1.0,,,,,
3168,033867,020,-1.0,-1.0,,,,,
3169,033879,010,-1.0,-1.0,,,,,
3170,033879,020,-1.0,-1.0,,,,,
3171,033884,010,-1.0,-1.0,,,,,
3172,033884,020,1.0,1.0,,,,,
3173,033888,010,-1.0,-1.0,,,,,
3174,033889,010,-1.0,-1.0,,,,,
3175,033889,020,-1.0,-1.0,,,,,
3176,033902,010,-1.0,-1.0,,,,,
3177,033914,010,-1.0,-1.0,,,,,
3178,033935,010,-1.0,-1.0,,,,,
3179,033935,020,-1.0,-1.0,,,,,
3180,033940,020,-1.0,-1.0,,,,,
3181,033940,030,-1.0,-1.0,,,,,
3182,033941,010,-1.0,-1.0,,,,,
3183,033944,030,-1.0,-1.0,,,,,
3184,033944,040,-1.0,-1.0,,,,,
3185,033951,010,-1.0,-1.0,,,,,
3186,033951,040,-1.0,-1.0,,,,,
3187,033995,010,-1.0,-1.0,,,,,
3188,034016,010,-1.0,-1.0,,,,,
3189,034026,010,,,,,,,
3190,034026,040,1.0,1.0,,,,,
3191,034034,010,-1.0,-1.0,,,,,
3192,034049,010,-1.0,-1.0,,,,,
3193,034049,020,-1.0,-1.0,,,,,
3194,034050,010,-1.0,-1.0,,,,,
3195,034050,040,-1.0,-1.0,,,,,
3196,034086,010,-1.0,-1.0,,,,,
3197,034089,020,-1.0,-1.0,,,,,
3198,034089,030,-1.0,-1.0,,,,,
3199,034096,020,-1.0,-1.0,,,,,
3200,034124,020,-1.0,-1.0,,,,,
3201,034124,030,1.0,1.0,,,,,
3202,034126,010,-1.0,-1.0,,,,,
3203,034126,040,-1.0,-1.0,,,,,
3204,034130,010,-1.0,-1.0,,,,,
3205,034130,040,-1.0,-1.0,,,,,
3206,034135,010,-1.0,-1.0,,,,,
3207,034161,010,1.0,1.0,,,,,
3208,034161,020,-1.0,-1.0,,,,,
3209,034163,010,-1.0,-1.0,,,,,
3210,034200,010,-1.0,-1.0,,,,,
3211,034213,010,-1.0,-1.0,,,,,
3212,034222,010,-1.0,-1.0,,,,,
3213,034222,020,-1.0,-1.0,,,,,
3214,034223,010,-1.0,-1.0,,,,,
3215,034231,010,-1.0,-1.0,,,,,
3216,034235,010,-1.0,-1.0,,,,,
3217,034237,010,-1.0,-1.0,,,,,
3218,034270,010,-1.0,-1.0,,,,,
3219,034270,020,-1.0,-1.0,,,,,
3220,034274,020,-1.0,-1.0,,,,,
3221,034274,030,-1.0,-1.0,,,,,
3222,034276,010,-1.0,-1.0,,,,,
3223,034276,020,-1.0,-1.0,,,,,
3224,034277,010,-1.0,-1.0,,,,,
3225,034279,010,-1.0,-1.0,,,,,
3226,034279,020,-1.0,-1.0,,,,,
3227,034285,010,-1.0,-1.0,,,,,
3228,034285,040,-1.0,-1.0,,,,,
3229,034287,010,-1.0,-1.0,,,,,
3230,034287,040,-1.0,-1.0,,,,,
3231,034290,010,-1.0,-1.0,,,,,
3232,034291,020,-1.0,-1.0,,,,,
3233,034291,030,-1.0,-1.0,,,,,
3234,034319,010,-1.0,-1.0,,,,,
3235,034319,040,-1.0,-1.0,,,,,
3236,034320,010,-1.0,-1.0,,,,,
3237,034320,040,-1.0,-1.0,,,,,
3238,034338,010,-1.0,-1.0,,,,,
3239,034338,020,-1.0,-1.0,,,,,
3240,034350,010,1.0,1.0,,,,,
3241,034350,020,-1.0,-1.0,,,,,
3242,034353,010,1.0,1.0,,,,,
3243,034353,020,-1.0,-1.0,,,,,
3244,034360,010,1.0,1.0,,,,,
3245,034360,020,-1.0,-1.0,,,,,
3246,034371,010,-1.0,-1.0,,,,,
3247,034371,020,-1.0,-1.0,,,,,
3248,034390,010,-1.0,-1.0,,,,,
3249,034390,040,-1.0,-1.0,,,,,
3250,034395,010,1.0,1.0,,,,,
3251,034395,020,-1.0,-1.0,,,,,
3252,034412,010,-1.0,-1.0,,,,,
3253,034437,010,-1.0,-1.0,,,,,
3254,034437,020,-1.0,-1.0,,,,,
3255,034470,010,-1.0,-1.0,,,,,
3256,034470,040,-1.0,-1.0,,,,,
3257,034485,010,-1.0,-1.0,,,,,
3258,034485,020,-1.0,-1.0,,,,,
3259,034497,010,-1.0,-1.0,,,,,
3260,034497,020,-1.0,-1.0,,,,,
3261,034523,010,,,,,,,
3262,034523,040,-1.0,-1.0,,,,,
3263,034524,020,-1.0,-1.0,,,,,
3264,034524,030,-1.0,-1.0,,,,,
3265,034533,010,-1.0,-1.0,,,,,
3266,034534,010,-1.0,-1.0,,,,,
3267,034577,010,-1.0,-1.0,,,,,
3268,034624,020,-1.0,-1.0,,,,,
3269,034624,030,-1.0,-1.0,,,,,
3270,034625,010,-1.0,-1.0,,,,,
3271,034644,010,-1.0,-1.0,,,,,
3272,034644,011,-1.0,-1.0,,,,,
3273,034667,020,1.0,1.0,,,,,
3274,034667,030,-1.0,-1.0,,,,,
3275,034668,010,-1.0,-1.0,,,,,
3276,034668,020,-1.0,-1.0,,,,,
3277,034678,010,-1.0,-1.0,,,,,
3278,034678,040,-1.0,-1.0,,,,,
3279,034682,030,-1.0,-1.0,,,,,
3280,034710,010,-1.0,-1.0,,,,,
3281,034720,010,-1.0,-1.0,,,,,
3282,034728,020,-1.0,-1.0,,,,,
3283,034750,010,-1.0,-1.0,,,,,
3284,034753,010,-1.0,-1.0,,,,,
3285,034756,020,-1.0,-1.0,,,,,
3286,034756,030,-1.0,-1.0,,,,,
3287,034760,010,1.0,1.0,,,,,
3288,034760,040,-1.0,-1.0,,,,,
3289,034763,010,-1.0,-1.0,,,,,
3290,034763,040,-1.0,-1.0,,,,,
3291,034763,041,-1.0,-1.0,,,,,
3292,034765,020,-1.0,-1.0,,,,,
3293,034765,030,-1.0,-1.0,,,,,
3294,034768,010,-1.0,-1.0,,,,,
3295,034768,040,-1.0,-1.0,,,,,
3296,034769,010,1.0,1.0,,,,,
3297,034769,020,-1.0,-1.0,,,,,
3298,034795,010,-1.0,-1.0,,,,,
3299,034823,010,1.0,1.0,,,,,
3300,034836,010,-1.0,-1.0,,,,,
3301,034836,020,-1.0,-1.0,,,,,
3302,034848,010,-1.0,-1.0,,,,,
3303,034855,010,-1.0,-1.0,,,,,
3304,034863,010,-1.0,-1.0,,,,,
3305,034874,010,-1.0,-1.0,,,,,
3306,034874,040,-1.0,-1.0,,,,,
3307,034884,010,-1.0,-1.0,,,,,
3308,034884,020,1.0,1.0,,,,,
3309,034938,010,-1.0,-1.0,,,,,
3310,034938,020,1.0,1.0,,,,,
3311,034955,010,-1.0,-1.0,,,,,
3312,034955,020,-1.0,-1.0,,,,,
3313,034957,010,-1.0,-1.0,,,,,
3314,034957,020,-1.0,-1.0,,,,,
3315,034974,010,-1.0,-1.0,,,,,
3316,034974,020,-1.0,-1.0,,,,,
3317,034975,020,1.0,1.0,,,,,
3318,034975,030,1.0,1.0,,,,,
3319,034985,010,-1.0,-1.0,,,,,
3320,034985,020,-1.0,-1.0,,,,,
3321,034987,010,-1.0,-1.0,,,,,
3322,034987,040,-1.0,-1.0,,,,,
3323,034989,010,-1.0,-1.0,,,,,
3324,034998,010,-1.0,-1.0,,,,,
3325,034998,040,-1.0,-1.0,,,,,
3326,035008,010,-1.0,-1.0,,,,,
3327,035008,020,-1.0,-1.0,,,,,
3328,035009,010,-1.0,-1.0,,,,,
3329,035009,020,-1.0,-1.0,,,,,
3330,035019,010,-1.0,-1.0,,,,,
3331,035019,040,-1.0,-1.0,,,,,
3332,035025,010,-1.0,-1.0,,,,,
3333,035033,030,-1.0,-1.0,,,,,
3334,035052,020,-1.0,-1.0,,,,,
3335,035052,030,-1.0,-1.0,,,,,
3336,035094,010,-1.0,-1.0,,,,,
3337,035130,010,1.0,1.0,,,,,
3338,035130,020,-1.0,-1.0,,,,,
3339,035150,010,-1.0,-1.0,,,,,
3340,035150,040,-1.0,-1.0,,,,,
3341,035164,020,-1.0,-1.0,,,,,
3342,035164,030,,,,,,,
3343,035167,010,1.0,1.0,,,,,
3344,035167,020,1.0,1.0,,,,,
3345,035169,010,1.0,1.0,,,,,
3346,035169,040,-1.0,-1.0,,,,,
3347,035171,010,-1.0,-1.0,,,,,
3348,035171,020,-1.0,-1.0,,,,,
3349,035201,010,-1.0,-1.0,,,,,
3350,035201,040,1.0,1.0,,,,,
3351,035208,010,-1.0,-1.0,,,,,
3352,035228,020,-1.0,-1.0,,,,,
3353,035228,030,-1.0,-1.0,,,,,
3354,035250,020,-1.0,-1.0,,,,,
3355,035250,030,-1.0,-1.0,,,,,
3356,035258,010,1.0,1.0,,,,,
3357,035258,020,-1.0,-1.0,,,,,
3358,035260,010,-1.0,-1.0,,,,,
3359,035260,020,-1.0,-1.0,,-1.0,,,
3360,035264,030,-1.0,-1.0,,,,,
3361,035264,040,-1.0,-1.0,,,,,
3362,035265,010,-1.0,-1.0,,,,,
3363,035265,020,1.0,1.0,,,,,
3364,035286,010,-1.0,-1.0,,,,,
3365,035286,040,-1.0,-1.0,,,,,
3366,035320,010,-1.0,-1.0,,,,,
3367,035320,020,-1.0,-1.0,,,,,
3368,035321,010,-1.0,-1.0,,,,,
3369,035321,020,-1.0,-1.0,,,,,
3370,035330,010,-1.0,-1.0,,,,,
3371,035334,020,1.0,1.0,,,,,
3372,035362,010,-1.0,-1.0,,,,,
3373,035362,020,-1.0,-1.0,,,,,
3374,035380,010,-1.0,-1.0,,,,,
3375,035403,010,-1.0,-1.0,,,,,
3376,035407,020,-1.0,-1.0,,,,,
3377,035421,010,-1.0,-1.0,,,,,
3378,035421,040,-1.0,-1.0,,,,,
3379,035425,010,-1.0,-1.0,,,,,
3380,035425,040,-1.0,-1.0,,,,,
3381,035428,010,1.0,1.0,,,,,
3382,035430,010,-1.0,-1.0,,,,,
3383,035430,020,1.0,1.0,,,,,
3384,035438,010,-1.0,-1.0,,,,,
3385,035444,010,-1.0,-1.0,,,,,
3386,035444,020,-1.0,-1.0,,,,,
3387,035504,010,-1.0,-1.0,,,,,
3388,035504,020,-1.0,-1.0,,,,,
3389,035505,010,-1.0,-1.0,,,,,
3390,035505,040,-1.0,-1.0,,,,,
3391,035506,010,-1.0,-1.0,,,,,
3392,035506,020,-1.0,-1.0,,,,,
3393,035507,010,-1.0,-1.0,,,,,
3394,035507,020,-1.0,-1.0,,,,,
3395,035519,010,-1.0,-1.0,,,,,
3396,035519,040,-1.0,-1.0,,,,,
3397,035525,010,-1.0,-1.0,,,,,
3398,035525,040,-1.0,-1.0,,,,,
3399,035542,030,-1.0,-1.0,,,,,
3400,035542,040,-1.0,-1.0,,,,,
3401,035601,010,-1.0,-1.0,,,,,
3402,035601,020,-1.0,-1.0,,,,,
3403,035605,010,-1.0,-1.0,,,,,
3404,035607,020,1.0,1.0,,,,,
3405,035607,030,-1.0,-1.0,,,,,
3406,035613,010,-1.0,-1.0,,,,,
3407,035613,020,-1.0,-1.0,,,,,
3408,035614,010,-1.0,-1.0,,,,,
3409,035614,020,-1.0,-1.0,,,,,
3410,035618,010,-1.0,-1.0,,,,,
3411,035621,020,,,,,,,
3412,035621,030,-1.0,-1.0,,,,,
3413,035624,020,-1.0,-1.0,,,,,
3414,035624,030,-1.0,-1.0,,,,,
3415,035644,010,-1.0,-1.0,,,,,
3416,035655,010,-1.0,-1.0,,,,,
3417,035655,020,-1.0,-1.0,,,,,
3418,035672,020,-1.0,-1.0,,,,,
3419,035672,030,-1.0,-1.0,,,,,
3420,035677,010,1.0,1.0,,,,,
3421,035680,020,-1.0,-1.0,,,,,
3422,035680,030,-1.0,-1.0,,,,,
3423,035685,020,-1.0,-1.0,,,,,
3424,035686,020,-1.0,-1.0,,,,,
3425,035686,030,-1.0,-1.0,,,,,
3426,035688,010,-1.0,-1.0,,,,,
3427,035688,020,-1.0,-1.0,,,,,
3428,035696,010,-1.0,-1.0,,,,,
3429,035696,020,-1.0,-1.0,,,,,
3430,035704,020,-1.0,-1.0,,,,,
3431,035704,030,1.0,1.0,,,,,
3432,035728,010,-1.0,-1.0,,,,,
3433,035749,010,-1.0,-1.0,,,,,
3434,035753,010,-1.0,-1.0,,,,,
3435,035753,020,-1.0,-1.0,,,,,
3436,035785,020,-1.0,-1.0,,,,,
3437,035785,030,1.0,1.0,,,,,
3438,035786,010,-1.0,-1.0,,,,,
3439,035786,040,-1.0,-1.0,,,,,
3440,035789,020,-1.0,-1.0,,,,,
3441,035793,010,1.0,1.0,,,,,
3442,035793,020,1.0,1.0,,,,,
3443,035797,010,-1.0,-1.0,,,,,
3444,035797,020,-1.0,-1.0,,,,,
3445,035813,010,-1.0,-1.0,,,,,
3446,035813,020,-1.0,-1.0,,,,,
3447,035820,010,-1.0,-1.0,,,,,
3448,035820,020,1.0,1.0,,,,,
3449,035824,010,-1.0,-1.0,,,,,
3450,035824,040,1.0,1.0,,,,,
3451,035825,010,-1.0,-1.0,,,,,
3452,035825,020,1.0,1.0,,,,,
3453,035838,020,1.0,1.0,,,,,
3454,035838,030,-1.0,-1.0,,,,,
3455,035845,010,1.0,1.0,,,,,
3456,035845,040,-1.0,-1.0,,,,,
3457,035848,010,-1.0,-1.0,,,,,
3458,035848,020,-1.0,-1.0,,,,,
3459,035849,010,-1.0,-1.0,,,,,
3460,035849,020,-1.0,-1.0,,,,,
3461,035857,010,-1.0,-1.0,,,,,
3462,035858,010,-1.0,-1.0,,,,,
3463,035858,040,-1.0,-1.0,,,,,
3464,035862,010,-1.0,-1.0,,,,,
3465,035863,010,-1.0,-1.0,,,,,
3466,035863,040,-1.0,-1.0,,,,,
3467,035873,010,-1.0,-1.0,,,,,
3468,035878,010,-1.0,-1.0,,,,,
3469,035882,010,-1.0,-1.0,,,,,
3470,035888,010,-1.0,-1.0,,,,,
3471,035888,040,-1.0,-1.0,,,,,
3472,035892,010,-1.0,-1.0,,,,,
3473,035901,020,-1.0,-1.0,,,,,
3474,035901,030,-1.0,-1.0,,,-1.0,,
3475,035903,020,-1.0,-1.0,,,,,
3476,035903,030,-1.0,-1.0,,,,,
3477,035905,010,-1.0,-1.0,,,,,
3478,035907,010,-1.0,-1.0,,,,,
3479,035926,010,-1.0,-1.0,,,,,
3480,035949,010,-1.0,-1.0,,,,,
3481,035950,020,-1.0,-1.0,,,,,
3482,035950,030,-1.0,-1.0,,,,,
3483,035962,020,-1.0,-1.0,,,,,
3484,035962,030,-1.0,-1.0,,,,,
3485,035982,010,-1.0,-1.0,,,,,
3486,035982,040,1.0,1.0,,,,,
3487,035987,020,-1.0,-1.0,,,,,
3488,035987,030,1.0,1.0,,,,,
3489,035990,030,1.0,1.0,,,,,
3490,035990,032,-1.0,-1.0,,,,,
3491,035992,010,-1.0,-1.0,,,,,
3492,035992,020,-1.0,-1.0,,,,,
3493,036012,010,-1.0,-1.0,,,,,
3494,036040,010,-1.0,-1.0,,,,,
3495,036040,020,-1.0,-1.0,,,,,
3496,036044,010,-1.0,-1.0,,,,,
3497,036044,040,-1.0,-1.0,,,,,
3498,036051,010,-1.0,-1.0,,,,,
3499,036051,020,-1.0,-1.0,,,,,
3500,036068,010,-1.0,-1.0,,,,,
3501,036069,010,-1.0,-1.0,,,,,
3502,036077,010,-1.0,-1.0,,,,,
3503,036077,040,-1.0,-1.0,,,,,
3504,036081,010,-1.0,-1.0,,,,,
3505,036081,011,1.0,1.0,,,,,
3506,036107,010,-1.0,-1.0,,,,,
3507,036126,010,-1.0,-1.0,,,,,
3508,036126,040,1.0,1.0,,,,,
3509,036129,020,-1.0,-1.0,,,,,
3510,036129,030,-1.0,-1.0,,,,,
3511,036141,010,-1.0,-1.0,,,,,
3512,036141,040,1.0,1.0,,,,,
3513,036142,020,-1.0,-1.0,,,,,
3514,036142,030,-1.0,-1.0,,,,,
3515,036148,010,-1.0,-1.0,,,,,
3516,036148,040,1.0,1.0,,,,,
3517,036151,010,1.0,1.0,,,,,
3518,036170,010,-1.0,-1.0,,,,,
3519,036171,010,1.0,1.0,,,,,
3520,036171,040,1.0,1.0,,,,,
3521,036179,010,-1.0,-1.0,,,,,
3522,036179,020,-1.0,-1.0,,,,,
3523,036199,020,-1.0,-1.0,,,,,
3524,036199,030,-1.0,-1.0,,,,,
3525,036201,020,-1.0,-1.0,,,,,
3526,036203,010,-1.0,-1.0,,,,,
3527,036203,020,-1.0,-1.0,,,,,
3528,036206,010,,,,,,,
3529,036218,020,-1.0,-1.0,,,,,
3530,036218,030,-1.0,-1.0,,,,,
3531,036223,020,-1.0,-1.0,,,,,
3532,036223,030,1.0,1.0,,,,,
3533,036227,010,-1.0,-1.0,,,,,
3534,036227,040,-1.0,-1.0,,,,,
3535,036230,010,-1.0,-1.0,,,,,
3536,036230,020,-1.0,-1.0,,,,,
3537,036233,020,-1.0,-1.0,,,,,
3538,036233,030,-1.0,-1.0,,,,,
3539,036234,010,1.0,1.0,,,,,
3540,036234,020,-1.0,-1.0,,,,,
3541,036236,010,-1.0,-1.0,,,,,
3542,036238,010,-1.0,-1.0,,,,,
3543,036243,020,-1.0,-1.0,,,,,
3544,036243,030,-1.0,-1.0,,,,,
3545,036245,010,-1.0,-1.0,,,,,
3546,036245,040,-1.0,-1.0,,,,,
3547,036250,010,1.0,1.0,,,,,
3548,036250,020,-1.0,-1.0,,,,,
3549,036257,010,-1.0,-1.0,,,,,
3550,036257,020,-1.0,-1.0,,,,,
3551,036275,010,-1.0,-1.0,,,,,
3552,036277,010,-1.0,-1.0,,,,,
3553,036277,040,-1.0,-1.0,,,,,
3554,036345,010,-1.0,-1.0,,,,,
3555,036350,010,-1.0,-1.0,,,,,
3556,036356,010,-1.0,-1.0,,,,,
3557,036386,020,-1.0,-1.0,,,,,
3558,036388,010,-1.0,-1.0,,,,,
3559,036393,010,-1.0,-1.0,,,,,
3560,036398,010,-1.0,-1.0,,,,,
3561,036398,040,-1.0,-1.0,,,,,
3562,036408,020,-1.0,-1.0,,,,,
3563,036408,030,-1.0,-1.0,,,,,
3564,036413,010,-1.0,-1.0,,,,,
3565,036413,040,-1.0,-1.0,,,,,
3566,036418,020,-1.0,-1.0,,,,,
3567,036418,030,-1.0,-1.0,,,,,
3568,036445,010,-1.0,-1.0,,,,,
3569,036445,011,-1.0,-1.0,,,,,
3570,036450,010,-1.0,-1.0,,,,,
3571,036450,040,-1.0,-1.0,,,,,
3572,036453,020,,,,,,,
3573,036453,030,-1.0,-1.0,,,,,
3574,036471,010,-1.0,-1.0,,,,,
3575,036471,020,-1.0,-1.0,,,,,
3576,036473,020,-1.0,-1.0,,,,,
3577,036473,030,-1.0,-1.0,,,,,
3578,036476,020,-1.0,-1.0,,,,,
3579,036489,010,-1.0,-1.0,,,,,
3580,036489,040,1.0,1.0,,,,,
3581,036491,020,-1.0,-1.0,,,,,
3582,036491,030,-1.0,-1.0,,,,,
3583,036495,010,-1.0,-1.0,,,,,
3584,036495,040,-1.0,-1.0,,,,,
3585,036495,041,-1.0,-1.0,,,,,
3586,036499,010,-1.0,-1.0,,,,,
3587,036499,040,-1.0,-1.0,,,,,
3588,036503,020,-1.0,-1.0,,,,,
3589,036503,030,-1.0,-1.0,,,,,
3590,036510,040,-1.0,-1.0,,,,,
3591,036536,010,-1.0,-1.0,,,,,
3592,036536,020,-1.0,-1.0,,,,,
3593,036549,020,-1.0,-1.0,,,,,
3594,036572,010,-1.0,-1.0,,,,,
3595,036603,010,-1.0,-1.0,,,,,
3596,036643,030,-1.0,-1.0,,,,,
3597,036647,010,-1.0,-1.0,,,,,
3598,036647,040,-1.0,-1.0,,,,,
3599,036648,010,-1.0,-1.0,,,,,
3600,036666,020,-1.0,-1.0,,,,,
3601,036666,030,1.0,1.0,,,,,
3602,036667,020,-1.0,-1.0,,,,,
3603,036667,030,-1.0,-1.0,,,,,
3604,036668,010,-1.0,-1.0,,,,,
3605,036668,020,1.0,1.0,,,,,
3606,036675,010,-1.0,-1.0,,,,,
3607,036675,040,-1.0,-1.0,,,,,
3608,036676,010,-1.0,-1.0,,,,,
3609,036676,040,-1.0,-1.0,,,,,
3610,036677,020,-1.0,-1.0,,,,,
3611,036677,030,-1.0,-1.0,,,,,
3612,036682,010,-1.0,-1.0,,,,,
3613,036682,020,1.0,1.0,,,,,
3614,036683,010,-1.0,-1.0,,,,,
3615,036683,020,-1.0,-1.0,,,,,
3616,036684,010,-1.0,-1.0,,,,,
3617,036684,020,-1.0,-1.0,,,,,
3618,036689,010,1.0,1.0,,,,,
3619,036708,020,-1.0,-1.0,,,,,
3620,036726,010,-1.0,-1.0,,,,,
3621,036734,010,-1.0,-1.0,,,,,
3622,036734,020,1.0,1.0,,,,,
3623,036750,020,-1.0,-1.0,,,,,
3624,036750,030,-1.0,-1.0,,,,,
3625,036753,010,-1.0,-1.0,,,,,
3626,036753,040,,,,,,,
3627,036757,020,-1.0,-1.0,,,,,
3628,036758,010,-1.0,-1.0,,,,,
3629,036763,010,-1.0,-1.0,,,,,
3630,036763,040,1.0,1.0,,,,,
3631,036766,010,1.0,1.0,,,,,
3632,036770,010,-1.0,-1.0,,,,,
3633,036770,020,1.0,1.0,,,,,
3634,036787,010,-1.0,-1.0,,,,,
3635,036787,020,-1.0,-1.0,,,,,
3636,036790,010,1.0,1.0,,,,,
