,HHID,PN,F995_x,F995_y,G1082,HB022,JB022,KB022,LB022
13322,200315,010,-1.0,-1.0,,,,,
13323,200316,010,-1.0,-1.0,,,,,
13324,200317,010,-1.0,-1.0,,,,,
13325,200318,010,-1.0,-1.0,,,,,
13326,200322,010,1.0,1.0,,,,,
13327,200322,020,,,,,,,
13328,200324,010,-1.0,-1.0,,,,,
13329,200327,020,-1.0,-1.0,,,,,
13330,200328,010,-1.0,-1.0,,,,,
13331,200330,020,-1.0,-1.0,,,,,
13332,200332,010,-1.0,-1.0,,,,,
13333,200332,020,-1.0,-1.0,,,,,
13334,200334,010,1.0,1.0,,,,,
13335,200339,010,-1.0,-1.0,,,,,
13336,200339,020,1.0,1.0,,,,,
13337,200341,010,-1.0,-1.0,,,,,
13338,200341,020,-1.0,-1.0,,,,,
13339,200342,010,-1.0,-1.0,,,,,
13340,200343,010,-1.0,-1.0,,,,,
13341,200344,010,-1.0,-1.0,,,,,
13342,200346,010,-1.0,-1.0,,,,,
13343,200347,010,-1.0,-1.0,,,,,
13344,200350,010,-1.0,-1.0,,,,,
13345,200352,010,-1.0,-1.0,,,,,
13346,200352,011,1.0,1.0,,,,,
13347,200357,010,-1.0,-1.0,,,,,
13348,200357,020,-1.0,-1.0,,,,,
13349,200358,010,,,,,,,
13350,200359,010,-1.0,-1.0,,,,,
13351,200361,010,-1.0,-1.0,,,,,
13352,200361,020,-1.0,-1.0,,,,,
13353,200362,010,-1.0,-1.0,,,,,
13354,200372,010,-1.0,-1.0,,,,,
13355,200372,020,-1.0,-1.0,,,,,
13356,200374,020,-1.0,-1.0,,,,,
13357,200376,010,1.0,1.0,,,,,
13358,200376,020,-1.0,-1.0,,,,,
13359,200378,010,-1.0,-1.0,,,,,
13360,200378,020,1.0,1.0,,,,,
13361,200380,010,-1.0,-1.0,,,,,
13362,200380,020,-1.0,-1.0,,,,,
13363,200382,010,-1.0,-1.0,,,,,
13364,200384,010,-1.0,-1.0,,,,,
13365,200386,010,-1.0,-1.0,,,,,
13366,200388,010,-1.0,-1.0,,,,,
13367,200388,020,,,,,,,
13368,200389,010,-1.0,-1.0,,,,,
13369,200390,020,-1.0,-1.0,,,,,
13370,200391,010,-1.0,-1.0,,,,,
13371,200393,020,-1.0,-1.0,,,,,
13372,200395,010,-1.0,-1.0,,,,,
13373,200396,010,-1.0,-1.0,,,,,
13374,200398,010,-1.0,-1.0,,,,,
13375,200398,020,-1.0,-1.0,,,,,
13376,200400,010,-1.0,-1.0,,,,,
13377,200400,020,1.0,1.0,,,,,
13378,200402,010,-1.0,-1.0,,,,,
13379,200402,020,-1.0,-1.0,,,,,
13380,200404,010,1.0,1.0,,,,,
13381,200405,010,-1.0,-1.0,,,,,
13382,200406,010,-1.0,-1.0,,,,,
13383,200407,010,-1.0,-1.0,,,,,
13384,200409,010,-1.0,-1.0,,,,,
13385,200411,010,1.0,1.0,,,,,
13386,200411,020,1.0,1.0,,,,,
13387,200412,010,-1.0,-1.0,,,,,
13388,200413,010,-1.0,-1.0,,,,,
13389,200414,010,-1.0,-1.0,,,,,
13390,200414,020,-1.0,-1.0,,,,,
13391,200416,010,-1.0,-1.0,,,,,
13392,200416,020,-1.0,-1.0,,,,,
13393,200417,010,-1.0,-1.0,,,,,
13394,200417,011,-1.0,-1.0,,,,,
13395,200423,020,-1.0,-1.0,,,,,
13396,200425,020,-1.0,-1.0,,,,,
13397,200426,010,-1.0,-1.0,,,,,
13398,200427,010,1.0,1.0,,,,,
13399,200431,010,-1.0,-1.0,,,,,
13400,200434,010,-1.0,-1.0,,,,,
13401,200434,020,-1.0,-1.0,,,,,
13402,200436,020,-1.0,-1.0,,,,,
13403,200438,010,-1.0,-1.0,,,,,
13404,200438,020,-1.0,-1.0,,,,,
13405,200441,010,-1.0,-1.0,,,,,
13406,200441,020,1.0,1.0,,,,,
13407,200443,010,-1.0,-1.0,,,,,
13408,200443,020,-1.0,-1.0,,,,,
13409,200445,010,-1.0,-1.0,,,,,
13410,200445,020,-1.0,-1.0,,,,,
13411,200448,010,-1.0,-1.0,,,,,
13412,200449,010,-1.0,-1.0,,,,,
13413,200450,010,-1.0,-1.0,,,,,
13414,200455,010,-1.0,-1.0,,,,,
13415,200455,020,-1.0,-1.0,,,,,
13416,200456,020,1.0,1.0,,,,,
13417,200458,020,-1.0,-1.0,,,,,
13418,200461,010,-1.0,-1.0,,,,,
13419,200462,010,-1.0,-1.0,,,,,
13420,200463,020,1.0,1.0,,,,,
13421,200464,010,-1.0,-1.0,,,,,
13422,200466,010,-1.0,-1.0,,,,,
13423,200466,020,-1.0,-1.0,,,,,
13424,200468,010,-1.0,-1.0,,,,,
13425,200468,020,-1.0,-1.0,,,,,
13426,200470,020,-1.0,-1.0,,,,,
13427,200471,010,-1.0,-1.0,,,,,
13428,200472,010,1.0,1.0,,,,,
13429,200473,010,-1.0,-1.0,,,,,
13430,200475,010,,,,,,,
13431,200475,020,-1.0,-1.0,,,,,
13432,200476,010,-1.0,-1.0,,,,,
13433,200481,020,,,,,,,
13434,200483,010,-1.0,-1.0,,,,,
13435,200487,010,-1.0,-1.0,,,,,
13436,200487,020,-1.0,-1.0,,,,,
13437,200495,010,-1.0,-1.0,,,,,
13438,200495,011,1.0,1.0,,,,,
13439,200497,010,-1.0,-1.0,,,,,
13440,200497,020,-1.0,-1.0,,,,,
13441,200500,010,-1.0,-1.0,,,,,
13442,200500,020,1.0,1.0,,,,,
13443,200502,010,-1.0,-1.0,,,,,
13444,200502,020,-1.0,-1.0,,,,,
13445,200504,010,-1.0,-1.0,,,,,
13446,200504,020,-1.0,-1.0,,,,,
13447,200506,010,-1.0,-1.0,,,,,
13448,200506,020,-1.0,-1.0,,,,,
13449,200508,010,-1.0,-1.0,,,,,
13450,200510,010,-1.0,-1.0,,,,,
13451,200510,020,-1.0,-1.0,,,,,
13452,200511,010,-1.0,-1.0,,,,,
13453,200511,020,,,,,,,
13454,200516,010,1.0,1.0,,,,,
13455,200516,020,-1.0,-1.0,,,,,
13456,200518,010,,,,,,,
13457,200518,020,-1.0,-1.0,,,,,
13458,200520,010,-1.0,-1.0,,,,,
13459,200520,020,-1.0,-1.0,,,,,
13460,200522,020,-1.0,-1.0,,,,,
13461,200524,010,-1.0,-1.0,,,,,
13462,200524,020,-1.0,-1.0,,,,,
13463,200525,010,-1.0,-1.0,,,,,
13464,200526,010,-1.0,-1.0,,,,,
13465,200527,010,-1.0,-1.0,,,,,
13466,200527,020,-1.0,-1.0,,,,,
13467,200529,020,-1.0,-1.0,,,,,
13468,200531,020,1.0,1.0,,,,,
13469,200534,010,1.0,1.0,,,,,
13470,200534,020,-1.0,-1.0,,,,,
13471,200535,010,-1.0,-1.0,,,,,
13472,200537,010,1.0,1.0,,,,,
13473,200537,020,-1.0,-1.0,,,,,
13474,200543,010,-1.0,-1.0,,,,,
13475,200545,010,1.0,1.0,,,,,
13476,200546,010,-1.0,-1.0,,,,,
13477,200547,010,-1.0,-1.0,,,,,
13478,200548,010,1.0,1.0,,,,,
13479,200550,010,-1.0,-1.0,,,,,
13480,200551,010,-1.0,-1.0,,,,,
13481,200554,010,-1.0,-1.0,,,,,
13482,200554,020,-1.0,-1.0,,,,,
13483,200557,010,-1.0,-1.0,,,,,
13484,200557,011,-1.0,-1.0,,,,,
13485,200558,010,-1.0,-1.0,,,,,
13486,200559,010,-1.0,-1.0,,,,,
13487,200561,010,1.0,1.0,,,,,
13488,200561,020,-1.0,-1.0,,,,,
13489,200564,010,-1.0,-1.0,,,,,
13490,200564,020,-1.0,-1.0,,,,,
13491,200566,010,1.0,1.0,,,,,
13492,200566,020,-1.0,-1.0,,,,,
13493,200568,010,1.0,1.0,,,,,
13494,200570,010,-1.0,-1.0,,,,,
13495,200570,020,-1.0,-1.0,,,,,
13496,200571,010,-1.0,-1.0,,,,,
13497,200572,010,-1.0,-1.0,,,,,
13498,200573,010,-1.0,-1.0,,,,,
13499,200573,011,-1.0,-1.0,,,,,
13500,200577,020,-1.0,-1.0,,,,,
13501,200578,010,-1.0,-1.0,,,,,
13502,200580,020,-1.0,-1.0,,,,,
13503,200583,010,-1.0,-1.0,,,,,
13504,200583,020,-1.0,-1.0,,,,,
13505,200585,010,-1.0,-1.0,,,,,
13506,200585,020,-1.0,-1.0,,,,,
13507,200588,010,-1.0,-1.0,,,,,
13508,200588,020,-1.0,-1.0,,,,,
13509,200590,010,-1.0,-1.0,,,,,
13510,200592,010,-1.0,-1.0,,,,,
13511,200595,010,-1.0,-1.0,,,,,
13512,200597,020,1.0,1.0,,,,,
13513,200599,020,1.0,1.0,,,,,
13514,200600,010,-1.0,-1.0,,,,,
13515,200602,010,-1.0,-1.0,,,,,
13516,200604,010,-1.0,-1.0,,,,,
13517,200604,020,-1.0,-1.0,,,,,
13518,200606,020,-1.0,-1.0,,,,,
13519,200608,010,-1.0,-1.0,,,,,
13520,200608,020,-1.0,-1.0,,,,,
13521,200609,010,-1.0,-1.0,,,,,
13522,200610,010,1.0,1.0,,,,,
13523,200612,010,1.0,1.0,,,,,
13524,200612,020,-1.0,-1.0,,,,,
13525,200615,010,-1.0,-1.0,,,,,
13526,200617,010,1.0,1.0,,,,,
13527,200618,010,-1.0,-1.0,,,,,
13528,200619,010,-1.0,-1.0,,,,,
13529,200620,010,-1.0,-1.0,,,,,
13530,200621,010,-1.0,-1.0,,,,,
13531,200622,010,-1.0,-1.0,,,,,
13532,200624,010,1.0,1.0,,,,,
13533,200626,010,-1.0,-1.0,,,,,
13534,200627,010,-1.0,-1.0,,,,,
13535,200629,020,-1.0,-1.0,,,,,
13536,200630,010,-1.0,-1.0,,,,,
13537,200632,010,-1.0,-1.0,,,,,
13538,200632,020,1.0,1.0,,,,,
13539,200635,010,-1.0,-1.0,,,,,
13540,200636,010,-1.0,-1.0,,,,,
13541,200636,011,-1.0,-1.0,,,,,
13542,200637,010,-1.0,-1.0,,,,,
13543,200638,010,-1.0,-1.0,,,,,
13544,200640,010,-1.0,-1.0,,,,,
13545,200640,020,-1.0,-1.0,,,,,
13546,200641,010,1.0,1.0,,,,,
13547,200643,010,-1.0,-1.0,,,,,
13548,200643,020,-1.0,-1.0,,,,,
13549,200645,010,-1.0,-1.0,,,,,
13550,200645,020,1.0,1.0,,,,,
13551,200647,010,-1.0,-1.0,,,,,
13552,200647,020,-1.0,-1.0,,,,,
13553,200649,020,-1.0,-1.0,,,,,
13554,200649,021,,,,,,,
13555,200650,010,-1.0,-1.0,,,,,
13556,200654,010,-1.0,-1.0,,,,,
13557,200654,020,-1.0,-1.0,,,,,
13558,200657,010,-1.0,-1.0,,,,,
13559,200661,010,-1.0,-1.0,,,,,
13560,200661,020,-1.0,-1.0,,,,,
13561,200663,010,-1.0,-1.0,,,,,
13562,200665,010,-1.0,-1.0,,,,,
13563,200665,020,1.0,1.0,,,,,
13564,200667,020,-1.0,-1.0,,,,,
13565,200669,010,-1.0,-1.0,,,,,
13566,200671,020,-1.0,-1.0,,,,,
13567,200673,010,-1.0,-1.0,,,,,
13568,200673,020,-1.0,-1.0,,,,,
13569,200675,010,-1.0,-1.0,,,,,
13570,200678,010,-1.0,-1.0,,,,,
13571,200679,020,-1.0,-1.0,,,,,
13572,200681,010,1.0,1.0,,,,,
13573,200681,020,-1.0,-1.0,,,,,
13574,200683,010,-1.0,-1.0,,,,,
13575,200683,020,-1.0,-1.0,,,,,
13576,200685,010,-1.0,-1.0,,,,,
13577,200685,020,-1.0,-1.0,,,,,
13578,200687,010,-1.0,-1.0,,,,,
13579,200687,020,-1.0,-1.0,,,,,
13580,200689,010,-1.0,-1.0,,,,,
13581,200691,010,-1.0,-1.0,,,,,
13582,200691,020,-1.0,-1.0,,,,,
13583,200695,010,-1.0,-1.0,,,,,
13584,200695,020,-1.0,-1.0,,,,,
13585,200696,010,-1.0,-1.0,,,,,
13586,200698,010,-1.0,-1.0,,,,,
13587,200699,010,-1.0,-1.0,,,,,
13588,200701,010,-1.0,-1.0,,,,,
13589,200703,010,-1.0,-1.0,,,,,
13590,200704,010,,,,,,,
13591,200705,010,-1.0,-1.0,,,,,
13592,200708,010,,,,,,,
13593,200709,010,-1.0,-1.0,,,,,
13594,200717,010,,,,,,,
13595,200718,010,-1.0,-1.0,,,,,
13596,200720,010,-1.0,-1.0,,,,,
13597,200722,020,1.0,1.0,,,,,
13598,200724,010,-1.0,-1.0,,,,,
13599,200727,010,-1.0,-1.0,,,,,
13600,200727,020,-1.0,-1.0,,,,,
13601,200729,020,-1.0,-1.0,,,,,
13602,200730,010,-1.0,-1.0,,,,,
13603,200731,010,-1.0,-1.0,,,,,
13604,200734,010,-1.0,-1.0,,,,,
13605,200737,010,-1.0,-1.0,,,,,
13606,200739,020,1.0,1.0,,,,,
13607,200740,010,-1.0,-1.0,,,,,
13608,200742,010,-1.0,-1.0,,,,,
13609,200742,020,-1.0,-1.0,,,,,
13610,200745,010,-1.0,-1.0,,,,,
13611,200746,010,1.0,1.0,,,,,
13612,200749,010,1.0,1.0,,,,,
13613,200749,020,-1.0,-1.0,,,,,
13614,200751,010,-1.0,-1.0,,,,,
13615,200751,020,-1.0,-1.0,,,,,
13616,200753,010,-1.0,-1.0,,,,,
13617,200759,010,-1.0,-1.0,,,,,
13618,200761,010,-1.0,-1.0,,,,,
13619,200765,010,1.0,1.0,,,,,
13620,200765,020,-1.0,-1.0,,,,,
13621,200767,010,1.0,1.0,,,,,
13622,200767,020,-1.0,-1.0,,,,,
13623,200769,010,-1.0,-1.0,,,,,
13624,200769,020,-1.0,-1.0,,,,,
13625,200771,010,-1.0,-1.0,,,,,
13626,200771,020,-1.0,-1.0,,,,,
13627,200772,010,-1.0,-1.0,,,,,
13628,200777,010,-1.0,-1.0,,,,,
13629,200777,020,-1.0,-1.0,,,,,
13630,200779,020,-1.0,-1.0,,,,,
13631,200785,010,-1.0,-1.0,,,,,
13632,200785,020,-1.0,-1.0,,,,,
13633,200787,020,-1.0,-1.0,,,,,
13634,200791,010,-1.0,-1.0,,,,,
13635,200791,020,-1.0,-1.0,,,,,
13636,200792,010,-1.0,-1.0,,,,,
13637,200797,020,-1.0,-1.0,,,,,
13638,200799,010,-1.0,-1.0,,,,,
13639,200799,020,-1.0,-1.0,,,,,
13640,200801,010,-1.0,-1.0,,,,,
13641,200802,010,-1.0,-1.0,,,,,
13642,200804,010,-1.0,-1.0,,,,,
13643,200804,020,-1.0,-1.0,,,,,
13644,200806,010,-1.0,-1.0,,,,,
13645,200806,020,-1.0,-1.0,,,,,
13646,200808,010,-1.0,-1.0,,,,,
13647,200810,020,-1.0,-1.0,,,,,
13648,200811,010,-1.0,-1.0,,,,,
13649,200813,010,-1.0,-1.0,,,,,
13650,200814,010,-1.0,-1.0,,,,,
13651,200821,010,-1.0,-1.0,,,,,
13652,200823,010,-1.0,-1.0,,,,,
13653,200823,020,-1.0,-1.0,,,,,
13654,200824,010,-1.0,-1.0,,,,,
13655,200825,010,-1.0,-1.0,,,,,
13656,200827,020,-1.0,-1.0,,,,,
13657,200828,010,-1.0,-1.0,,,,,
13658,200832,010,-1.0,-1.0,,,,,
13659,200832,020,-1.0,-1.0,,,,,
13660,200834,010,-1.0,-1.0,,,,,
13661,200834,020,-1.0,-1.0,,,,,
13662,200835,010,-1.0,-1.0,,,,,
13663,200837,010,-1.0,-1.0,,,,,
13664,200838,010,-1.0,-1.0,,,,,
13665,200839,010,-1.0,-1.0,,,,,
13666,200841,010,-1.0,-1.0,,,,,
13667,200842,010,-1.0,-1.0,,,,,
13668,200844,010,1.0,1.0,,,,,
13669,200846,010,1.0,1.0,,,,,
13670,200848,010,-1.0,-1.0,,,,,
13671,200849,010,-1.0,-1.0,,,,,
13672,200852,010,-1.0,-1.0,,,,,
13673,200853,010,-1.0,-1.0,,,,,
13674,200854,010,-1.0,-1.0,,,,,
13675,200855,010,1.0,1.0,,,,,
13676,200856,010,-1.0,-1.0,,,,,
13677,200857,010,-1.0,-1.0,,,,,
13678,200858,010,-1.0,-1.0,,,,,
13679,200859,010,-1.0,-1.0,,,,,
13680,200861,020,-1.0,-1.0,,,,,
13681,200864,010,-1.0,-1.0,,,,,
13682,200866,010,-1.0,-1.0,,,,,
13683,200867,010,1.0,1.0,,,,,
13684,200870,010,-1.0,-1.0,,,,,
13685,200872,010,-1.0,-1.0,,,,,
13686,200873,010,-1.0,-1.0,,,,,
13687,200875,010,-1.0,-1.0,,,,,
13688,200877,010,-1.0,-1.0,,,,,
13689,200877,020,-1.0,-1.0,,,,,
13690,200880,020,-1.0,-1.0,,,,,
13691,200882,010,-1.0,-1.0,,,,,
13692,200885,020,-1.0,-1.0,,,,,
13693,200889,010,-1.0,-1.0,,,,,
13694,200890,010,-1.0,-1.0,,,,,
13695,200891,010,-1.0,-1.0,,,,,
13696,200892,010,-1.0,-1.0,,,,,
13697,200893,010,-1.0,-1.0,,,,,
13698,200897,010,-1.0,-1.0,,,,,
13699,200900,010,-1.0,-1.0,,,,,
13700,200902,010,-1.0,-1.0,,,,,
13701,200904,010,-1.0,-1.0,,,,,
13702,200904,020,-1.0,-1.0,,,,,
13703,200906,010,-1.0,-1.0,,,,,
13704,200909,010,-1.0,-1.0,,,,,
13705,200909,020,-1.0,-1.0,,,,,
13706,200910,010,-1.0,-1.0,,,,,
13707,200912,010,-1.0,-1.0,,,,,
13708,200912,011,,,,,,,
13709,200914,020,-1.0,-1.0,,,,,
13710,200916,010,-1.0,-1.0,,,,,
13711,200918,020,-1.0,-1.0,,,,,
13712,200920,020,-1.0,-1.0,,,,,
13713,200922,010,-1.0,-1.0,,,,,
13714,200924,010,1.0,1.0,,,,,
13715,200925,010,1.0,1.0,,,,,
13716,200928,010,-1.0,-1.0,,,,,
13717,200929,010,-1.0,-1.0,,,,,
13718,200930,010,-1.0,-1.0,,,,,
13719,200931,010,-1.0,-1.0,,,,,
13720,200931,020,,,,,,,
13721,200932,010,-1.0,-1.0,,,,,
13722,200934,010,-1.0,-1.0,,,,,
13723,200934,020,-1.0,-1.0,,,,,
13724,200935,010,-1.0,-1.0,,,,,
13725,200938,010,1.0,1.0,,,,,
13726,200938,020,-1.0,-1.0,,,,,
13727,200942,010,-1.0,-1.0,,,,,
13728,200942,020,-1.0,-1.0,,,,,
13729,200944,020,-1.0,-1.0,,,,,
13730,200945,010,-1.0,-1.0,,,,,
13731,200947,010,-1.0,-1.0,,,,,
13732,200947,020,-1.0,-1.0,,,,,
13733,200948,010,-1.0,-1.0,,,,,
13734,200949,010,-1.0,-1.0,,,,,
13735,200950,010,1.0,1.0,,,,,
13736,200952,010,-1.0,-1.0,,,,,
13737,200952,020,-1.0,-1.0,,,,,
13738,200954,010,1.0,1.0,,,,,
13739,200956,010,-1.0,-1.0,,,,,
13740,200956,020,-1.0,-1.0,,,,,
13741,200957,010,-1.0,-1.0,,,,,
13742,200960,010,-1.0,-1.0,,,,,
13743,200962,010,-1.0,-1.0,,,,,
13744,200963,010,-1.0,-1.0,,,,,
13745,200964,010,-1.0,-1.0,,,,,
13746,200965,010,-1.0,-1.0,,,,,
13747,200966,010,1.0,1.0,,,,,
13748,200967,010,-1.0,-1.0,,,,,
13749,200968,010,-1.0,-1.0,,,,,
13750,200970,020,-1.0,-1.0,,,,,
13751,200972,020,1.0,1.0,,,,,
13752,200974,010,1.0,1.0,,,,,
13753,200974,020,-1.0,-1.0,,,,,
13754,200975,010,-1.0,-1.0,,,,,
13755,200977,010,-1.0,-1.0,,,,,
13756,200977,020,-1.0,-1.0,,,,,
13757,200983,010,-1.0,-1.0,,,,,
13758,200983,020,-1.0,-1.0,,,,,
13759,200985,010,-1.0,-1.0,,,,,
13760,200986,010,-1.0,-1.0,,,,,
13761,200987,010,-1.0,-1.0,,,,,
13762,200989,010,-1.0,-1.0,,,,,
13763,200989,020,-1.0,-1.0,,,,,
13764,200990,010,-1.0,-1.0,,,,,
13765,200991,010,-1.0,-1.0,,,,,
13766,200993,020,1.0,1.0,,,,,
13767,200994,010,-1.0,-1.0,,,,,
13768,200994,020,-1.0,-1.0,,,,,
13769,200995,010,-1.0,-1.0,,,,,
13770,200997,010,-1.0,-1.0,,,,,
13771,200997,020,-1.0,-1.0,,,,,
13772,200998,020,-1.0,-1.0,,,,,
13773,201000,010,-1.0,-1.0,,,,,
13774,201000,020,-1.0,-1.0,,,,,
13775,201002,020,-1.0,-1.0,,,,,
13776,201004,010,-1.0,-1.0,,,,,
13777,201004,020,-1.0,-1.0,,,,,
13778,201005,010,-1.0,-1.0,,,,,
13779,201007,020,-1.0,-1.0,,,,,
13780,201009,020,-1.0,-1.0,,,,,
13781,201010,010,-1.0,-1.0,,,,,
13782,201012,010,-1.0,-1.0,,,,,
13783,201012,011,-1.0,-1.0,,,,,
13784,201014,010,-1.0,-1.0,,,,,
13785,201014,020,1.0,1.0,,,,,
13786,201015,010,-1.0,-1.0,,,,,
13787,201016,020,-1.0,-1.0,,,,,
13788,201017,010,-1.0,-1.0,,,,,
13789,201018,010,-1.0,-1.0,,,,,
13790,201019,010,-1.0,-1.0,,,,,
13791,201020,010,1.0,1.0,,,,,
13792,201022,020,-1.0,-1.0,,,,,
13793,201023,010,-1.0,-1.0,,,,,
13794,201025,010,-1.0,-1.0,,,,,
13795,201025,020,-1.0,-1.0,,,,,
13796,201026,010,-1.0,-1.0,,,,,
13797,201029,010,-1.0,-1.0,,,,,
13798,201033,010,-1.0,-1.0,,,,,
13799,201036,020,-1.0,-1.0,,,,,
13800,201038,020,-1.0,-1.0,,,,,
13801,201039,010,-1.0,-1.0,,,,,
13802,201042,010,-1.0,-1.0,,,,,
13803,201043,010,-1.0,-1.0,,,,,
13804,201044,010,-1.0,-1.0,,,,,
13805,201045,010,-1.0,-1.0,,,,,
13806,201046,010,-1.0,-1.0,,,,,
13807,201047,010,-1.0,-1.0,,,,,
13808,201048,010,-1.0,-1.0,,,,,
13809,201051,010,-1.0,-1.0,,,,,
13810,201051,020,-1.0,-1.0,,,,,
13811,201052,010,-1.0,-1.0,,,,,
13812,201054,010,-1.0,-1.0,,,,,
13813,201054,020,-1.0,-1.0,,,,,
13814,201056,010,-1.0,-1.0,,,,,
13815,201058,010,-1.0,-1.0,,,,,
13816,201060,010,-1.0,-1.0,,,,,
13817,201060,020,-1.0,-1.0,,,,,
13818,201061,010,-1.0,-1.0,,,,,
13819,201063,010,-1.0,-1.0,,,,,
13820,201063,020,-1.0,-1.0,,,,,
13821,201065,020,-1.0,-1.0,,,,,
13822,201069,010,-1.0,-1.0,,,,,
13823,201069,020,-1.0,-1.0,,,,,
13824,201070,010,-1.0,-1.0,,,,,
13825,201071,020,-1.0,-1.0,,,,,
13826,201073,010,-1.0,-1.0,,,,,
13827,201075,010,-1.0,-1.0,,,,,
13828,201076,010,-1.0,-1.0,,,,,
13829,201079,010,-1.0,-1.0,,,,,
13830,201081,010,-1.0,-1.0,,,,,
13831,201081,020,-1.0,-1.0,,,,,
13832,201082,010,-1.0,-1.0,,,,,
13833,201084,010,-1.0,-1.0,,,,,
13834,201084,020,-1.0,-1.0,,,,,
13835,201087,020,-1.0,-1.0,,,,,
13836,201091,010,,,,,,,
13837,201091,020,-1.0,-1.0,,,,,
13838,201095,010,-1.0,-1.0,,,,,
13839,201098,010,-1.0,-1.0,,,,,
13840,201100,010,-1.0,-1.0,,,,,
13841,201100,020,-1.0,-1.0,,,,,
13842,201101,010,-1.0,-1.0,,,,,
13843,201102,010,-1.0,-1.0,,,,,
13844,201106,010,-1.0,-1.0,,,,,
13845,201106,020,-1.0,-1.0,,,,,
13846,201110,010,,,,,,,
13847,201113,010,-1.0,-1.0,,,,,
13848,201115,010,-1.0,-1.0,,,,,
13849,201117,010,-1.0,-1.0,,,,,
13850,201117,020,-1.0,-1.0,,,,,
13851,201119,010,-1.0,-1.0,,,,,
13852,201121,010,-1.0,-1.0,,,,,
13853,201121,020,1.0,1.0,,,,,
13854,201125,010,-1.0,-1.0,,,,,
13855,201125,020,-1.0,-1.0,,,,,
13856,201127,010,1.0,1.0,,,,,
13857,201127,020,-1.0,-1.0,,,,,
13858,201129,010,-1.0,-1.0,,,,,
13859,201131,020,-1.0,-1.0,,,,,
13860,201133,010,-1.0,-1.0,,,,,
13861,201135,010,-1.0,-1.0,,,,,
13862,201135,020,-1.0,-1.0,,,,,
13863,201136,010,-1.0,-1.0,,,,,
13864,201137,010,-1.0,-1.0,,,,,
13865,201140,010,-1.0,-1.0,,,,,
13866,201141,010,-1.0,-1.0,,,,,
13867,201142,010,-1.0,-1.0,,,,,
13868,201144,010,-1.0,-1.0,,,,,
13869,201144,020,-1.0,-1.0,,,,,
13870,201145,010,-1.0,-1.0,,,,,
13871,201146,010,-1.0,-1.0,,,,,
13872,201148,010,-1.0,-1.0,,,,,
13873,201149,010,-1.0,-1.0,,,,,
13874,201151,010,,,,,,,
13875,201154,010,-1.0,-1.0,,,,,
13876,201155,010,-1.0,-1.0,,,,,
13877,201156,010,-1.0,-1.0,,,,,
13878,201157,010,-1.0,-1.0,,,,,
13879,201159,010,-1.0,-1.0,,,,,
13880,201160,010,-1.0,-1.0,,,,,
13881,201161,010,-1.0,-1.0,,,,,
13882,201162,010,-1.0,-1.0,,,,,
13883,201165,010,-1.0,-1.0,,,,,
13884,201165,020,-1.0,-1.0,,,,,
13885,201167,010,-1.0,-1.0,,,,,
13886,201167,020,-1.0,-1.0,,,,,
13887,201172,010,-1.0,-1.0,,,,,
13888,201173,010,-1.0,-1.0,,,,,
13889,201174,010,1.0,1.0,,,,,
13890,201175,010,-1.0,-1.0,,,,,
13891,201176,010,-1.0,-1.0,,,,,
13892,201178,010,-1.0,-1.0,,,,,
13893,201178,020,-1.0,-1.0,,,,,
13894,201180,010,-1.0,-1.0,,,,,
13895,201180,020,-1.0,-1.0,,,,,
13896,201181,010,-1.0,-1.0,,,,,
13897,201183,010,-1.0,-1.0,,,,,
13898,201183,020,-1.0,-1.0,,,,,
13899,201185,010,-1.0,-1.0,,,,,
13900,201185,020,1.0,1.0,,,,,
13901,201187,010,-1.0,-1.0,,,,,
13902,201188,010,-1.0,-1.0,,,,,
13903,201190,010,-1.0,-1.0,,,,,
13904,201192,020,-1.0,-1.0,,,,,
13905,201193,010,-1.0,-1.0,,,,,
13906,201194,010,1.0,1.0,,,,,
13907,201195,010,-1.0,-1.0,,,,,
13908,201197,010,1.0,1.0,,,,,
13909,201199,010,-1.0,-1.0,,,,,
13910,201200,010,1.0,1.0,,,,,
13911,201202,010,-1.0,-1.0,,,,,
13912,201204,010,-1.0,-1.0,,,,,
13913,201207,020,-1.0,-1.0,,,,,
13914,201210,010,1.0,1.0,,,,,
13915,201212,010,-1.0,-1.0,,,,,
13916,201212,020,,,,,,,
13917,201213,010,1.0,1.0,,,,,
13918,201214,010,-1.0,-1.0,,,,,
13919,201215,010,-1.0,-1.0,,,,,
13920,201217,010,-1.0,-1.0,,,,,
13921,201217,020,-1.0,-1.0,,,,,
13922,201220,010,-1.0,-1.0,,,,,
13923,201222,020,-1.0,-1.0,,,,,
13924,201223,010,-1.0,-1.0,,,,,
13925,201225,010,-1.0,-1.0,,,,,
13926,201225,020,-1.0,-1.0,,,,,
13927,201227,010,-1.0,-1.0,,,,,
13928,201227,020,-1.0,-1.0,,,,,
13929,201230,010,-1.0,-1.0,,,,,
13930,201232,010,-1.0,-1.0,,,,,
13931,201233,010,-1.0,-1.0,,,,,
13932,201236,020,-1.0,-1.0,,,,,
13933,201237,010,-1.0,-1.0,,,,,
13934,201238,010,-1.0,-1.0,,,,,
13935,201239,010,-1.0,-1.0,,,,,
13936,201240,010,-1.0,-1.0,,,,,
13937,201242,010,-1.0,-1.0,,,,,
13938,201242,020,-1.0,-1.0,,,,,
13939,201243,010,,,,,,,
13940,201244,010,-1.0,-1.0,,,,,
